Date,1990_base,1990_cc_ideal_h5,1995_base,1995_cc_ideal_h5,2000_base,2000_cc_ideal_h5,2005_base,2005_cc_ideal_h5,2010_base,2010_cc_ideal_h5,2015_base,2015_cc_ideal_h5,2020_base,2020_cc_ideal_h5
2006-06-09,9668477.5460832,22551534.311695352,3839086.298466993,4776734.055969336,2567072.2035464137,3758579.8626424,1012533.1110625586,1068549.992061895,,,,,,
2006-06-16,9684434.671493426,22651977.150794126,3863190.845214201,4822223.537524214,2588506.629585437,3807007.08643457,1020425.6009896878,1079119.8500086889,,,,,,
2006-06-23,9685820.282071603,22853772.089093775,3916000.914365919,4892787.991122553,2590706.3412807626,3824475.389107371,1012994.442732238,1073791.2247173642,,,,,,
2006-06-30,9707359.639026776,23078249.08070572,3945042.485709597,4943425.488216427,2587575.201293427,3836677.6456294614,1023976.2270017058,1086783.6898675272,,,,,,
2006-07-07,9621067.877076551,22882844.231657565,3935316.563898864,4926265.751378653,2519208.6025682874,3758735.600005294,1008901.310175472,1068245.8232124045,,,,,,
2006-07-14,9368872.98644314,22191989.017330322,3838088.772757186,4795817.029496953,2459741.491423688,3683272.7181319767,985615.6863352304,1045025.1372571358,,,,,,
2006-07-21,9474381.48935173,22433994.638503496,3937691.161444267,4912946.252652105,2488452.092990371,3692312.365875906,1007017.0227870268,1063029.496057188,,,,,,
2006-07-28,9590175.53119317,22684192.621000826,3904531.6925643454,4879496.462136346,2502453.5613915185,3751982.0003111647,1007833.6611868346,1064291.8191344,,,,,,
2006-08-04,9421715.179890294,22532726.939959228,3881016.337547881,4849791.00413783,2507375.296529616,3808224.9784008134,1006756.76601698,1062449.1994172558,,,,,,
2006-08-11,9330782.092092674,22428384.107314136,3873278.6897117943,4847024.466620725,2492267.1251159552,3798660.7692323206,1003148.2775539492,1057168.9365735955,,,,,,
2006-08-18,9549128.168810194,22892016.896432716,3994705.2783376975,4984871.903917679,2534715.127392619,3873670.3541154373,1037036.8229820974,1088610.6639012152,,,,,,
2006-08-25,9597315.779933551,22883574.850279644,4049069.784004804,5065317.4347336395,2500073.252881113,3812531.8903450356,1037324.5914556504,1090910.903408799,,,,,,
2006-09-01,9757842.743228102,23155026.036389288,4109700.9806065634,5133290.7883977555,2582147.987011738,3909371.106238934,1050782.433055472,1102838.0097789632,,,,,,
2006-09-08,9786831.601369374,23145998.61967113,4123105.16542985,5131557.509473937,2596820.3064074046,3923272.141742732,1050703.26642098,1101761.998921353,,,,,,
2006-09-15,9895125.310076486,23433556.794508476,4197084.57227892,5221309.866081108,2680866.9609626825,4016120.6108296853,1073193.402106245,1122866.371495083,,,,,,
2006-09-22,10001077.634565536,23677057.991361797,4198077.661560994,5207110.84937969,2698485.419685191,4001223.279492863,1067740.6936876108,1119751.7162801584,,,,,,
2006-09-29,10020463.843654448,23778739.59805148,4228964.939804854,5263116.495544717,2710098.878170577,4041131.233870957,1064445.8392798451,1118987.1238652535,,,,,,
2006-10-06,10236256.836241912,24267405.25678388,4315224.960626914,5368576.4431062,2817781.6001493144,4100441.5356747475,1095760.5934174836,1143307.2977345614,,,,,,
2006-10-13,10315059.239304086,24426661.22399805,4326940.361404393,5383770.4564276505,2861392.3695101268,4169600.391753246,1109797.9196374305,1159619.8442390258,,,,,,
2006-10-20,10370496.443468064,24517882.99211836,4395304.967692696,5458255.646951247,2876356.063169978,4173893.1026505004,1120633.9491752277,1163946.20414198,,,,,,
2006-10-27,10427864.969940444,24671169.03141773,4366375.294769001,5414008.218099328,2857436.4232462207,4158915.656622089,1113549.7575472114,1159663.9717271873,,,,,,
2006-11-03,10439043.579306714,24813444.274880283,4348447.044962549,5387716.411378103,2823428.248879453,4107599.538347941,1111921.922270471,1155960.846457951,,,,,,
2006-11-10,10399540.056777928,24893469.23288506,4344810.781851232,5389478.845694761,2863104.93901196,4164310.4094333285,1107191.158038112,1152955.9254072257,,,,,,
2006-11-17,10592031.747149955,25322660.86161388,4439203.415449974,5508353.376529281,2879855.277932565,4189626.8816689216,1130642.5680975548,1174492.0695290526,,,,,,
2006-11-24,10563779.447060984,25091876.100525483,4390252.591684647,5443612.870443535,2843600.861877356,4147228.3332566964,1118459.5857575303,1165078.4112942875,,,,,,
2006-12-01,10755013.11622431,25543768.334382776,4461108.442156126,5528832.472562667,2846651.653048858,4127967.017787013,1127697.9763811452,1174524.1757407144,,,,,,
2006-12-08,10775941.18515912,25749399.013023153,4453662.649479663,5521137.724916917,2884455.7894002586,4179964.8889962123,1137390.8095724273,1186104.770365548,,,,,,
2006-12-15,10869252.609185409,26065191.015936375,4495741.64913126,5578390.595858599,2900859.895920246,4215947.568120689,1152034.3786850993,1204416.4223611706,,,,,,
2006-12-22,10807815.444383092,25933157.77241909,4496956.366788971,5581276.801755278,2887162.611363756,4203544.577868163,1137187.377506092,1191903.1919695884,,,,,,
2006-12-29,10868122.34765831,26078216.32668928,4523076.744917638,5617460.41436621,2875894.482720962,4202674.719948447,1142970.1961741375,1199256.113798004,,,,,,
2007-01-05,10845992.02830518,26080817.92609451,4521861.99774054,5633508.116812753,2912202.160291095,4288378.499352445,1151140.6496530164,1206940.4109040643,,,,,,
2007-01-12,10942539.207598206,26371239.732890572,4605452.129585008,5754784.256507321,3001756.8269433267,4372909.344196932,1177747.495064227,1230496.334996891,,,,,,
2007-01-19,10903522.584174298,26296431.56410101,4516998.331624111,5633205.172000593,3003244.443933669,4375017.069758612,1173612.9753988837,1228891.03519723,,,,,,
2007-01-26,10823616.032755043,26101514.65029977,4480690.021424247,5600645.020772431,2979588.4621430007,4336098.203912009,1161644.9470666966,1218823.7258377494,,,,,,
2007-02-02,11070124.278757391,26620789.787325185,4550576.490369196,5685277.860739684,3041202.353689763,4433142.2822163645,1174578.2678295688,1234243.9716560906,,,,,,
2007-02-09,11040763.35940203,26357810.85380353,4489238.473282393,5616012.4653627295,3027827.9805507422,4467795.098556167,1162580.5703944522,1226254.854185616,,,,,,
2007-02-16,11213802.063405337,26894115.63593034,4574534.833145677,5724132.82736241,3074237.2401544265,4544282.254876854,1185817.2452340217,1250785.250587122,,,,,,
2007-02-23,11119820.048322547,26854370.337545905,4542547.9461381165,5693209.193426384,3081129.7134050424,4563320.57555624,1181932.5950614223,1251504.1117363006,,,,,,
2007-03-02,10603149.31146094,25747465.47668742,4367989.625112241,5475014.699853484,2937132.9941168814,4423110.438622195,1128292.0471607903,1202729.6562212291,,,,,,
2007-03-09,10803035.353576152,26387261.251522675,4414461.399573764,5546871.637798153,2993676.81271626,4546418.997313957,1143270.8661724844,1220756.8791985307,,,,,,
2007-03-16,10742659.556126498,26221223.267537903,4416229.467356828,5543678.488466855,2978573.9474574407,4519684.527790378,1142045.6837032293,1220525.388226088,,,,,,
2007-03-23,10964332.007609734,26891604.245476067,4551572.677720869,5710463.946240363,3077891.514596529,4702769.957458473,1163179.4588954493,1244632.2930486982,,,,,,
2007-03-30,10803910.421502072,26544288.972569373,4460666.05822672,5604810.026995918,3064193.171296651,4682625.736238085,1161155.231144576,1241003.3188144783,,,,,,
2007-04-06,10945592.40779474,26945863.086514756,4551476.14220251,5731724.420537786,3093521.527986084,4724962.288719373,1177893.1829607843,1259506.8681392088,,,,,,
2007-04-13,11204790.46648394,27356144.823818445,4595803.14917032,5777337.205464211,3095693.994043529,4753557.033664439,1181199.1218496603,1266751.9419577864,,,,,,
2007-04-20,11338800.73648118,27634152.2721453,4669625.269801249,5876925.110891882,3130523.0036327858,4813348.667479944,1195999.7497246326,1280345.1839541222,,,,,,
2007-04-27,11278913.097500645,27545014.360620372,4635546.527175942,5838055.502569296,3105119.1642898787,4809110.483638167,1182792.9887994854,1272121.813275645,,,,,,
2007-05-04,11509054.555955656,28131363.69902284,4707821.647445088,5920131.924808079,3110724.4099711403,4812107.153153846,1193134.145311966,1284269.2831210282,,,,,,
2007-05-11,11456142.280371737,28082400.827949397,4699372.317459596,5913991.809320535,3086449.772281132,4839393.086539725,1186518.0740186267,1281041.5774598168,,,,,,
2007-05-18,11498259.46466346,28415880.279679045,4740920.55062682,5971356.006278055,3119011.7729139784,4865529.544736102,1197954.8860455172,1293128.2568293433,,,,,,
2007-05-25,11527181.175632851,28302247.946274042,4740206.215149925,5968792.652298271,3088336.010103633,4837759.831491507,1188139.3291682703,1284586.4467957935,,,,,,
2007-06-01,11739777.724545086,28600733.94799587,4834971.725718951,6069809.542720328,3158149.547066399,4925483.413854352,1207661.559646445,1304315.9147378178,,,,,,
2007-06-08,11412804.76280374,27979862.32266933,4698150.201927269,5925300.665807758,3091258.7752950764,4893497.592077954,1179413.4095543246,1277850.0787832467,,,,,,
2007-06-15,11590095.838812586,28384674.374525785,4792801.585779605,6058595.772327099,3125015.569828027,4909322.875386721,1191295.23281015,1289831.9382864845,,,,,,
2007-06-22,11468195.564742235,28083254.1324422,4716064.887196137,5960525.179098128,3065894.165800455,4826637.764793697,1170309.0951371875,1272255.3394373269,,,,,,
2007-06-29,11687886.799002333,28383720.587688867,4789938.1199255325,6056130.03947174,3097821.5069834143,4898650.390128868,1177725.8407241004,1281592.9983358588,,,,,,
2007-07-06,11758263.358962571,28534435.115026437,4831763.329374455,6118261.368495786,3144947.3544595926,4973562.954094592,1190745.426193824,1297239.447051564,,,,,,
2007-07-13,11806787.75814666,28681036.643299498,4868274.239818075,6182811.847273602,3147632.52264478,4953862.290087553,1206352.8902558489,1308848.5037746418,,,,,,
2007-07-20,11771612.940642158,28925515.474735364,4830249.323939943,6121951.14221844,3108088.6410940303,4864491.869949411,1191706.5337801909,1296596.3223216531,,,,,,
2007-07-27,11292349.193136867,27656038.118155885,4618339.055226013,5862817.419623124,2990789.5918181585,4674459.607171223,1150428.5262532202,1252399.1907380584,,,,,,
2007-08-03,11484734.32794354,27987158.092835233,4646045.441316938,5896420.254898766,2975516.9784153043,4656786.93333958,1151992.1544107965,1255195.552860903,,,,,,
2007-08-10,11365125.322270142,27631066.188816916,4633080.683443739,5877084.643514229,2985955.1137561747,4677776.537646539,1144710.7612895528,1247874.3469427177,,,,,,
2007-08-17,11219697.947165249,27391579.873559568,4581039.358430238,5834295.555868017,2952499.50493448,4598786.07971372,1146671.1696248762,1255081.4269278222,,,,,,
2007-08-24,11397067.128717683,28057956.325151686,4641843.314396805,5929218.890496342,3029610.684651658,4758208.614918523,1163631.6780868468,1280592.0015445955,,,,,,
2007-08-31,11465774.958497426,28079224.87340053,4701941.048122314,6023819.1077368045,3064147.962758974,4881830.855532655,1171191.3721821725,1289450.995401453,,,,,,
2007-09-07,11305846.02905376,28001445.412184544,4623797.344362553,5942511.012975819,2962650.436393796,4744459.750711003,1143913.9512210898,1268292.507263557,,,,,,
2007-09-14,11477560.037958888,28250813.483574066,4672037.416332105,5980263.43164379,2995292.015052553,4810534.8643178055,1165653.675106451,1295567.1665681659,,,,,,
2007-09-21,11751749.729313772,28900491.403542608,4772265.921952681,6119422.295608037,3025806.6012507183,4873053.091863477,1175907.1157001485,1309937.251046413,,,,,,
2007-09-28,12023837.371927114,29475352.103549212,4814562.545950834,6167632.486428974,3013551.905862922,4838059.008899589,1181762.448708265,1315276.314942775,,,,,,
2007-10-05,12068660.656085188,29826651.46816979,4826455.912376776,6183332.281341373,3084357.0626344625,4940276.03982521,1193954.5135298606,1328395.8071320367,,,,,,
2007-10-12,11886410.877277013,29679373.753368698,4849406.456734846,6222309.715560049,3100646.881152664,4957139.894522402,1201149.244030635,1335218.385554715,,,,,,
2007-10-19,11506747.442718552,29003265.482243072,4728240.429367852,6112396.174404063,3003982.725974542,4783161.680028112,1161739.729659723,1300112.902639419,,,,,,
2007-10-26,11763218.574109104,29714067.881697025,4846169.853705491,6234418.195721688,3053378.372954326,4875346.829577837,1191142.2385914454,1334010.927043241,,,,,,
2007-11-02,11610476.2177814,29329382.22050933,4887356.211259606,6282475.855988605,2977683.197437502,4754633.102083619,1172850.7636806862,1318251.1326930542,,,,,,
2007-11-09,11404953.456489429,28691428.912918396,4750020.179540618,6121321.745199173,2894533.3958379747,4475059.179241176,1153240.59236542,1296383.4581797875,,,,,,
2007-11-16,11438710.932236155,28957580.609478556,4811504.999926269,6209562.326633287,2893081.484686952,4426478.019901227,1176046.2114277307,1321133.3056770829,,,,,,
2007-11-23,11383494.005898312,28708285.117340285,4744906.052484587,6135809.874949775,2863592.5348417014,4407014.582536258,1151437.3064165218,1305666.9128925898,,,,,,
2007-11-30,11896391.599403456,30098468.417961232,4909182.925524727,6364373.896013619,2981753.619687868,4596666.608001905,1192521.0273396918,1349733.3368809249,,,,,,
2007-12-07,12069586.97750576,30397813.565542582,5058497.709574393,6563294.637701243,3077685.869221277,4666160.147356933,1221820.690196223,1374281.123225961,,,,,,
2007-12-14,11553480.530872464,29737541.0959948,4890845.052046243,6366383.796575153,2902152.0924057136,4424987.633028433,1170917.0161716454,1330857.1588194643,,,,,,
2007-12-21,11878170.623330433,30376914.91706621,5068078.672135139,6603789.91464475,2970761.0308629647,4525795.781847896,1202558.8304562003,1368854.7070202506,,,,,,
2007-12-28,11602970.0210024,29737606.399795346,4986535.460660324,6501563.51444145,2908823.016918018,4445020.690251107,1182728.6621687012,1351595.4404771943,,,,,,
2008-01-04,11294292.6798116,28940978.082325436,4777951.090683358,6197642.123880765,2752035.612572303,4181792.919744691,1148464.6914447795,1307742.8386757243,,,,,,
2008-01-11,11029875.853730887,27983527.93372917,4652302.63659141,6042565.026422771,2714991.443505505,4091762.545267282,1147930.247602858,1305716.5960848783,,,,,,
2008-01-18,10594905.89889338,26785114.3613881,4480788.551992275,5767124.702380588,2670647.527996918,4095808.041904582,1126986.362619768,1289284.094263394,,,,,,
2008-01-25,10769734.750813289,27241739.06365164,4495215.438472753,5797445.0878571635,2754155.183420748,4234332.971348068,1149665.3852849377,1306547.630331946,,,,,,
2008-02-01,11067188.516717806,28139947.272234764,4526500.153092319,5850334.998264731,2892799.952241638,4385499.898976856,1172689.487428637,1317704.7428721283,,,,,,
2008-02-08,10943980.948363172,28085474.91403196,4407227.259840108,5713962.356900752,2820535.006481478,4259518.797076343,1139443.580005613,1285226.7792553932,,,,,,
2008-02-15,11040259.372571008,28342818.447462015,4395528.11266599,5693052.260693715,2803051.7044382,4259992.069656625,1141226.7677874034,1289114.2209103734,,,,,,
2008-02-22,11135011.72774718,28649691.723040733,4410464.737433639,5715078.807620407,2835093.9992459984,4314199.816165481,1163253.4945134064,1311290.2807090925,,,,,,
2008-02-29,10853242.128084108,28003090.38281053,4299482.260913614,5598964.763203794,2789691.6595740505,4313021.248892665,1134027.5935235696,1285256.4083664515,,,,,,
2008-03-07,10447585.113134343,27137349.55923287,4215730.741897591,5509169.692457718,2684302.617618669,4193346.471981458,1096107.9316445522,1246551.3441060155,,,,,,
2008-03-14,10656904.083170146,27613149.703546397,4108908.874739615,5379799.70772054,2696511.692094313,4185914.500294809,1090894.030375003,1222524.7720469865,,,,,,
2008-03-21,11396787.040604124,29145846.69654004,4380885.193066045,5702041.668249802,2892765.4349700967,4470291.8623402035,1157526.5743192183,1289411.6050980915,,,,,,
2008-03-28,11215133.599780124,28755658.22253,4250674.357486809,5552377.3515641345,2817075.5551202227,4379312.489722913,1131469.4523754306,1273921.528622396,,,,,,
2008-04-04,11436220.374802994,29286963.316684462,4386774.131084439,5729422.045562523,2909154.713923738,4546378.3755857935,1166260.2177899494,1312708.5347632563,,,,,,
2008-04-11,11201816.687558196,28652081.986867048,4290815.322823685,5615652.934717033,2823974.1736848587,4463718.245621674,1131402.0623665908,1280372.986242099,,,,,,
2008-04-18,11547463.931342082,29652206.94863167,4506670.3783838535,5881028.563492237,2924740.625105004,4644196.881811251,1173017.4452953727,1326660.0242203244,,,,,,
2008-04-25,11681125.848193202,30097285.521623436,4481110.711879149,5836714.364315798,2947482.093354026,4693773.13446894,1184075.8198103742,1330497.8604470685,,,,,,
2008-05-02,11746228.137644092,30545350.518230222,4496238.870843561,5866997.588455113,2952668.2507425686,4693096.907888199,1180763.5184804655,1329146.8120924777,,,,,,
2008-05-09,11732445.50348634,30841910.65339165,4482597.695467196,5864804.800878513,2930017.7478367635,4772004.027290017,1175201.187661635,1324827.1359612318,,,,,,
2008-05-16,11822919.452213688,30940958.63979069,4548179.274644945,5966366.285795272,2989682.217828841,4854601.852242642,1179098.9018684295,1335220.4317207478,,,,,,
2008-05-23,11526666.433249837,29947353.28546747,4440640.744989027,5823038.208507719,2921196.9472124423,4740384.263367686,1156639.1658168344,1317587.774203552,,,,,,
2008-05-30,11669925.264796373,30297976.71291706,4481378.10535957,5867411.2728094235,2982055.949533015,4914417.90459383,1176467.596468693,1338418.4361120472,,,,,,
2008-06-06,11652167.487776022,30289865.709384043,4447817.58042118,5823903.393206912,2941244.744880449,4846894.906243127,1163344.817182587,1323083.5067531369,,,,,,
2008-06-13,11709491.451052258,30594644.255605012,4443098.863806241,5825910.8855037885,2975155.4193256064,4909944.1842995975,1177881.745644325,1336354.415420046,,,,,,
2008-06-20,11304234.026399128,29451870.183179073,4237292.680895525,5568991.001336547,2880827.820076903,4750181.914327377,1130829.8949642547,1284190.2219380909,,,,,,
2008-06-27,10887507.653098866,28423462.80816172,4089579.025457559,5396751.5515326,2803158.9012402124,4599626.325839199,1101403.871752923,1257159.2843458755,,,,,,
2008-07-04,10862791.80291036,28236383.51045406,3988031.964926441,5263017.669723138,2737841.7600007574,4583874.7744968515,1083309.7126416606,1236601.589712707,,,,,,
2008-07-11,10832728.363596383,28051181.592768513,3950167.684003889,5217842.347706075,2748969.416369589,4547848.313610664,1085946.0698972128,1234343.9104518574,,,,,,
2008-07-18,11173093.19248707,28998126.306690577,4109468.72506166,5432351.870864335,2860567.8661125293,4726276.515499753,1125278.8496964572,1273275.6142161272,,,,,,
2008-07-25,10950027.363965416,28481857.963169515,4081939.580507196,5414786.398382579,2826800.995167828,4712658.764521778,1130949.865261802,1295982.4608599124,,,,,,
2008-08-01,11192499.943433523,29004208.586059257,4204319.124117856,5574900.853495301,2896439.676778973,4798884.602806696,1152743.0169908574,1320369.8832870387,,,,,,
2008-08-08,11773739.647170411,30324149.869561158,4501595.412889537,5904952.493827238,3102669.122088645,5059806.008569271,1218810.6387970443,1381633.4681770345,,,,,,
2008-08-15,11654953.942951914,29914850.29335245,4474768.38934514,5870034.9683580045,3104932.085367328,5070892.172757789,1219575.392846787,1389459.6843599076,,,,,,
2008-08-22,11524752.435051266,29538240.994642153,4365019.641361319,5728598.801525389,3076392.9041205114,5069651.074612255,1202604.091335975,1378685.2454011692,,,,,,
2008-08-29,11607310.55791844,29941589.805017423,4386212.5745115485,5758860.779481571,3088717.36416946,5034174.577476282,1209320.5492204046,1387088.6258022485,,,,,,
2008-09-05,11807323.256126152,30344938.75542714,4339035.553356728,5657635.41590082,3114270.7575715207,5099793.328631629,1204038.0819379142,1380364.8333729922,,,,,,
2008-09-12,11576660.257970406,29872396.43680472,4252834.892537443,5535171.723496729,3041404.7880436745,5045856.961092148,1171399.4543724067,1353457.736791007,,,,,,
2008-09-19,11442367.466029136,29877729.660203148,4146627.281032186,5404517.255339495,2964055.426717097,4869978.746322652,1138520.411426413,1315908.6703118333,,,,,,
2008-09-26,10987954.063115546,28426752.181060433,3980209.218177374,5185528.746722367,2883577.637777735,4791321.492926766,1091779.088449937,1258099.13463288,,,,,,
2008-10-03,10449121.30814178,27139129.43069694,3832919.34404841,4999152.061915179,2691289.0602910942,4458527.733405356,1032462.4321830036,1198768.8169753237,,,,,,
2008-10-10,9927480.104690729,26188429.19434435,3607652.3990175487,4779690.791817898,2458516.481258116,4115173.546145437,963423.2915312188,1132281.2645043964,,,,,,
2008-10-17,9803215.87612433,25958871.73397541,3655404.708752544,4822217.48285257,2447285.748572006,4162383.516215459,964329.7459825376,1143355.05241673,,,,,,
2008-10-24,8549546.434226803,22741829.319705307,3223090.01406093,4269282.721542642,2224659.742934381,3884987.2766721854,870493.7812013311,1039412.1730870717,,,,,,
2008-10-31,9632827.75259792,25539216.3038236,3602726.32308865,4731543.071881001,2614486.0514231035,4364952.102483649,969185.3478190168,1158040.7155864956,,,,,,
2008-11-07,9176569.14174288,24194506.802588496,3403360.6414338974,4504110.829555221,2432667.056643857,4226962.29986043,915265.8944985212,1098824.7402449432,,,,,,
2008-11-14,8638408.170035437,22764211.38957022,3165121.517998196,4205190.871312122,2252656.760814653,4056049.074739358,844309.8409209801,1014636.8257885741,,,,,,
2008-11-21,8759835.685996018,23660857.941125974,3223311.0568658398,4301889.682785516,2180410.495574317,3880295.6706371834,827869.0660499559,1000181.5518407213,,,,,,
2008-11-28,8452539.585305545,23147380.016632166,3167201.559148971,4254357.438441108,2266178.993450964,4200008.651512608,841674.306328374,1033854.3575465241,,,,,,
2008-12-05,9336340.09617778,25829778.966332883,3427052.528024447,4581824.729777212,2423116.845025279,4410698.608135508,881512.6884419306,1084592.0875168152,,,,,,
2008-12-12,8849182.96095662,24637761.64228354,3376937.9685852034,4588184.878475972,2356105.929954437,4331283.024971949,864707.2364236085,1081997.2173477388,,,,,,
2008-12-19,8998171.565289129,24712325.628564328,3446195.947317279,4672660.576569034,2430456.209041544,4479668.371461992,888589.3040287223,1124531.216500728,,,,,,
2008-12-26,8902562.766677545,24494520.655088034,3406431.059988831,4627852.620791711,2410846.299448155,4441490.597100637,878478.3924317854,1123167.2149915502,,,,,,
2009-01-02,9462495.779361697,26036736.29860539,3612269.705621433,4879058.328672866,2554149.925645326,4636296.72796135,927952.8812770292,1180891.940931428,,,,,,
2009-01-09,8999262.884777967,24957780.116015613,3420114.7911070776,4649503.794928301,2422181.110983393,4475620.839667487,887904.5642289568,1144888.7670152313,,,,,,
2009-01-16,8876134.41691282,24541419.46965179,3386812.8229668094,4621668.024022715,2439868.69473882,4580078.544690888,891898.6301749276,1155663.9307490347,,,,,,
2009-01-23,8663993.350259515,23860221.93100715,3317828.256010267,4549456.69079249,2425732.3312690333,4560644.2404910065,883718.9661104949,1162436.3092767226,,,,,,
2009-01-30,8615359.939815106,23960151.207232364,3324165.1263842704,4575545.1927397,2392320.2440912,4537165.846872687,869763.0033161382,1157438.100588047,,,,,,
2009-02-06,8927080.994638702,24478532.558018617,3489796.752550534,4809648.1408538325,2510133.008261973,4494601.75504675,918191.3352768334,1206068.314981753,,,,,,
2009-02-13,8547811.751339346,23524873.512602817,3352774.8949566158,4635617.038256997,2397897.919710775,4358468.571386655,885188.3878073267,1183530.2512463983,,,,,,
2009-02-20,8044851.815358722,21810369.549529098,3086209.821309925,4253137.653018817,2373097.224040663,4345367.774716203,829716.6763812227,1102571.0315201196,,,,,,
2009-02-27,7488728.345798819,20637039.78959737,2855309.7779259104,3992994.13514373,2301957.639600376,4348367.093222023,776682.3153225499,997177.8408850656,,,,,,
2009-03-06,7257382.440205464,20228637.10567223,2772257.876766776,3912433.8012451753,2272531.2160298647,4326311.509444802,757984.1382710453,982805.8512386756,,,,,,
2009-03-13,7836036.326890568,21680038.831407256,3034352.279552638,4262707.279875287,2494940.298108189,4631962.486064237,835637.9362724555,1081020.2030905138,,,,,,
2009-03-20,8423051.843158778,23048955.079222027,3264761.6211307,4529939.623145157,2564884.210659865,4736184.547011364,869344.1978607138,1123060.4795693427,,,,,,
2009-03-27,8247397.402254387,22411431.288701866,3216552.1244056914,4457081.037159372,2615270.20832567,4878414.340031164,884521.5417509935,1130654.0538993808,,,,,,
2009-04-03,8645390.331812203,23782342.628858812,3399480.939100332,4709441.811716335,2668924.474178239,4918726.651261704,907053.0574275822,1169119.9555698666,,,,,,
2009-04-10,8890772.857399793,24998359.87665907,3503705.5879530404,4833354.312725862,2751461.6748798285,5051194.272324186,944246.4244143644,1210671.0231776652,,,,,,
2009-04-17,8731887.888531772,24639432.350274652,3426373.7894939417,4727220.232291243,2751610.886329376,5023581.604940963,937035.736539116,1204275.9791372134,,,,,,
2009-04-24,8903623.84139313,25870223.709440775,3489877.5579290157,4799270.231480576,2784067.49531564,5091008.865525597,948719.7118484424,1220345.8936570648,,,,,,
2009-05-01,9325007.140807653,27366018.84432254,3600747.658535725,4960351.386298919,2822521.8273324724,5125946.922381696,958319.676621666,1238721.4356632116,,,,,,
2009-05-08,9286083.048485396,27602782.767110776,3589429.8715255214,4908658.4572296515,2766619.0740989773,5098737.777862452,964806.649017564,1256786.1186094081,,,,,,
2009-05-15,9290199.562993128,27511466.270069968,3614441.277681916,4946812.385996489,2723628.3926417595,5082002.369816328,958126.9502494016,1252535.6693714175,,,,,,
2009-05-22,9074997.436388668,26699250.98837468,3530704.572231583,4822193.404545629,2727094.6924590566,5073629.384373889,953937.197341151,1239516.1547891889,,,,,,
2009-05-29,9702505.090331098,28289550.9246016,3761158.419105538,5131454.134454301,2810241.8672789144,5213039.4938045535,992306.5065538036,1282839.276916841,,,,,,
2009-06-05,9675841.755268894,28433218.775327366,3750431.863698105,5114697.619291583,2845572.6921600066,5193338.654890689,998424.6976068484,1282792.2389486518,,,,,,
2009-06-12,9406096.58656202,27912354.297050204,3660331.084546914,5023845.403369962,2793150.9282428,5121435.063748751,983012.8406905796,1249793.267930447,,,,,,
2009-06-19,9242683.007653804,27016209.32374419,3643356.3720764304,4991594.598616871,2795189.029252957,5091776.080978063,979896.7038222346,1258311.262555162,,,,,,
2009-06-26,9402928.0506848,27584894.037767887,3688551.007672311,5086228.819309991,2804238.781576123,5125113.912899727,995077.6366514108,1276650.4460006247,,,,,,
2009-07-03,9271434.58144197,27332554.521309346,3645520.188540389,5048984.020411541,2739054.098634016,5029180.439753421,968979.7644578776,1251704.3765368327,,,,,,
2009-07-10,9271464.28050295,27470543.89091755,3632763.382691163,5042341.406955436,2812727.603480159,5146695.090512243,983815.5187926976,1271524.9618802064,,,,,,
2009-07-17,9772958.55333444,29427915.48617646,3851118.272004349,5367871.466851031,2948965.067913062,5291940.6006712215,1040610.4514935144,1318361.4377884388,,,,,,
2009-07-24,9823533.429355068,29475498.394222975,3919229.193056536,5461461.0459321635,3019057.7829164434,5413261.130751535,1059108.2738273907,1339951.8689049827,,,,,,
2009-07-31,9980062.920087663,29429276.64870263,3956588.346443071,5490769.781433442,3037112.202960733,5472825.390531677,1057740.3706338403,1342484.4123980138,,,,,,
2009-08-07,10160227.057370452,30523304.62270526,3970040.126481909,5488739.840937337,3042057.886074156,5515248.075538908,1068049.0920721125,1354639.2263863555,,,,,,
2009-08-14,9944489.28389104,29639204.908854082,3952070.619959052,5471184.617568306,2948716.388411986,5353557.184763593,1054604.0139359296,1357649.6080748267,,,,,,
2009-08-21,10289930.65235286,30907007.427043587,4064630.98280849,5606415.28694082,3064447.115901171,5510534.790710874,1091248.5390378193,1394195.8459389277,,,,,,
2009-08-28,10268356.838459153,31017051.04050094,4071951.6477465546,5677647.793011201,3078697.4557778216,5664387.094391441,1091200.515689014,1393470.4405627334,,,,,,
2009-09-04,10285149.616840811,30857785.952191625,4070818.311252837,5654816.524680124,3072982.513324265,5622363.805570906,1100374.4564237944,1409788.7101842214,,,,,,
2009-09-11,10442389.1547756,31575555.863317784,4098824.8391446457,5672131.275653733,3086246.9950484443,5629559.18797308,1114270.757918273,1420904.012929552,,,,,,
2009-09-18,10545755.090395268,31842302.42034596,4108909.2024849616,5701306.330518794,3150433.8213505377,5692397.44896934,1120521.983298537,1426735.5300274773,,,,,,
2009-09-25,10567739.664802773,32112795.30357148,4049127.9613229614,5645537.345151451,3080816.381110024,5606686.4588921275,1098706.758080042,1384074.7955526717,,,,,,
2009-10-02,10498367.36995114,31737794.19576563,3961175.5046894457,5529965.219312621,3054606.88849714,5569635.650036128,1063111.2597206498,1340874.0056087677,,,,,,
2009-10-09,10777292.270687845,32718557.4729445,4095850.411151096,5736473.970873921,3098351.2199271545,5692924.99595379,1090109.0243240057,1383441.8388630245,,,,,,
