Date,1990_dow_none,1990_dow_all,1990_claude_none,1990_claude_all,2000_dow_none,2000_dow_all,2000_claude_none,2000_claude_all,2015_dow_none,2015_dow_all,2015_claude_none,2015_claude_all
2003-03-26,737493.1999324167,5624082.977585947,684469.8822070323,5425456.32513359,158054.08147315437,269410.33204419125,157117.64681529405,263985.7372540727,,,,
2003-03-27,737170.2318204234,5623251.599118171,684755.8184619064,5427295.978830547,157029.57779062074,268102.8247070914,156092.2868762098,262673.2604571402,,,,
2003-03-28,733309.44409,5622829.84373875,681548.5649156854,5424066.7714321185,155761.00433180283,266903.83421324886,154830.66524872294,261473.89805995492,,,,
2003-03-31,722565.2575220338,5522563.308627692,671416.2895872983,5345697.327766624,154798.88327105014,265465.780203474,154211.09601879638,260349.62987397646,,,,
2003-04-01,729196.3807396062,5541172.538372378,677037.5504872698,5366053.894185822,155036.9586352674,265917.9523696194,154866.81450492024,261122.79269608847,,,,
2003-04-02,750620.3486103284,5712436.823520414,696081.2368935343,5508460.675847872,159422.23362009984,271501.5083629522,158846.9426700484,266309.7813737958,,,,
2003-04-03,745556.343117033,5679724.420459028,690934.6183931519,5481749.023280673,160092.56845328194,273031.16344796447,159620.45295164356,267896.07413783274,,,,
2003-04-04,751342.5325769212,5702505.73018038,695312.4215964196,5501785.877769111,160315.39768492465,272736.5635632538,160273.24228561512,267934.30213715415,,,,
2003-04-07,753989.0194770962,5785683.33519688,697232.7354815458,5559636.230293988,161102.698698574,274023.2822520532,160766.9370854264,268985.06071207975,,,,
2003-04-08,754572.0994420458,5748025.804265824,697824.9026509153,5538660.804496359,160818.22404914047,275135.00056220125,160393.932661157,269970.66681582056,,,,
2003-04-09,746295.0915040927,5705846.972898017,691006.252055074,5494623.852594876,158385.763632883,273217.2580128868,157943.67283700677,268049.7313391766,,,,
2003-04-10,752538.7024220391,5765504.679487059,697384.7097901456,5550279.417676878,160694.1104190886,276208.83927964227,160070.02543069219,270789.1990865192,,,,
2003-04-11,749429.5423811253,5789826.441034262,693958.9555123535,5573713.940946117,160022.31116377914,276283.52812032367,159531.98341486746,270963.09638001095,,,,
2003-04-14,761523.8614570457,5881211.230026102,703934.1704161204,5644750.671810568,161973.9769637282,280228.7455870348,161249.95257503953,274608.4180358146,,,,
2003-04-15,767042.7828084679,5928970.889542307,708357.6510382749,5687686.222282258,163476.71396828163,282914.1400590723,162168.91280689574,276778.47905373096,,,,
2003-04-16,752982.1035054991,5888492.1631117165,694147.1054487531,5608433.235084074,159881.60928003018,279561.0397529953,158647.70435351232,273439.654929229,,,,
2003-04-17,764829.0563235215,5941643.5385786835,703624.1475684423,5664115.893808947,162818.76237337987,283210.92786209675,161728.88783232804,277169.14549639175,,,,
2003-04-21,762568.2874515377,5946509.021051573,701766.4119390529,5669060.789983711,161382.0916377155,282446.8802963098,160666.25600623465,276726.3957878784,,,,
2003-04-22,776477.3673725709,6042819.410564174,714469.2817408789,5741200.046541761,164995.0674733106,286941.7210243473,164236.9544376416,281073.87112481846,,,,
2003-04-23,778691.6389649049,6068126.274315568,714624.6135510196,5737754.357635335,163900.6756338197,286193.9762666051,163250.88291641537,280319.8555587631,,,,
2003-04-24,774708.4666386752,6011725.497581582,711017.4320652202,5675535.735466674,163150.91316137588,285900.92551897955,162300.37025243317,279889.17762431054,,,,
2003-04-25,766868.7416932677,5922920.461407175,703176.0456002521,5582940.014567529,161140.22522164363,283579.70372837206,160759.59325510607,278113.9444525821,,,,
2003-04-28,783274.8335444741,6039697.367418601,718446.1638055241,5686414.851200871,163804.7847537694,286755.27994729177,163305.47555698984,281109.988310458,,,,
2003-04-29,786809.9028861758,6057370.852906036,721336.0786843178,5699462.280459586,165369.19178101665,289047.13678703725,164887.35145650423,283356.29478273995,,,,
2003-04-30,783320.6703374455,6081908.939355338,718062.4216154811,5712365.461205008,165250.57145675874,289623.29139829165,164919.3676190046,284036.1666217957,,,,
2003-05-01,779736.1240335857,6075443.131322217,715637.6019167664,5705360.770732746,164098.97998798822,288302.6459358501,163610.5036866834,282689.45825583907,,,,
2003-05-02,791969.8516704298,6130632.382680569,725258.2396748743,5751222.331434369,166649.78327271566,292200.5898436953,166262.81372780135,286528.09380385524,,,,
2003-05-05,787687.6197807465,6120253.369136342,719639.2809867321,5735585.059303461,167501.0217597049,293885.8723778608,167259.2509685771,288285.7308901204,,,,
2003-05-06,794315.6987786073,6146487.395678396,723784.9055638682,5742027.819086188,169114.50278259855,296721.7043378412,168358.76032649097,290714.01232009765,,,,
2003-05-07,791567.6627944473,6122803.834187176,718918.869236447,5706771.639451795,167494.22926202507,295745.0920256636,166885.26988514984,289834.5910778346,,,,
2003-05-08,782800.2533457242,6081848.159379192,711897.8768043546,5687719.658093246,167858.02048565875,295432.2831398304,167634.19699799884,289772.0881388585,,,,
2003-05-09,794474.4094663586,6169243.8052012455,721853.7166107208,5754434.1421291055,169612.49087917394,297151.33661249647,169158.453994599,291290.00360737497,,,,
2003-05-12,806989.9705136843,6242480.199362704,733459.2047797792,5824937.047539583,173054.1739721568,300814.0371241836,172566.23693400843,294839.38090208167,,,,
2003-05-13,800704.9940129678,6219235.315427341,728263.8196150211,5799814.05331874,171564.90238542252,298846.9667673369,170951.55106301754,292817.28956398374,,,,
