Date,1990_base,1990_cc_h0,1990_cc_h5,1990_cc_all_h5,1995_base,1995_cc_h0,1995_cc_h5,1995_cc_all_h5,2000_base,2000_cc_h0,2000_cc_h5,2000_cc_all_h5,2005_base,2005_cc_h0,2005_cc_h5,2005_cc_all_h5,2010_base,2010_cc_h0,2010_cc_h5,2010_cc_all_h5,2015_base,2015_cc_h0,2015_cc_h5,2015_cc_all_h5,2020_base,2020_cc_h0,2020_cc_h5,2020_cc_all_h5
1990-05-25,1075465.3002734832,1076397.863132119,1072905.5035217677,1073114.8950334939,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-01,1106714.0287787537,1102282.2620401161,1098037.7942393853,1088705.5258165745,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-08,1090933.226857035,1091441.4247910073,1087282.0147840353,1082969.6403507427,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-15,1094345.3880781988,1095026.9761766419,1090510.292793484,1088394.759067773,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-22,1087438.8926757078,1088430.3299107929,1083833.0570414327,1083074.1235830197,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-29,1113391.8195447978,1111066.9126862232,1106230.2697097266,1104353.684145761,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-06,1127622.357265056,1119789.893409663,1113941.4703058908,1111194.9424441592,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-13,1153075.8814045512,1136130.0027070912,1130167.7097354508,1120893.0802973714,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-20,1111728.265446128,1105168.9954124298,1099270.4957467287,1095621.6669283444,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-27,1096332.5561988195,1090973.265338941,1085159.8234669988,1081087.0446304712,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-03,1032800.7215216658,1029652.8202156436,1023974.5782017153,1019846.7552347386,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-10,1054044.913942738,1051748.2687092794,1045448.9048797747,1041193.8874169578,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-17,1024651.6101505376,1026120.1889764832,1019895.6401085904,1018598.6120800852,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-24,1025284.855833866,1026152.2907415779,1020030.5551896032,1016369.5922983143,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-31,1030601.6155522624,1035087.270197771,1028830.8027604427,1028583.1325398578,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-07,1023932.5842315392,1032470.9482952792,1026214.4808579509,1029809.6395405979,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-14,1011136.8337881368,1020612.01543071,1013919.9185482482,1021154.0692003636,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-21,974705.3742224736,991081.3239320612,984942.5551436158,995376.2560918092,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-28,1028453.5558084204,1042033.2666658753,1035345.7075839305,1042845.6349709986,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-05,1014177.3573689528,1030870.4784020011,1024387.9537399451,1035714.0421525361,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-12,986407.1995207688,1003721.5175679255,997783.2632589422,1010267.8999592034,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-19,1039714.1225408202,1054414.86642155,1047319.1541934302,1056799.8802818244,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-26,986633.7180211138,1009318.6876625558,1002837.5831626727,1019050.2515008387,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-02,1021586.3486848212,1046303.890316073,1038861.1070224798,1054606.371055611,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-09,1049576.966571887,1076198.790780049,1068100.6685480154,1083648.0802759028,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-16,1072510.6163904837,1100690.155294909,1091644.520389152,1108471.6268823994,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-23,1055281.0388241694,1086193.1742228519,1077285.8774507018,1099481.9145105751,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-30,1093020.6518128118,1119900.453091353,1110718.2410293622,1125235.6751383536,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-07,1109518.196369808,1136890.2193433798,1127232.4807157526,1144762.0851597309,,,,,,,,,,,,,,,,,,,,,,,,
