Date,1990_base,1990_cc_h0,1990_cc_h5,1990_cc_all_h5,1995_base,1995_cc_h0,1995_cc_h5,1995_cc_all_h5,2000_base,2000_cc_h0,2000_cc_h5,2000_cc_all_h5,2005_base,2005_cc_h0,2005_cc_h5,2005_cc_all_h5,2010_base,2010_cc_h0,2010_cc_h5,2010_cc_all_h5,2015_base,2015_cc_h0,2015_cc_h5,2015_cc_all_h5,2020_base,2020_cc_h0,2020_cc_h5,2020_cc_all_h5
2004-02-20,8780638.87262682,22501326.531200495,17774780.011812985,35351953.468138374,3697174.5750750806,4818261.323070344,4356257.295365783,7465252.588275795,2192964.607453171,3232468.029934585,2911680.373447583,3626925.9223374208,,,,,,,,,,,,,,,,
2004-02-27,8862226.926776234,22710047.84695467,17943553.821321446,35772854.062860176,3725719.5497793593,4850032.807922438,4382397.054731762,7576060.081116109,2214013.999821308,3237261.9646646315,2921621.5205206284,3645726.9083142504,,,,,,,,,,,,,,,,
2004-03-05,8926866.188646806,22673866.733755887,17910283.369294863,35815338.33975177,3705029.7557896143,4816985.085103094,4349653.872265666,7469418.650387624,2185991.220325825,3219130.8268940845,2904405.993897617,3633945.0504392493,,,,,,,,,,,,,,,,
2004-03-12,8688371.763125183,22079223.227538235,17450341.417623974,35030224.2314052,3606964.202822787,4704802.181825138,4243623.428155986,7324239.851237425,2132279.329424249,3141336.8389938436,2835808.478155989,3548610.6037604297,,,,,,,,,,,,,,,,
2004-03-19,8585506.87344869,21942555.10282548,17326688.179167528,34865425.56241047,3569876.066114496,4666402.113864008,4204028.410148042,7237364.464213911,2133397.058423751,3146021.2001312906,2841831.740646226,3557738.1665150807,,,,,,,,,,,,,,,,
2004-03-26,8763864.355499664,22346161.2537996,17640085.590272255,35543477.656559,3652277.9100804073,4778207.509614025,4307153.851846893,7427608.362229952,2176325.281900936,3215463.923180182,2903544.669038906,3639296.658132436,,,,,,,,,,,,,,,,
2004-04-02,8940136.718295213,22934236.012616742,18105280.286712542,36445260.95619594,3739432.593891931,4901881.7931089355,4408581.756823184,7590049.179706217,2234684.500910304,3294085.6053413153,2973101.4934016755,3729730.498533807,,,,,,,,,,,,,,,,
2004-04-09,8886453.418315629,22767397.18555524,17973332.34296816,36368621.67332102,3706793.964211089,4870918.183906121,4374888.155375048,7568921.499094554,2217627.3489847244,3263432.2422351767,2948710.130443377,3693451.3848827058,,,,,,,,,,,,,,,,
2004-04-16,8958053.870656423,22505301.070037372,17772287.71183817,36038658.20002909,3664036.673237218,4790929.547935011,4308521.187382316,7489493.635391702,2222127.2677311674,3276972.655062799,2959702.1517206025,3724541.939935599,,,,,,,,,,,,,,,,
2004-04-23,8918691.429171396,22463185.993352424,17731727.704523236,36031204.69781697,3696495.5633006734,4828946.204841244,4348178.493658148,7582012.5411712,2253440.681467438,3309634.9715212816,2991003.976874045,3764790.5871031587,,,,,,,,,,,,,,,,
2004-04-30,8892475.668448703,22181904.086270217,17541099.64976563,35608743.65588362,3596838.569891149,4702807.786553808,4232411.669647495,7439026.567081478,2252469.747744629,3261067.0130773233,2953053.5689193476,3706898.1100304904,,,,,,,,,,,,,,,,
2004-05-07,8674055.578613771,21540649.346005794,17052548.771774657,34628142.76639931,3530912.210852903,4622683.2366662705,4162875.421234196,7362812.354717478,2168644.857069931,3162412.9733805424,2865846.1242139842,3596630.516128341,,,,,,,,,,,,,,,,
2004-05-14,8605587.895077236,21561731.055086333,17047251.46151818,34741480.879981235,3547214.592657425,4662593.805865223,4192447.3377729794,7400160.986983742,2148004.383596904,3145058.1936957133,2849326.9292929787,3572719.0148818493,,,,,,,,,,,,,,,,
2004-05-21,8614035.192180628,21787830.61243,17195829.530560464,35144342.967674315,3565364.377852259,4712126.300297711,4232412.767638767,7502752.72583988,2154228.4110072725,3175721.844874062,2873839.7063392573,3606670.0151172183,,,,,,,,,,,,,,,,
2004-05-28,8802565.41803368,22282482.842487406,17586803.15218285,35990594.88488235,3643920.515819345,4821857.092862665,4328966.855111923,7697448.129220467,2231723.107563129,3317415.2892918345,2995839.27743648,3745512.7717322325,,,,,,,,,,,,,,,,
2004-06-04,8964634.183199998,22643196.214642443,17862060.239416976,36427325.033461906,3662869.61440311,4847602.385048885,4352088.096265301,7758805.071502696,2256834.8216492604,3353949.375439261,3025174.8840250303,3770315.582473645,,,,,,,,,,,,,,,,
2004-06-11,8933084.929941477,22744360.98825004,17936877.808564447,36766439.26532184,3655768.253783782,4829894.946786647,4341124.8301667115,7772372.715055874,2267647.3701329576,3386301.729917693,3053775.092062737,3818233.8742882255,,,,,,,,,,,,,,,,
2004-06-18,8897057.515339453,22798836.15474459,17970575.180847924,36939507.2007779,3636781.216567479,4805152.454545804,4320997.27661516,7740267.769892847,2279302.313662767,3395252.0153704546,3065343.965681092,3830701.884708736,,,,,,,,,,,,,,,,
2004-06-25,8848072.86190574,22781522.016283814,17951649.112320792,36971701.68239727,3618361.023072771,4783425.338085231,4304104.48564791,7712586.386858939,2313165.319353442,3442080.150812225,3105359.1772303735,3877493.387368662,,,,,,,,,,,,,,,,
2004-07-02,8803283.154592087,22744247.547846563,17915927.58862544,36997764.58687622,3581099.829553642,4738270.299294996,4261554.27421745,7596476.607166943,2214619.398916676,3294611.079601507,2977174.900819099,3725342.009608478,,,,,,,,,,,,,,,,
2004-07-09,8751978.024221512,22581511.40541804,17790988.0831215,36881192.90513767,3551691.181083168,4710994.382195151,4234545.580448332,7619929.210960469,2177718.9528383887,3269155.90492161,2948177.4725780673,3708503.4685684433,,,,,,,,,,,,,,,,
2004-07-16,8720845.833670897,22490554.674275145,17710673.450780183,36812220.964280255,3513645.715630902,4669928.853358373,4181684.1052274546,7411390.271525896,2121467.2329196767,3190641.8720565704,2877530.559930659,3640807.970387609,,,,,,,,,,,,,,,,
2004-07-23,8521568.06479928,22031329.203826085,17349429.474356405,35995214.46961329,3463909.8303030757,4601282.578817066,4124708.231116342,7334161.099215461,2099526.0404470325,3169330.7403502516,2857128.9131530174,3612284.5030470714,,,,,,,,,,,,,,,,
2004-07-30,8690539.080917334,22478564.044182654,17715049.790646866,36597768.82611987,3531133.173536864,4697703.945480995,4215828.533490599,7591447.44559919,2126652.951503685,3228051.3436629567,2908619.6946576387,3686753.184532742,,,,,,,,,,,,,,,,
2004-08-06,8413850.008645564,21792925.664919406,17179339.23974167,35658193.448402904,3393119.8340894617,4515255.599773532,4051651.3845543223,7231449.927536027,2009666.156335699,3043377.17889733,2749666.9002654613,3476743.190029486,,,,,,,,,,,,,,,,
2004-08-13,8544458.447396016,21967545.998092856,17310796.587957565,35973001.55125364,3427155.09296087,4565329.531337171,4088802.6293966183,7227473.809581187,2029273.8687393183,3050064.211449349,2759354.223572383,3470610.503376243,,,,,,,,,,,,,,,,
2004-08-20,8667850.953185368,22393149.058470253,17646248.84010874,36736498.52901077,3471938.0080073103,4628369.4270856045,4146662.1345829815,7381171.860289301,2075185.5196072229,3158227.0515285823,2849885.247372959,3572142.063630741,,,,,,,,,,,,,,,,
2004-08-27,8699286.425999518,22569058.197801232,17784131.33241193,37110902.15081529,3480682.5819576327,4644772.611677581,4160566.014996753,7420718.020694518,2051300.0620756363,3132204.2105321283,2826391.6910084765,3566858.03039017,,,,,,,,,,,,,,,,
2004-09-03,8842202.559573686,22825597.731375087,18002461.558009744,37450754.05547422,3495864.5275674798,4649317.849889808,4161854.876898464,7328088.224439286,2116200.175709172,3218031.303546456,2901789.2670860286,3635023.2967957165,,,,,,,,,,,,,,,,
2004-09-10,8830021.797284799,23075986.357591502,18173584.216892306,37755575.34335399,3537331.9696242693,4721838.089546328,4222202.683735613,7437250.494186004,2114466.6882131025,3234298.064579283,2913183.11626843,3649985.243883593,,,,,,,,,,,,,,,,
2004-09-17,8833080.595658373,23111157.16624829,18206408.264624957,37868538.03999369,3563588.05454844,4762213.417300788,4257067.816575899,7472518.184275342,2130839.865833669,3299080.7109807865,2965857.620556872,3701751.182553682,,,,,,,,,,,,,,,,
2004-09-24,8799072.980194941,23107847.302571837,18192225.315446988,37955942.5752013,3545612.2024300285,4752774.175117213,4238632.843592116,7431154.810275672,2097711.118083457,3269069.062490824,2936085.2672149017,3687719.7242557206,,,,,,,,,,,,,,,,
2004-10-01,9080112.070324983,23619414.416241914,18585219.772659358,38643322.92386541,3660413.386916057,4892329.133426222,4367148.181389143,7639397.212338439,2138733.210646593,3339287.236608771,2998419.645024659,3754111.845101837,,,,,,,,,,,,,,,,
2004-10-08,8964782.942594958,23713979.389332954,18633527.14962428,38674577.72636598,3638863.357853543,4866981.370215977,4343679.779683877,7598774.848132827,2116751.8414150174,3276855.973792251,2948413.204474466,3689387.8659136887,,,,,,,,,,,,,,,,
2004-10-15,8996221.538616002,23902347.687466756,18772011.409366798,39039027.64839424,3652015.0040673744,4891362.075819855,4364185.179499096,7683361.313179424,2117203.408984008,3274886.1486668754,2948069.269136998,3683955.0073487754,,,,,,,,,,,,,,,,
2004-10-22,8856203.802086633,23571328.815230764,18506504.979147352,38736806.35018435,3596833.793492583,4822138.454115301,4309287.152751497,7662834.962899916,2135764.9474732745,3339931.577340235,2998429.367980332,3760291.1882545208,,,,,,,,,,,,,,,,
2004-10-29,9160843.538709069,24212227.776576445,19014981.33185982,39513544.979322806,3727172.77564392,4975068.405812653,4442018.329196193,7861520.1802179655,2240834.768252933,3466709.1373582664,3103644.362388097,3873350.361243554,,,,,,,,,,,,,,,,
2004-11-05,9498620.355073947,24895780.395198345,19543246.704994347,40336734.65024595,3905058.097337496,5210190.023213496,4642229.458244306,8043863.51199597,2331526.62069022,3555739.329729906,3182584.1973934607,3971719.5302031166,,,,,,,,,,,,,,,,
2004-11-12,9658525.1006373,25374018.63732477,19901670.18301573,40891832.5271017,3987239.411779529,5316254.219856406,4733343.964492766,8182081.398160796,2360726.777139217,3596374.3904802096,3218799.6208761865,4020994.089703778,,,,,,,,,,,,,,,,
2004-11-19,9394471.700449089,25127610.730394803,19671131.241625678,40535706.56477056,3938402.0560849537,5272907.478235227,4686732.799631359,8171487.601887194,2323873.82267276,3549749.707818563,3178512.3611555747,3987511.659099652,,,,,,,,,,,,,,,,
2004-11-26,9401087.56649466,25221844.81856221,19761315.376264673,40865880.67973102,3918027.11165774,5256390.133526921,4667199.792495712,8176102.269804426,2348413.087486316,3584652.9126141723,3211264.3662756104,4030078.4101138134,,,,,,,,,,,,,,,,
2004-12-03,9473087.077213503,25408936.008290946,19917222.14995956,41147163.5520628,3943212.180286663,5283184.439361293,4696613.068861487,8287820.549568949,2354999.303155767,3591291.852982567,3218925.4183314075,4028227.4706092956,,,,,,,,,,,,,,,,
2004-12-10,9510998.94960975,25557424.586049806,20014637.391323097,41471981.64134569,3977143.3526771623,5330140.022813606,4728229.904465966,8241685.099844391,2382342.1113771303,3619841.7360000582,3245043.197678132,4063780.5418500416,,,,,,,,,,,,,,,,
2004-12-17,9571402.33904651,25694335.932114776,20119252.982666228,41825961.20165857,3997544.1617984297,5348217.169541955,4746466.963947318,8300784.600831347,2384975.2504594875,3638905.0724284914,3262237.761811721,4087589.3343422343,,,,,,,,,,,,,,,,
2004-12-24,9639789.194207998,25858829.375458173,20246983.277976837,42107024.06874172,4030244.404118535,5393859.378966211,4785630.525671932,8394712.694717884,2416501.386209183,3678456.4306756114,3299700.757382442,4135739.191165342,,,,,,,,,,,,,,,,
2004-12-31,9646743.889158668,25852080.08813349,20241245.1445121,42087161.30081858,4031669.9928782056,5402150.751635538,4791520.174679108,8390614.99733126,2443970.486030916,3725500.8486007378,3341338.666719488,4181952.3102886197,,,,,,,,,,,,,,,,
2005-01-07,9590187.79066422,25474318.22474191,19966928.246251553,41477307.95527728,3993889.103181108,5363755.92559974,4754411.777745084,8369467.554271317,2408217.4693584964,3678930.56685517,3300845.9157594447,4146257.046257546,999999.9999999992,1000000.0,1000000.0,1000000.0,,,,,,,,,,,,
2005-01-14,9553670.138679232,25594558.93501028,20040658.393722393,41762651.74702217,4004160.5763649256,5397326.044459719,4778328.955603826,8439279.486449672,2400068.2342762053,3690557.1542205857,3309562.3777156,4172987.423365722,997023.1592516794,997023.1592516795,996827.7332306094,996698.6558695312,,,,,,,,,,,,
2005-01-21,9425235.903962491,25262221.531224143,19794982.146571517,41280720.5947853,3932052.1140355,5294347.942634208,4687223.430873192,8298977.801683851,2365377.7319637644,3647486.8693802776,3271408.161380602,4129166.778716469,989974.3577670746,990626.2379123357,990434.3283715684,991537.1844034303,,,,,,,,,,,,
2005-01-28,9537404.987545682,25613557.194212075,20071160.676567204,41851645.2949358,3979167.992666534,5360234.890939646,4745563.999634794,8431549.02968171,2369857.5275759865,3641958.6803152147,3268656.4540246814,4133603.261327071,993408.7156798948,994026.1441688115,993830.269240524,994808.4838996434,,,,,,,,,,,,
2005-02-04,9737608.189509412,26219007.181291685,20514083.116801854,42558268.83919585,4035908.277961467,5428837.25953538,4806932.25089959,8560287.971030697,2435390.472278522,3715997.3434084053,3328414.7348418175,4219115.503135771,1001976.833755139,1000218.5390270251,999774.3787719294,999844.8484176914,,,,,,,,,,,,
2005-02-11,9650529.630251637,26002561.723714646,20352040.57453335,42400259.117096804,4025267.388871759,5440941.167333433,4813891.063864073,8631595.534047535,2409509.0296914005,3707721.99554712,3319557.373592728,4217399.785611587,998613.9825774876,998302.9848652253,997804.4997975648,998492.9690138544,,,,,,,,,,,,
2005-02-18,9619432.130192654,25870228.62399156,20259942.616267916,42222980.59573589,3991123.065755822,5403003.460180994,4779182.288467513,8598681.608573578,2408527.365774938,3667528.520002397,3291089.0715449927,4184421.3543299446,996474.1792472944,996922.1385446723,996318.2702124292,997491.4450979112,,,,,,,,,,,,
2005-02-25,9544405.9525209,25749081.213905327,20158829.17861992,42212525.20374201,3992571.684777722,5424740.535604629,4789743.214061614,8644653.529919,2420780.402195283,3721758.562615545,3335016.902798976,4248773.320750067,995998.7665433584,996708.1867143657,996106.0392050148,997476.9709845439,,,,,,,,,,,,
2005-03-04,9746941.41398268,26307942.219980698,20571352.161306273,43133912.44643477,4052169.953164816,5506148.00602306,4860360.143097425,8808667.323117374,2488302.2523734453,3812349.1211383827,3411491.496073516,4333939.086236393,999510.978271286,999097.1786417271,998338.4590483127,1000112.6253670919,,,,,,,,,,,,
2005-03-11,9650394.457464725,25926046.541328546,20284597.77743717,42580089.58242891,3999604.452084771,5438889.907784586,4800651.9624392195,8715350.894988302,2462921.9394400897,3784483.8260309906,3387114.755154119,4317848.168113827,996288.2189428674,997004.8861696378,996202.930255144,998205.9846656584,,,,,,,,,,,,
2005-03-18,9445975.585544672,25509288.619963273,19948537.156065546,41980016.68753166,3924380.547123508,5354528.194687865,4719076.394022416,8552591.899824254,2379424.891630213,3683532.099775878,3293690.881332272,4222755.048031018,987104.6978322364,988723.3264618462,987854.8490770333,990645.9290702973,,,,,,,,,,,,
2005-03-25,9431705.291731508,25355554.640007652,19844885.60822341,41716826.30973729,3946493.763018681,5367615.474864167,4728212.123774028,8551533.005864201,2381424.4414841416,3707203.2720230096,3309562.1682956903,4243038.108938025,989610.8939170386,990992.970202318,990017.1235035887,993064.7807530588,,,,,,,,,,,,
2005-04-01,9370018.805396764,25264330.38289244,19775810.43982565,41665283.89047103,3949529.115152853,5388266.363819119,4737778.182211821,8527637.868522568,2353997.8566784994,3678059.5119786174,3283754.973771111,4216048.723502016,982633.9669090592,984398.0868649947,983428.1010931095,987944.3473438168,,,,,,,,,,,,
2005-04-08,9411696.494398974,25211936.271104977,19758544.853756614,41505676.007541835,3962707.897920873,5403422.635049886,4751042.370111332,8557867.1525703,2347449.7200560425,3604679.896249566,3229823.5491350996,4151263.822329226,984670.4601879956,987252.8637841528,986238.3343157405,991650.9455750291,,,,,,,,,,,,
2005-04-15,9180248.756968137,24382095.7098604,19153421.362532772,40010331.96207015,3813120.03861502,5177561.928520657,4563582.002536317,8284574.496293192,2273965.7630325984,3501509.4045739053,3137297.096215834,4036525.924289774,970485.5996562864,974741.8773714892,973696.4631778187,979571.1544411761,,,,,,,,,,,,
2005-04-22,9176864.790283743,24563678.038848426,19295662.29489846,40433603.47411664,3840329.442064008,5228262.786138537,4609367.803575261,8462473.852670614,2277582.550717645,3520302.721564727,3154921.500307525,4059561.4470244385,974295.1744495258,979665.7484171529,978522.6215746498,984850.7116794866,,,,,,,,,,,,
2005-04-29,9240629.308673132,24576993.814248867,19303851.522348706,40321984.90594012,3887234.8488967167,5304875.088133302,4668900.927055397,8504008.897585724,2307483.264845969,3561167.552830242,3191983.0886413157,4105274.847817726,981067.8327274014,986521.9491499749,985182.060574257,990054.6305654787,,,,,,,,,,,,
2005-05-06,9353739.799561609,24952968.296450958,19587997.167466022,41004170.14570136,3971282.951516944,5440496.164731333,4781657.901812826,8683684.40933099,2333040.330595768,3573060.452301568,3206705.264025706,4115440.1765343556,987914.4494214564,994550.0309678104,993086.4560237473,997664.1647472177,,,,,,,,,,,,
2005-05-13,9295461.6967379,24772944.45587967,19454346.841934375,40747225.483928986,3962714.577993328,5423264.934101239,4769435.264177257,8665798.316630503,2347877.133315452,3594997.0246497546,3222030.170698159,4129559.529753978,985446.9058597554,992767.3332370676,991165.2665296078,995557.8801199939,,,,,,,,,,,,
2005-05-20,9508444.399291867,25334958.51639808,19902791.888299037,41711350.510420665,4053151.1964184702,5548903.904972837,4883973.542308004,8831575.176790176,2443706.574102231,3732826.9485759023,3342548.8159023863,4279180.84557919,1009154.4802469602,1015387.4425482749,1013574.6542991808,1014903.7971736086,,,,,,,,,,,,
2005-05-27,9522562.749385811,25477657.19516848,20013966.38602308,42017260.94596255,4082494.982518253,5602788.502575154,4930560.237798306,8953500.992237912,2451717.076052585,3737167.5481348336,3347904.122463568,4295084.134184316,1009511.7134176207,1017302.4087062927,1014951.169239156,1017995.0952503415,,,,,,,,,,,,
2005-06-03,9481853.708496392,25344094.777805675,19905091.39812796,41835586.32037113,4094463.676821388,5640579.37296685,4954567.905744562,8970728.338305185,2473486.7617582968,3762546.051264776,3366669.946717936,4321318.551263931,1010401.0472194623,1019397.4538673301,1016985.2711898467,1020738.2976458898,,,,,,,,,,,,
2005-06-10,9486986.29082721,25452059.250987876,19981185.335748002,41960974.36072013,4106223.875351972,5654048.981736379,4967928.237487949,8976411.058140999,2483225.7425432294,3785045.046357176,3387226.3748054444,4351208.28632757,1009761.6173928112,1019016.9675701705,1016651.8818054378,1022150.4034542417,,,,,,,,,,,,
2005-06-17,9514291.888638984,25377214.115111303,19918769.047609277,41899750.33383008,4101715.6887565423,5664455.646658659,4972417.846805359,9012042.226803964,2516569.9265760668,3803613.271802171,3408231.6629624134,4378508.6013156995,1010225.7517880732,1019297.0155865581,1016769.3097691092,1022903.0189340591,,,,,,,,,,,,
2005-06-24,9282829.439323865,24802428.181488253,19479869.401151087,41110425.45132967,4023346.528903829,5564809.65478793,4882822.297163715,8835977.732967768,2436873.7667016136,3730946.7206015238,3341819.4058478107,4312328.349165242,984464.6062303592,996713.7198233379,994148.5493421305,1002485.4922380296,,,,,,,,,,,,
2005-07-01,9299243.04407139,24825919.17826907,19496270.757622756,41164281.03911863,4083070.9634580472,5654363.037038817,4957505.473956264,8924274.817997511,2462603.250187973,3787281.6455589416,3388465.1228286377,4380581.6622210145,993130.2651036214,1005438.692825196,1002660.0821549492,1011561.1399733038,,,,,,,,,,,,
2005-07-08,9429119.611849751,25184355.917757932,19769810.235701907,41727988.02307231,4141913.9166488,5740214.081538793,5036817.998405322,9073284.526995828,2502730.8994836016,3858020.957255751,3446146.111123714,4453124.643257888,1003770.4302027716,1016835.6828126227,1013986.3233915651,1020181.1593660169,,,,,,,,,,,,
2005-07-15,9539844.106183495,25528635.958321523,19994097.53536924,42332015.04794118,4189627.7102684993,5777223.17821225,5074508.7362912465,9128045.283470348,2523663.424682685,3887336.7510069925,3472272.8676363374,4483127.125390001,1009948.5484042348,1025174.7004529464,1022269.3023988237,1022775.2092686442,,,,,,,,,,,,
2005-07-22,9560140.695870126,25509504.745951444,19995480.19980188,42084529.97561337,4152847.488338203,5714436.9398905,5020045.923733493,8977275.861665398,2538730.7078228765,3884752.4727486484,3469645.0290049794,4484070.432760704,1030454.8074223922,1042051.7079729198,1038200.7617433574,1029787.313230277,,,,,,,,,,,,
2005-07-29,9599383.219213804,25581652.62047482,20053203.646807794,42202038.104267046,4184374.216095125,5779207.444376127,5067192.024114901,9092951.158291282,2554172.8577163746,3907941.9086041898,3485300.7718169326,4506798.359193842,1032457.2506944336,1044027.7527850477,1040169.9364267737,1031173.7705447674,,,,,,,,,,,,
2005-08-05,9547851.675432514,25659910.802802652,20091664.699158426,42406088.19636433,4155231.91854076,5735114.660556969,5033032.488724622,9044826.096325666,2503358.669407622,3851620.5823879456,3433083.1474146363,4449733.502183083,1020485.8152984128,1034667.6274140019,1030634.5353112414,1019420.8477380887,,,,,,,,,,,,
2005-08-12,9676350.581921691,26017050.99646123,20337040.133811645,42933268.91714513,4187991.042759234,5779965.070798616,5066701.328948496,9096675.287450545,2524614.422260824,3863777.0562317306,3446006.856821441,4465549.398073684,1033625.628894832,1047205.7423757944,1043062.3573961238,1031165.1395855738,,,,,,,,,,,,
2005-08-19,9556530.428487511,25725485.057636987,20119930.81062617,42607036.11120994,4121817.8956580167,5703018.743589137,4997517.775904448,8992508.48401956,2462489.388553493,3772234.2626671395,3367513.2684988566,4370517.781799892,1012271.397006514,1029383.2402875784,1025255.2147954608,1018010.5772448715,,,,,,,,,,,,
2005-08-26,9527991.532777952,25645420.05935027,20055851.693769302,42611615.68917822,4099058.2864949848,5677584.866828013,4975971.432617459,8986086.10149054,2434439.646711667,3756327.648576743,3349603.3711279603,4362850.025208309,1006917.9402315792,1026260.7653389925,1021841.9797271418,1017628.3833179713,,,,,,,,,,,,
2005-09-02,9433452.083124047,25329005.44920127,19807447.87576519,42232681.58863199,4096737.4529969054,5693676.736230344,4981144.9276049,8948990.41873062,2389520.0873307525,3678675.2583036222,3282153.785509625,4271686.088040631,1001963.8515405012,1022966.1154394831,1018505.7924745965,1016216.312163345,,,,,,,,,,,,
2005-09-09,9629447.433113918,26117479.452736087,20408932.20945016,43399810.41938315,4167948.279688653,5803810.986247803,5071404.895096149,9108044.179548705,2451985.510834851,3777247.2610423947,3367152.917652164,4381976.411257696,1026002.6438356068,1048011.9941150876,1043185.98585681,1034377.3889374287,,,,,,,,,,,,
2005-09-16,9514684.783395808,25860323.44916391,20222583.47224588,42987598.73829001,4116257.58166678,5742832.070627854,5018798.9003793765,9045743.937392294,2411227.804374481,3768734.2755613425,3354046.236816544,4368425.1893455135,1006249.3949208268,1032039.5454908285,1027148.11110625,1023319.8155544029,,,,,,,,,,,,
2005-09-23,9327894.862148618,25435601.30387824,19876993.384048276,42369211.117917135,4065331.035747188,5710300.031428282,4974608.87521635,8941912.233503748,2354451.419846667,3657723.6728948657,3262521.4523624983,4257387.506615906,994733.0916954292,1022887.2020837864,1017989.5919857254,1013170.6287810848,,,,,,,,,,,,
2005-09-30,9371571.44350126,25822827.287933428,20144653.280542616,43121524.83328171,4109572.39849144,5789908.138009354,5038012.641735362,9056759.330792151,2355086.3697083453,3648772.068635915,3256724.085002656,4255246.653283925,997690.5541088867,1026664.6059824522,1021327.5410144478,1018487.1008077024,,,,,,,,,,,,
2005-10-07,9287906.018124366,25495460.15211701,19898677.205360875,42575267.76038383,4033255.98330174,5680737.429938465,4944625.545215356,8874893.146962842,2344290.279478842,3613659.3524147603,3228509.2135802726,4195996.541455732,988560.8852942951,1018287.0162016844,1012641.678631185,1010166.8140649517,,,,,,,,,,,,
2005-10-14,9422482.888132203,25613325.743231814,19985716.850985847,42829615.37086767,4078500.991984145,5746429.439568146,5000473.809058111,8967338.930135611,2331422.801236782,3594176.84030879,3212503.654273629,4173647.6554525685,988067.6860162624,1016477.107830734,1010860.3329106114,1008848.335609583,,,,,,,,,,,,
2005-10-21,9583030.432422329,25998363.71121326,20272617.837577727,43267719.31416352,4132464.7595146606,5811177.311163824,5055607.180652681,9020850.221539875,2334421.486620717,3623880.515833449,3233502.331477734,4205644.170340319,997649.6555289824,1026896.1444099473,1021056.4624975931,1015937.543579459,,,,,,,,,,,,
2005-10-28,9650408.477428583,26300730.011907,20493646.370208107,43751207.93900787,4177891.8135527726,5878236.652448331,5114246.643164018,9105722.276301943,2328438.835132887,3598032.108833143,3219450.805257984,4184274.6698240447,991920.1162076688,1023546.8568933334,1017771.1478194755,1013767.098954135,,,,,,,,,,,,
2005-11-04,9685932.865384014,26775308.25885005,20834674.69924615,44588055.34695123,4225349.494642116,5968933.994039258,5189991.082485602,9305773.132385848,2439453.2100342563,3803822.31180104,3390638.6784053906,4383417.283392331,1017906.4642757438,1045469.1371151591,1039052.5489526539,1030674.9777551482,,,,,,,,,,,,
2005-11-11,9816302.05154749,27364644.931356616,21268150.05097091,45428319.44821869,4304186.2144435765,6087880.808688394,5293981.82322244,9472391.683905296,2461049.883228144,3877201.9470613147,3448077.0461789314,4459196.232818096,1033094.5208881632,1063435.3632757626,1056810.7195271794,1045761.8411410036,,,,,,,,,,,,
2005-11-18,9842126.027290411,27272469.839915894,21196386.697395638,45442687.52076698,4349423.7731329575,6156506.873768536,5347539.1399192065,9530359.984331913,2471882.8026633468,3870413.2244156823,3450508.476823219,4468012.126474605,1046748.994067372,1076443.7718153088,1069475.5251733162,1056822.9108948917,,,,,,,,,,,,
2005-11-25,9872748.10712609,27547233.918719865,21398733.63322346,45816818.15561259,4340255.324104236,6152618.977041673,5353364.388937024,9647147.515926303,2494024.073392142,3907869.748351404,3483998.0018686396,4521013.351628371,1052655.7113651591,1082936.2395262127,1075864.346918544,1064665.0643955541,,,,,,,,,,,,
2005-12-02,9840600.16507348,27525108.997589048,21379550.051528707,46103114.314521365,4390505.5515090665,6265840.154480749,5431849.728110898,9734862.52107673,2524579.887083049,3936806.073307051,3510358.253151797,4556189.671621173,1051027.8902967386,1080915.1629432894,1073532.8445344362,1064873.2062612765,,,,,,,,,,,,
2005-12-09,9829655.878433462,27628283.870022386,21445450.971609626,46376404.05725302,4392854.415983005,6279392.272472685,5439701.2772382125,9758986.376680756,2545290.9969858057,3969456.0585315437,3534593.9724220345,4602261.54260351,1050904.7422748927,1083336.9413285672,1075534.599801627,1067609.7860960928,,,,,,,,,,,,
2005-12-16,9916414.466407567,27620078.841699935,21458769.38905072,46431646.53366954,4359860.775518277,6224763.225670338,5399110.708327641,9714591.390235746,2543048.8851904734,3979497.997178947,3544158.173405558,4626007.028549368,1054939.5095195458,1087560.7180464256,1079563.9927504298,1075139.5576952049,,,,,,,,,,,,
2005-12-23,9911755.957520332,27812988.603430565,21585298.970400326,46821007.695654176,4378983.185685446,6284785.496634238,5439057.294391286,9809162.546091394,2551208.258079132,4004916.507867253,3564714.560060339,4660299.042277331,1056605.8168206585,1088103.2525917452,1079996.4004408014,1076474.4245840514,,,,,,,,,,,,
2005-12-30,9762721.571050392,27471108.593293697,21320307.556682535,46358987.62571809,4289934.778541311,6160781.6504590865,5333159.445354384,9636878.531972798,2521750.434061616,3980780.684363869,3542706.8847782146,4639499.300693704,1038846.4720218728,1074106.6113228921,1066081.4230858951,1065578.5647149687,,,,,,,,,,,,
2006-01-06,10010703.586533844,28312359.55440124,21960865.932829417,47713152.89140421,4381136.455260512,6287102.21071876,5449594.269359347,9918323.46189929,2559595.9990068306,4036049.273244676,3592107.2661556434,4713754.6465165205,1064591.0973969365,1098319.672596268,1088798.5261191612,1085239.7347316581,,,,,,,,,,,,
2006-01-13,9954330.19759196,28455654.163217224,22052737.648167267,48142438.02777974,4339188.977888304,6244251.371463219,5410999.606848519,9860637.47672934,2570120.1018552887,4085284.665150095,3630968.3657982624,4770189.770344682,1065664.5259021404,1101515.1095086457,1091817.1554021575,1086945.5707608752,,,,,,,,,,,,
