Date,defensive_1.0,defensive_1.5,defensive_2.0,defensive_2.5,defensive_3.0,defensive_3.5,defensive_4.0,defensive_4.5,defensive_5.0,growth_1.0,growth_1.5,growth_2.0,growth_2.5,growth_3.0,growth_3.5,growth_4.0,growth_4.5,growth_5.0,spy_1.0,spy_1.5,spy_2.0,spy_2.5,spy_3.0,spy_3.5,spy_4.0,spy_4.5,spy_5.0
2002-01-14,1268474.880614185,1358988.1684424605,1442820.8652738829,1517963.3808873908,1582519.3799528403,1634781.6978487428,1673304.170012401,1696965.3271858501,1705020.19303168,1493216.897489495,1706725.9273540317,1911804.7825250444,2098827.333154762,2258213.0711917337,2381205.1149346153,2460638.5655164695,2491608.6867499934,2471954.93353458,788508.9996417958,648953.023763421,520145.3094889938,405966.09254016617,308490.05926484376,228189.08939484184,164266.61197494218,115049.40473809236,78371.88571216675
2002-01-15,1275289.0881239786,1369919.956711725,1458282.3643236689,1538286.262299784,1607935.1965161294,1665405.1584310103,1709120.4793204712,1737822.546177022,1750627.3229304054,1507027.203047252,1730379.7005598012,1947115.0701358218,2147268.409305807,2320744.177222104,2458120.3812115323,2551464.280877868,2595065.0108923367,2585992.040696402,794899.6709753048,656833.4172825963,528562.1603848985,414174.81539301464,315973.6288946912,234646.20031578586,169578.28489968507,119234.23134503316,81539.10192865583
2002-01-16,1273516.2770729773,1367044.390386305,1454187.4673773395,1532876.1421437853,1601140.1747664344,1657186.5814649183,1699474.4892212218,1726782.534836944,1738264.8560690945,1491492.8865840125,1703600.7431622725,1906919.569265768,2091844.2601389328,2248849.1081845276,2369266.296048665,2446050.4959194725,2474438.9567568647,2452423.707578143,778784.6966754791,636850.3519241053,507116.4322953071,393166.17784621916,296738.9065439067,217980.49459058204,155812.73390629393,108345.09709638086,73264.84467089991
2002-01-17,1279947.9682574815,1377381.4637021355,1468835.3578093434,1552166.1395221176,1625310.1330783153,1686364.2484506147,1733664.5675978845,1765858.4343221546,1781965.8649502548,1507050.8116599366,1730232.749955667,1946649.1715599226,2146307.7393953856,2319098.143558372,2455601.0272413655,2547906.737081172,2590348.5289430646,2580058.712765662,784622.8108651727,644002.6742226611,514705.4834161146,400518.1643928831,303395.8789187391,223684.6304111483,160471.91390659,111989.47578416436,76002.83237000169
2002-01-18,1281985.1904025308,1380650.7858524371,1473470.2842670004,1558277.707683905,1632980.585877385,1695641.4631609095,1744557.6062519173,1778334.5385392364,1795949.1495912778,1506249.605245082,1728828.9311162035,1944525.270210665,2143365.6596907517,2315270.538357603,2450861.276191251,2542276.149026124,2583899.607566836,2572913.7452982934,781004.2115862258,639538.6191191714,509943.64909677027,395883.6052278478,299181.33231874125,220058.46039840573,157498.22174624962,109654.41044337905,74241.80158732591
2002-01-22,1286172.3350534812,1387395.7107733074,1483054.4785481282,1570936.667009823,1648890.500255377,1714907.425845827,1767204.112360776,1804298.9575876172,1825078.7172582122,1528076.5910400052,1766383.476692937,2000827.2875855258,2220924.8574658544,2415793.312176113,2574994.64528045,2689424.2659499715,2752142.6003486905,2759047.6717632697,775591.0729612064,632880.7753075637,502860.6471759413,389007.4388918678,292943.83548979193,214704.89194314083,153118.61745753436,106223.6843524816,71660.70360832219
2002-01-23,1286069.3045198307,1387209.732639651,1482775.6785148047,1570556.6064239324,1648402.6355735506,1714307.5228170946,1766490.5884733775,1803473.1287535483,1824144.9290282037,1550961.8330494273,1806040.311901316,2060702.4965036607,2303986.5324457837,2524199.501017434,2709791.269137299,2850312.8180609415,2937353.6412307345,2965345.5247670333,781497.5358854474,640101.4783217998,510505.68334943696,396397.3818121111,299620.2445035683,220412.73043832,157770.11670905116,109853.58479135661,74381.37823879495
2002-01-24,1283455.3734224625,1382961.2178735177,1476707.0181538304,1562510.7903537215,1638259.9408977905,1701993.3407695899,1751981.8386149432,1786802.8050476317,1805404.4072035428,1558028.21786256,1818358.0615581956,2079422.9145596325,2330133.692405843,2558561.016186645,2752814.6603049906,2902020.8828668464,2997291.4170630444,3032568.5507528633,783883.6662516798,643024.2010576178,513608.9356597606,399406.64520394144,302348.0719401101,222752.85980967784,159683.83421976055,111352.26619981181,75508.64930926016
2002-01-25,1284186.7480147432,1384124.126790252,1478348.9958600176,1564671.670208545,1640969.6043480523,1705269.7185740862,1755829.2941414702,1791211.015848321,1810347.837973387,1568282.8844058448,1836284.9739757266,2106737.9415032514,2368377.924511051,2608938.8640163057,2816038.382194374,2978181.403319993,3085774.405928548,3132030.751560307,783646.9595523991,642724.0124014054,513284.4832387527,399088.484576155,302057.37775114813,222501.96711435806,159477.65048436416,111190.12928270927,75386.25400218405
2002-01-28,1288008.317561337,1390283.357753145,1487106.6719311285,1576247.1142994221,1655528.3634793356,1722912.5953533244,1776583.4360292912,1815023.69986623,1837083.4642589823,1579987.5903475739,1856816.834884117,2138126.2324784594,2412469.559164891,2667208.5033866107,2889402.9930550214,3066842.532257306,3189110.912809455,3248560.574561098,785756.9584786278,645310.9235614222,516034.3009071598,401758.2577940754,304480.49935260206,224583.34780508452,161181.95897963463,112526.54536291411,76392.77937968588
