Date,defensive_1.0,defensive_1.5,defensive_2.0,defensive_2.5,defensive_3.0,defensive_3.5,defensive_4.0,defensive_4.5,defensive_5.0,growth_1.0,growth_1.5,growth_2.0,growth_2.5,growth_3.0,growth_3.5,growth_4.0,growth_4.5,growth_5.0,spy_1.0,spy_1.5,spy_2.0,spy_2.5,spy_3.0,spy_3.5,spy_4.0,spy_4.5,spy_5.0
2000-01-18,993882.0692162374,989971.1927054971,986070.8551478897,982181.0460323038,978301.7547894174,974432.9707920392,970574.6833554457,966726.8817377195,962889.5551400809,991151.1700987257,985865.6096231991,980584.6444506492,975308.4226049305,970037.091306047,964770.7969694344,959509.6852052524,954253.900817701,949003.5878043432,1002200.844339574,1000309.0979659468,997038.8180540445,992419.9399876578,986483.6347763102,979262.2568860211,970789.2913836498,961099.3004482986,950227.8693031556
2000-01-19,993752.6745901852,989692.0277206067,985643.1025894833,981605.8838923593,977580.3562729933,973566.5043237442,969564.3125859516,965573.7655503172,961594.8476572789,989249.8201544147,982943.3130321203,976652.4387907932,970377.3302876375,964118.1189616575,957874.9348371489,951647.9065272047,945437.1612372478,939242.8247685753,1010325.0257636557,1012385.634241371,1013030.591423522,1012274.0278623644,1010131.8143070345,1006621.5325820977,1001762.4445162137,995575.4589572573,988083.0969118248
2000-01-20,992101.094596227,987138.9681132693,982195.9751857207,977272.0683060074,972367.1999712246,967481.3226837589,962614.3889519,957766.3512904546,952937.1622213485,980714.8222371768,970137.2051591347,959630.4530791107,949194.4895728637,938829.2344965565,928534.6040213457,918310.5106678919,908156.8633408039,898073.5673629994,994822.3748052404,988996.4498921268,981766.5875408504,973179.3239106181,963282.4161025921,952124.7471056797,939756.2302688163,926227.7134394584,911590.8829072011
2000-01-21,989860.8434881336,983709.8076089291,977589.8809683126,971500.9465543925,965442.8875909414,959415.5875379867,953418.9300923828,947452.7991883839,941517.0789981975,974626.5602340176,961019.1936167394,947549.2998225716,934216.1253067484,921018.913850859,907956.9066560101,895029.3424352509,882235.4575052721,869574.485877365,992636.98622245,985651.8120072987,977282.9205123641,967581.5715864238,956600.0169526879,944391.3986920227,931009.6479329597,916509.3838906682,900945.8133949545
2000-01-24,983410.983059056,974009.8426250739,964680.5469888913,955422.6689247858,946235.7830034746,937119.4655887512,928073.2948340914,919096.8506792479,910189.714846815,966586.5460960419,949044.2233889123,931751.6928686702,914706.4798802502,897906.1198558601,881348.1584617135,865030.1517416921,848949.6662579763,833104.279228649,964465.9911235141,943607.2155056786,921642.9524988944,898680.0764243099,874823.4414025993,850175.7191614504,824837.2457221928,798905.8770688368,772476.8538847404
2000-01-25,981321.8576492274,970821.65887537,960414.5889366601,950099.9753622349,939877.1494289405,929745.4461476754,919704.204249726,909752.766173116,899890.4780489483,967254.4791386636,949945.6515837031,932877.8380445176,916048.7541769635,899456.1231797728,883097.6759546289,866971.1512633947,851074.2958825249,835404.8647546596,975382.0214355835,959545.3181781457,942345.8280939047,923874.9411172512,904224.3412732548,883485.7818435932,861750.8643861784,839110.8220632961,815656.3077186065
2000-01-26,980583.0144894548,969641.0762286525,958801.8369496939,948064.4962219291,937428.2585984961,926892.3335940288,916455.935662393,906118.2841744741,895878.6033959959,972044.2427039573,956919.3628050672,941955.131788736,927150.9651549594,912506.2642245524,898020.4163920397,883692.7953779367,869522.7614804105,855509.6618262652,967614.5640804395,948000.1069175686,927173.6662800647,905241.4221917451,882308.3543748041,858478.0177973716,833852.3274383749,808531.3525981955,782613.1210549279
2000-01-27,981623.3730223153,971100.1265657189,960670.0677219069,950332.5308705536,940086.8539684158,929932.378538028,919868.4496563622,909894.4159434846,900009.6295511812,968345.8805792377,951375.1676720838,934624.0222108546,918090.9067819065,901774.2746096213,885672.569946835,869784.2284616515,854107.6776206339,838641.3370683308,963712.1787604264,942182.9888396161,919534.3078818416,895878.8648786343,871327.3101855557,845988.0069577155,819966.8344815196,793367.0035892788,766288.8843096924
2000-01-28,978339.5785513858,966143.0389515845,954076.0752865401,942137.535829411,930326.277077511,918641.1637096752,907081.0685437105,895644.8724939624,884331.464528971,961091.7229392073,940602.1396852753,920458.8715465988,900657.885924411,881195.1646392468,862066.7044903577,843268.5178026439,824796.6329611947,806647.0949334904,933614.2528704439,897962.9816882552,861938.4565106701,825697.31118095,789387.2159528931,753146.8550119192,717105.93404974,681385.2167453213,646096.5889530436
2000-01-31,982934.3958080319,972865.57167903,962872.3515537672,952954.4496160639,943111.5779680894,933343.4466800444,923649.7638393472,914030.2355993657,904484.5662276618,964059.5433003549,944877.4072872532,925983.9471330176,907376.6141882638,889052.8508450245,871010.0912070317,853245.7617522613,835757.2819877021,818542.06509628,958915.5163715879,934387.7755027406,908506.635564821,881424.2258588978,853291.4217925768,824257.216873878,794468.1261850499,764067.6228821849,733195.6090841464
2000-02-01,981689.7157104497,970928.8833248719,960258.0376814053,949676.7296409459,939184.5088196051,928780.9236456881,918465.5214159645,908237.8483512735,898097.4496514326,967522.8776997348,949882.8038175671,932468.0178683643,915277.4255484537,898309.906120976,881564.3130179188,865039.4744411645,848734.1939624165,832647.2511218468,968327.203849959,948058.9182524997,926174.6528609185,902810.6734678509,878104.8862468504,852196.1582644572,825223.6525432628,797326.1803504115,768641.573254386
