Date,2000_defensive,spy_2000_defensive,2000_growth,spy_2000_growth,2005,spy_2005,2010,spy_2010,2015,spy_2015,2020,spy_2020
2005-01-17,1909664.3048115054,918550.0768325458,2430768.103083568,918550.0768325458,1001949.0846438957,990641.5939832882,,,,,,
2005-01-21,1935746.2267428914,918002.8576315247,2399588.906455344,918002.8576315247,1002420.6041080258,990051.4268108818,,,,,,
2005-01-24,1935746.2267428914,918002.8576315247,2399588.906455344,918002.8576315247,1002420.6041080258,990051.4268108818,,,,,,
2005-01-28,1964738.574593412,929963.5437636148,2446405.856475669,929963.5437636148,1008834.1160566313,1002950.8358620312,,,,,,
2005-01-31,1964738.574593412,929963.5437636148,2446405.856475669,929963.5437636148,1008834.1160566311,1002950.8358620312,,,,,,
2005-02-04,1954762.2097406369,936061.4448230951,2438928.129900815,936061.4448230951,1005362.2237411941,1009527.324806811,,,,,,
2005-02-07,1954762.2097406369,936061.4448230951,2438928.129900815,936061.4448230951,1005362.2237411941,1009527.324806811,,,,,,
2005-02-11,1964992.3856159966,939891.6256723676,2454632.054683544,939891.6256723676,1007412.3875175773,1013658.1137071308,,,,,,
2005-02-14,1964992.3856159966,939891.6256723676,2454632.054683544,939891.6256723676,1007412.3875175773,1013658.1137071308,,,,,,
2005-02-18,1973192.1789161332,939969.7619627411,2449466.8488186067,939969.7619627411,1005579.9067915948,1013742.3824489182,,,,,,
2005-02-21,1973192.1789161332,939969.7619627411,2449466.8488186067,939969.7619627411,1005579.9067915948,1013742.3824489182,,,,,,
2005-02-25,1997842.2848668622,947630.8307770363,2507492.6643127785,947630.8307770363,1014483.0330226482,1022004.7228626052,,,,,,
2005-02-28,1997842.2848668622,947630.8307770363,2507492.6643127785,947630.8307770363,1014483.0330226482,1022004.7228626052,,,,,,
2005-03-04,1992259.1871950652,947787.3685261896,2501755.0957249054,947787.3685261896,1012479.0005855393,1022173.5463260735,,,,,,
2005-03-07,1992259.1871950652,947787.3685261896,2501755.0957249054,947787.3685261896,1012479.0005855393,1022173.5463260735,,,,,,
2005-03-11,1973403.8503093745,933090.5863889941,2431042.0340003665,933090.5863889941,1002445.9642448085,1006323.3014128931,,,,,,
2005-03-14,1973403.8503093745,933090.5863889941,2431042.0340003665,933090.5863889941,1002445.9642448085,1006323.3014128931,,,,,,
2005-03-18,1967699.2348370932,919333.1191361875,2409105.8325634664,919333.1191361875,996002.023021387,991486.0926071528,,,,,,
2005-03-21,1967699.2348370932,919333.1191361875,2409105.8325634664,919333.1191361875,996002.023021387,991486.0926071528,,,,,,
2005-03-25,1992422.8839717014,925768.4027978802,2421584.539131262,925768.4027978802,997763.1132111058,998426.443302389,,,,,,
2005-03-28,1992422.8839717014,925768.4027978802,2421584.539131262,925768.4027978802,997763.1132111058,998426.443302389,,,,,,
2005-04-01,2035170.558247944,935813.9543105997,2430018.504188057,935813.9543105997,1003087.7524805074,1009260.4102400629,,,,,,
2005-04-04,2035170.558247944,935813.9543105997,2430018.504188057,935813.9543105997,1003087.7524805074,1009260.4102400629,,,,,,
2005-04-08,2008469.6848934228,908580.6286524186,2348892.701713565,908580.6286524186,992520.5535113981,979889.7032748893,,,,,,
2005-04-11,2008469.6848934228,908580.6286524186,2348892.701713565,908580.6286524186,992520.5535113981,979889.7032748893,,,,,,
2005-04-15,1979996.7125900835,910464.3850103836,2341546.927256994,910464.3850103836,991076.6643011633,981921.3044343661,,,,,,
2005-04-18,1979996.7125900835,910464.3850103836,2341546.927256994,910464.3850103836,991076.6643011633,981921.3044343661,,,,,,
2005-04-22,1988788.442465359,896259.0483194289,2334795.4438716974,896259.0483194289,988274.4452778557,966601.0755894426,,,,,,
2005-04-25,1988788.442465359,896259.0483194289,2334795.4438716974,896259.0483194289,988274.4452778557,966601.0755894426,,,,,,
2005-04-29,2027411.9625672123,921844.3523327969,2372301.9363478166,921844.3523327969,1005885.752033392,994194.4175199671,,,,,,
2005-05-02,2027411.9625672123,921844.3523327969,2372301.9363478166,921844.3523327969,1005885.752033392,994194.4175199671,,,,,,
2005-05-06,2035008.2843492194,909993.3575314236,2369067.6417863253,909993.3575314236,1000421.067061421,981413.3088178659,,,,,,
2005-05-09,2035008.2843492194,909993.3575314236,2369067.6417863253,909993.3575314236,1000421.067061421,981413.3088178659,,,,,,
2005-05-13,2042934.3305171456,936206.0499939674,2472828.5105897677,936206.0499939674,1024419.2126924328,1009683.2791750967,,,,,,
2005-05-16,2042934.3305171456,936206.0499939674,2472828.5105897677,936206.0499939674,1024419.2126924328,1009683.2791750967,,,,,,
2005-05-20,2025472.1575973602,942171.101681919,2479824.2611531382,942171.101681919,1023694.5320840537,1016116.4921935116,,,,,,
2005-05-23,2025472.1575973602,942171.101681919,2479824.2611531382,942171.101681919,1023694.5320840537,1016116.4921935116,,,,,,
2005-05-27,2042560.8251616866,947743.0854023467,2516626.4663599445,947743.0854023467,1031662.5872531635,1022125.7876839518,,,,,,
2005-05-30,2042560.8251616866,947743.0854023467,2516626.4663599445,947743.0854023467,1031662.5872531635,1022125.7876839518,,,,,,
2005-06-03,2043933.4989043798,945545.546430325,2511615.4901876985,945545.546430325,1022743.7642135607,1019755.7769844907,,,,,,
2005-06-06,2043933.4989043798,945545.546430325,2511615.4901876985,945545.546430325,1022743.7642135607,1019755.7769844907,,,,,,
2005-06-10,2042599.2942926711,952765.816963972,2547610.339832276,952765.816963972,1028910.9898048608,1027542.7234894732,,,,,,
2005-06-13,2042599.2942926711,952765.816963972,2547610.339832276,952765.816963972,1028910.9898048608,1027542.7234894732,,,,,,
2005-06-17,2018586.7813335112,944476.0338584699,2504866.370948673,944476.0338584699,1009563.8284127325,1018602.3247496149,,,,,,
2005-06-20,2018586.7813335112,944476.0338584699,2504866.370948673,944476.0338584699,1009563.8284127325,1018602.3247496149,,,,,,
2005-06-24,1999453.3604542594,939118.1294313507,2496125.099317946,939118.1294313507,1006825.4330668438,1012823.9103594118,,,,,,
2005-06-27,1999453.3604542594,939118.1294313507,2496125.099317946,939118.1294313507,1006825.4330668438,1012823.9103594118,,,,,,
2005-07-01,1994081.2729684047,945185.182566238,2487790.224942456,945185.182566238,1003016.5864746466,1019367.1303099794,,,,,,
2005-07-04,1994081.2729684047,945185.182566238,2487790.224942456,945185.182566238,1003016.5864746466,1019367.1303099794,,,,,,
2005-07-08,1994082.020394859,968510.1026953042,2539289.8603400695,968510.1026953042,1021090.0260557503,1044522.6843064148,,,,,,
2005-07-11,1994082.020394859,968510.1026953042,2539289.8603400695,968510.1026953042,1021090.0260557503,1044522.6843064148,,,,,,
2005-07-15,1994150.5649151755,967012.6967052384,2580217.4784087236,967012.6967052384,1035109.3224861145,1042907.7558509578,,,,,,
2005-07-18,1994150.5649151755,967012.6967052384,2580217.4784087236,967012.6967052384,1035109.3224861145,1042907.7558509578,,,,,,
2005-07-22,2052103.8468027024,981590.4182280299,2624003.146891143,981590.4182280299,1048163.9127099697,1058629.5957922062,,,,,,
2005-07-25,2052103.8468027024,981590.4182280299,2624003.146891143,981590.4182280299,1048163.9127099697,1058629.5957922062,,,,,,
2005-07-29,2039987.1588382502,974892.3526757482,2571847.9351802687,974892.3526757482,1043431.1071481348,1051405.8390230623,,,,,,
2005-08-01,2039987.1588382502,974892.3526757482,2571847.9351802687,974892.3526757482,1043431.1071481348,1051405.8390230623,,,,,,
2005-08-05,2039233.1775607981,975680.5215685772,2558431.6583678722,975680.5215685772,1044975.7251373397,1052255.8665915239,,,,,,
2005-08-08,2039233.1775607981,975680.5215685772,2558431.6583678722,975680.5215685772,1044975.7251373397,1052255.8665915239,,,,,,
2005-08-12,2020897.7955805964,962836.1175279411,2518808.8743600682,962836.1175279411,1027775.0011793311,1038403.381883822,,,,,,
2005-08-15,2020897.7955805964,962836.1175279411,2518808.8743600682,962836.1175279411,1027775.0011793311,1038403.381883822,,,,,,
2005-08-19,1993363.1659315987,958108.6067919352,2489161.045075684,958108.6067919352,1018897.2168280068,1033304.8370257787,,,,,,
2005-08-22,1993363.1659315987,958108.6067919352,2489161.045075684,958108.6067919352,1018897.2168280068,1033304.8370257787,,,,,,
2005-08-26,2017244.9363806068,965200.1822590845,2442616.9766510692,965200.1822590845,1013119.4086334076,1040952.9879560522,,,,,,
2005-08-29,2017244.9363806068,965200.1822590845,2442616.9766510692,965200.1822590845,1013119.4086334076,1040952.9879560522,,,,,,
2005-09-02,2042361.1992160317,973158.3280778428,2464843.683146043,973158.3280778428,1026227.094210884,1049535.721176468,,,,,,
2005-09-05,2042361.1992160317,973158.3280778428,2464843.683146043,973158.3280778428,1026227.094210884,1049535.721176468,,,,,,
2005-09-09,2033099.8622443464,970401.1069897066,2448744.8357440485,970401.1069897066,1018261.5448299553,1046562.1022496324,,,,,,
2005-09-12,2033099.8622443464,970401.1069897066,2448744.8357440485,970401.1069897066,1018261.5448299553,1046562.1022496324,,,,,,
2005-09-16,2017959.3508066102,960208.4754009899,2393250.3470235136,960208.4754009899,999736.7806215492,1035569.5117980051,,,,,,
2005-09-19,2017959.3508066102,960208.4754009899,2393250.3470235136,960208.4754009899,999736.7806215492,1035569.5117980051,,,,,,
2005-09-23,2051803.7064007716,970654.3428176705,2382377.4030163484,970654.3428176705,1008121.2538021632,1046835.2130473942,,,,,,
2005-09-26,2051803.7064007716,970654.3428176705,2382377.4030163484,970654.3428176705,1008121.2538021632,1046835.2130473942,,,,,,
2005-09-30,2046378.5078154365,943274.2906413672,2369936.688930817,943274.2906413672,996723.9725251674,1017306.2638747912,,,,,,
2005-10-03,2046378.5078154365,943274.2906413672,2369936.688930817,943274.2906413672,996723.9725251674,1017306.2638747912,,,,,,
2005-10-07,2017590.1399725324,929267.2115288152,2333728.9043215374,929267.2115288152,981340.7545585647,1002199.8526631593,,,,,,
2005-10-10,2017590.1399725324,929267.2115288152,2333728.9043215374,929267.2115288152,981340.7545585647,1002199.8526631593,,,,,,
2005-10-14,2053493.1301638219,931166.3476543424,2334065.4130644836,931166.3476543424,979491.8139708146,1004248.0406564267,,,,,,
2005-10-17,2053493.1301638219,931166.3476543424,2334065.4130644836,931166.3476543424,979491.8139708146,1004248.0406564267,,,,,,
2005-10-21,2004795.406536218,934569.0770327478,2296777.928232619,934569.0770327478,966373.9002272325,1007917.8299693201,,,,,,
2005-10-24,2004795.406536218,934569.0770327478,2296777.928232619,934569.0770327478,966373.9002272325,1007917.8299693201,,,,,,
2005-10-28,2071108.192512952,967567.782568978,2438564.5423336956,967567.782568978,1019556.075100911,1043506.4070935216,,,,,,
2005-10-31,2071108.192512952,967567.782568978,2438564.5423336956,967567.782568978,1019556.075100911,1043506.4070935216,,,,,,
2005-11-04,2107089.9361248924,976035.1401171957,2477444.0454308772,976035.1401171957,1036295.2335565108,1052638.3170350215,,,,,,
2005-11-07,2107089.9361248924,976035.1401171957,2477444.0454308772,976035.1401171957,1036295.2335565108,1052638.3170350215,,,,,,
2005-11-11,2118726.7644691304,986322.7903848168,2484544.911761593,986322.7903848168,1044742.5085078394,1063733.3836149536,,,,,,
2005-11-14,2118726.7644691304,986322.7903848168,2484544.911761593,986322.7903848168,1044742.5085078394,1063733.3836149536,,,,,,
2005-11-18,2107194.103392088,1005235.3082339651,2513483.530962591,1005235.3082339651,1054093.4509888757,1084130.2321927946,,,,,,
2005-11-21,2107194.103392088,1005235.3082339651,2513483.530962591,1005235.3082339651,1054093.4509888757,1084130.2321927946,,,,,,
2005-11-25,2121133.2282124343,1002544.9979736714,2519124.6450223485,1002544.9979736714,1058717.7412545667,1081228.775525612,,,,,,
2005-11-28,2121133.2282124343,1002544.9979736714,2519124.6450223485,1002544.9979736714,1058717.7412545667,1081228.775525612,,,,,,
2005-12-02,2118908.6451455383,997085.0037101479,2537462.0755414735,997085.0037101479,1063415.9713354507,1075340.2588766252,,,,,,
2005-12-05,2118908.6451455383,997085.0037101479,2537462.0755414735,997085.0037101479,1063415.9713354507,1075340.2588766252,,,,,,
2005-12-09,2154711.170150582,1008480.1740211862,2580759.1242397837,1008480.1740211862,1073946.7959013567,1087629.7681427551,,,,,,
2005-12-12,2154711.170150582,1008480.1740211862,2580759.1242397837,1008480.1740211862,1073946.7959013567,1087629.7681427551,,,,,,
2005-12-16,2172461.739813895,1007859.5031716351,2552954.692221107,1007859.5031716351,1068723.0896854596,1086960.3845400033,,,,,,
2005-12-19,2172461.739813895,1007859.5031716351,2552954.692221107,1007859.5031716351,1068723.0896854596,1086960.3845400033,,,,,,
2005-12-23,2155624.926866338,995926.924890607,2548037.1684809607,995926.924890607,1061554.423090221,1074091.289357506,,,,,,
2005-12-26,2155624.926866338,995926.924890607,2548037.1684809607,995926.924890607,1061554.423090221,1074091.289357506,,,,,,
2005-12-30,2149925.829262824,1013348.9311282517,2554798.0291329673,1013348.9311282517,1065564.8805733332,1092880.6449571068,,,,,,
2006-01-02,2149925.829262824,1013348.9311282517,2554798.0291329673,1013348.9311282517,1065564.8805733332,1092880.6449571068,,,,,,
2006-01-06,2164133.434416726,1024645.370402698,2577509.832913515,1024645.370402698,1076141.9834791927,1105063.6743764305,,,,,,
2006-01-09,2164133.434416726,1024645.370402698,2577509.832913515,1024645.370402698,1076141.9834791927,1105063.6743764305,,,,,,
2006-01-13,2160273.9930804637,1020747.1296624893,2576655.5503805084,1020747.1296624893,1073444.8152179315,1100859.4839702551,,,,,,
2006-01-16,2160273.9930804637,1020747.1296624893,2576655.5503805084,1020747.1296624893,1073444.8152179315,1100859.4839702551,,,,,,
2006-01-20,2124700.561062621,1013189.4765266299,2558763.540920572,1013189.4765266299,1064263.4707475698,1092708.6757148164,,,,,,
2006-01-23,2124700.561062621,1013189.4765266299,2558763.540920572,1013189.4765266299,1064263.4707475698,1092708.6757148164,,,,,,
2006-01-27,2143589.6338630575,1009530.1525204479,2609858.098091728,1009530.1525204479,1078977.5483399867,1088762.153192184,,,,,,
2006-01-30,2143589.6338630575,1009530.1525204479,2609858.098091728,1009530.1525204479,1078977.5483399867,1088762.153192184,,,,,,
2006-02-03,2126054.8243904347,1005632.0885591765,2583902.952630487,1005632.0885591765,1073582.8124779705,1084558.1534392706,,,,,,
2006-02-06,2126054.8243904347,1005632.0885591765,2583902.952630487,1005632.0885591765,1073582.8124779705,1084558.1534392706,,,,,,
2006-02-10,2168251.3368141847,1027509.1891901447,2644093.633653744,1027509.1891901447,1091716.504645237,1108152.2572202296,,,,,,
2006-02-13,2168251.3368141847,1027509.1891901447,2644093.633653744,1027509.1891901447,1091716.504645237,1108152.2572202296,,,,,,
2006-02-17,2174462.558491578,1026872.7850151566,2644018.8414289798,1026872.7850151566,1091095.430081897,1107465.9054771631,,,,,,
2006-02-20,2174462.558491578,1026872.7850151566,2644018.8414289798,1026872.7850151566,1091095.430081897,1107465.9054771631,,,,,,
2006-02-24,2152073.3964943015,1029100.1996276153,2672334.193426365,1029100.1996276153,1090877.3686320125,1109868.1365778958,,,,,,
2006-02-27,2152073.3964943015,1029100.1996276153,2672334.193426365,1029100.1996276153,1090877.3686320125,1109868.1365778958,,,,,,
2006-03-03,2144823.2985583902,1013348.9311282517,2645938.2675815457,1013348.9311282517,1086450.9311474715,1092880.6449571068,,,,,,
2006-03-06,2144823.2985583902,1013348.9311282517,2645938.2675815457,1013348.9311282517,1086450.9311474715,1092880.6449571068,,,,,,
2006-03-10,2158958.316805434,1042385.5787278368,2721289.2721479405,1042385.5787278368,1102558.4362534552,1124196.2058475644,,,,,,
2006-03-13,2158958.316805434,1042385.5787278368,2721289.2721479405,1042385.5787278368,1102558.4362534552,1124196.2058475644,,,,,,
2006-03-17,2159482.6982137845,1039182.9631066778,2730705.4997792863,1039182.9631066778,1103790.7497094902,1120742.236027213,,,,,,
2006-03-20,2159482.6982137845,1039182.9631066778,2730705.4997792863,1039182.9631066778,1103790.7497094902,1120742.236027213,,,,,,
2006-03-24,2137296.784783592,1036707.1740870362,2719477.239202805,1036707.1740870362,1094191.3452950313,1118072.1370934222,,,,,,
2006-03-27,2137296.784783592,1036707.1740870362,2719477.239202805,1036707.1740870362,1094191.3452950313,1118072.1370934222,,,,,,
2006-03-31,2119103.923531136,1045252.7563150962,2735931.51767979,1045252.7563150962,1097431.4842012916,1127288.411103341,,,,,,
2006-04-03,2119103.923531136,1045252.7563150962,2735931.51767979,1045252.7563150962,1097431.4842012916,1127288.411103341,,,,,,
2006-04-07,2087375.799330247,1028000.8998047918,2692726.2743527717,1028000.8998047918,1080914.8963735588,1108682.5592683796,,,,,,
2006-04-10,2087375.799330247,1028000.8998047918,2692726.2743527717,1028000.8998047918,1080914.8963735588,1108682.5592683796,,,,,,
2006-04-14,2078105.1142612093,1047329.5552728075,2715429.0080719218,1047329.5552728075,1082707.4248657518,1129528.2056248812,,,,,,
2006-04-17,2078105.1142612093,1047329.5552728075,2715429.0080719218,1047329.5552728075,1082707.4248657518,1129528.2056248812,,,,,,
2006-04-21,2084016.8648926634,1046530.7796437286,2677176.4057374154,1046530.7796437286,1073839.5184320076,1128666.738860702,,,,,,
2006-04-24,2084016.8648926634,1046530.7796437286,2677176.4057374154,1046530.7796437286,1073839.5184320076,1128666.738860702,,,,,,
2006-04-28,2062033.3406960056,1049166.730380742,2659093.284555901,1049166.730380742,1055559.6607098288,1131509.569649831,,,,,,
2006-05-01,2062033.3406960056,1049166.730380742,2659093.284555901,1049166.730380742,1055559.6607098288,1131509.569649831,,,,,,
2006-05-05,2037670.872963825,1045891.6353952092,2671324.2177105523,1045891.6353952092,1058543.2735619158,1127977.431992075,,,,,,
2006-05-08,2037670.872963825,1045891.6353952092,2671324.2177105523,1045891.6353952092,1058543.2735619158,1127977.431992075,,,,,,
2006-05-12,2033372.2954599333,1008033.5420356006,2580939.379534552,1008033.5420356006,1039223.6488118493,1087148.0826764058,,,,,,
2006-05-15,2033372.2954599333,1008033.5420356006,2580939.379534552,1008033.5420356006,1039223.6488118493,1087148.0826764058,,,,,,
2006-05-19,2032922.0477561438,1020174.0123471247,2587362.8220098657,1020174.0123471247,1044046.9102632522,1100241.3860949713,,,,,,
2006-05-22,2032922.0477561438,1020174.0123471247,2587362.8220098657,1020174.0123471247,1044046.9102632522,1100241.3860949713,,,,,,
2006-05-26,2078800.5779579866,1028161.2383011014,2621956.4161560647,1028161.2383011014,1053487.0839542684,1108855.48177698,,,,,,
2006-05-29,2078800.5779579866,1028161.2383011014,2621956.4161560647,1028161.2383011014,1053487.0839542684,1108855.48177698,,,,,,
2006-06-02,2066193.6843505863,1004359.9873249503,2580124.3597706556,1004359.9873249503,1041209.1511556195,1083186.2125661853,,,,,,
2006-06-05,2066193.6843505863,1004359.9873249503,2580124.3597706556,1004359.9873249503,1041209.1511556195,1083186.2125661853,,,,,,
2006-06-09,2050392.220200006,1007315.2008230828,2598272.311019487,1007315.2008230828,1044106.1137718798,1086373.3631464194,,,,,,
2006-06-12,2050392.220200006,1007315.2008230828,2598272.311019487,1007315.2008230828,1044106.1137718798,1086373.3631464194,,,,,,
2006-06-16,2052910.2501113405,998450.4442233726,2584219.36089978,998450.4442233726,1043445.44227636,1076812.8646720268,,,,,,
2006-06-19,2052910.2501113405,998450.4442233726,2584219.36089978,998450.4442233726,1043445.44227636,1076812.8646720268,,,,,,
2006-06-23,2076537.3825427436,1020992.8523856098,2587496.6356261494,1020992.8523856098,1046181.8092739963,1101124.4920043834,,,,,,
2006-06-26,2076537.3825427436,1020992.8523856098,2587496.6356261494,1020992.8523856098,1046181.8092739963,1101124.4920043834,,,,,,
2006-06-30,2082125.7092452513,1022356.1715515843,2545235.6279933625,1022356.1715515843,1034662.8828863413,1102594.8099606414,,,,,,
2006-07-03,2082125.7092452513,1022356.1715515843,2545235.6279933625,1022356.1715515843,1034662.8828863413,1102594.8099606414,,,,,,
2006-07-07,2116946.7257795795,994759.8303452537,2487117.242611696,994759.8303452537,1029137.1044880087,1072832.596522027,,,,,,
2006-07-10,2116946.7257795795,994759.8303452537,2487117.242611696,994759.8303452537,1029137.1044880087,1072832.596522027,,,,,,
2006-07-14,2155085.7372011873,1001418.650973411,2473514.981656083,1001418.650973411,1041837.3260411347,1080014.0282670152,,,,,,
2006-07-17,2155085.7372011873,1001418.650973411,2473514.981656083,1001418.650973411,1041837.3260411347,1080014.0282670152,,,,,,
2006-07-21,2156238.4668360357,1016500.634415412,2485745.0672601983,1016500.634415412,1050922.0035801525,1096279.7066380128,,,,,,
2006-07-24,2156238.4668360357,1016500.634415412,2485745.0672601983,1016500.634415412,1050922.0035801525,1096279.7066380128,,,,,,
2006-07-28,2152652.711723064,1030218.0612388756,2503227.173650805,1030218.0612388756,1068453.3990298463,1111073.7324799185,,,,,,
2006-07-31,2152652.711723064,1030218.0612388756,2503227.173650805,1030218.0612388756,1068453.3990298463,1111073.7324799185,,,,,,
2006-08-04,2158245.0159698944,1021795.5171513136,2495350.5405376917,1021795.5171513136,1070519.9033168778,1101990.1531403263,,,,,,
2006-08-07,2158245.0159698944,1021795.5171513136,2495350.5405376917,1021795.5171513136,1070519.9033168778,1101990.1531403263,,,,,,
2006-08-11,2187902.786964194,1043134.1491386668,2553336.1085476778,1043134.1491386668,1086096.3806462837,1125003.5270853462,,,,,,
2006-08-14,2187902.786964194,1043134.1491386668,2553336.1085476778,1043134.1491386668,1086096.3806462837,1125003.5270853462,,,,,,
2006-08-18,2209365.714341319,1040085.7731404733,2486445.0070410185,1040085.7731404733,1086020.9064633122,1121715.9022360577,,,,,,
2006-08-21,2209365.714341319,1040085.7731404733,2486445.0070410185,1040085.7731404733,1086020.9064633122,1121715.9022360577,,,,,,
2006-08-25,2231020.6510441094,1048028.0088548571,2558975.5219910364,1048028.0088548571,1104170.6300320933,1130281.4766628968,,,,,,
2006-08-28,2231020.6510441094,1048028.0088548571,2558975.5219910364,1048028.0088548571,1104170.6300320933,1130281.4766628968,,,,,,
2006-09-01,2200077.7917494355,1042171.2342661222,2559626.9251227407,1042171.2342661222,1098736.981507658,1123965.0387674342,,,,,,
2006-09-04,2200077.7917494355,1042171.2342661222,2559626.9251227407,1042171.2342661222,1098736.981507658,1123965.0387674342,,,,,,
2006-09-08,2228540.606631582,1060783.4047004636,2677600.8162174877,1060783.4047004636,1128679.5771864431,1144037.9674532004,,,,,,
2006-09-11,2228540.606631582,1060783.4047004636,2677600.8162174877,1060783.4047004636,1128679.5771864431,1144037.9674532004,,,,,,
2006-09-15,2234954.725354255,1062548.0120545558,2691149.0724493647,1062548.0120545558,1134349.0949629808,1145941.0683141144,,,,,,
2006-09-18,2234954.725354255,1062548.0120545558,2691149.0724493647,1062548.0120545558,1134349.0949629808,1145941.0683141144,,,,,,
2006-09-22,2249037.5607987065,1077212.3552567204,2746643.534369503,1077212.3552567204,1151314.687942854,1161756.3283537244,,,,,,
2006-09-25,2249037.5607987065,1077212.3552567204,2746643.534369503,1077212.3552567204,1151314.687942854,1161756.3283537244,,,,,,
2006-09-29,2270590.019250129,1089218.1200178724,2835106.4435424744,1089218.1200178724,1168108.677254013,1174704.3539866742,,,,,,
2006-10-02,2270590.019250129,1089218.1200178724,2835106.4435424744,1089218.1200178724,1168108.677254013,1174704.3539866742,,,,,,
2006-10-06,2274412.3578762105,1098081.7275544887,2868525.7224539183,1098081.7275544887,1176276.9393247156,1184263.613214864,,,,,,
2006-10-09,2274412.3578762105,1098081.7275544887,2868525.7224539183,1098081.7275544887,1176276.9393247156,1184263.613214864,,,,,,
2006-10-13,2260957.073031933,1102352.176347597,2860345.5996463546,1102352.176347597,1180645.5443760369,1188869.2240641022,,,,,,
2006-10-16,2260957.0730319326,1102352.176347597,2860345.5996463546,1102352.176347597,1109919.3366886128,1188869.2240641022,,,,,,
2006-10-20,2304058.7920684647,1118225.5107033018,2889913.545164281,1118225.5107033018,1121255.809519788,1205988.3617622766,,,,,,
2006-10-23,2304058.7920684647,1118225.5107033018,2889913.545164281,1118225.5107033018,1121255.809519788,1205988.3617622766,,,,,,
2006-10-27,2287696.8149988325,1102110.43115057,2833572.919960066,1102110.43115057,1102698.6377721343,1188608.505728368,,,,,,
2006-10-30,2287696.8149988325,1102110.43115057,2833572.919960066,1102110.43115057,1102698.6377721343,1188608.505728368,,,,,,
2006-11-03,2276575.654910087,1113390.6067627666,2851957.567106838,1113390.6067627666,1106043.8932486277,1200773.995047591,,,,,,
2006-11-06,2276575.654910087,1113390.6067627666,2851957.567106838,1113390.6067627666,1106043.8932486277,1200773.995047591,,,,,,
2006-11-10,2311024.4215076207,1131117.6450570622,2932944.0166811147,1131117.6450570622,1119105.256714295,1219892.3228507086,,,,,,
2006-11-13,2311024.4215076207,1131117.6450570622,2932944.0166811147,1131117.6450570622,1119105.256714295,1219892.3228507086,,,,,,
2006-11-17,2320591.261491261,1135468.4398772623,2895474.2927489546,1135468.4398772623,1119205.0412352155,1224584.5856075091,,,,,,
2006-11-20,2320591.261491261,1135468.4398772623,2895474.2927489546,1135468.4398772623,1119205.0412352155,1224584.5856075091,,,,,,
2006-11-24,2309766.2277621604,1132326.0174843208,2864991.6629242506,1132326.0174843208,1105839.1559267133,1221195.5332228562,,,,,,
2006-11-27,2309766.2277621604,1132326.0174843208,2864991.6629242506,1132326.0174843208,1105839.1559267133,1221195.5332228562,,,,,,
2006-12-01,2337760.8001779993,1137402.4014534764,2899391.5735411006,1137402.4014534764,1122826.4747123988,1226670.3322933833,,,,,,
2006-12-04,2337760.8001779993,1137402.4014534764,2899391.5735411006,1137402.4014534764,1122826.4747123988,1226670.3322933833,,,,,,
2006-12-08,2341466.62438702,1153194.7710558076,2941265.7790235723,1153194.7710558076,1135614.7217614052,1243702.150797579,,,,,,
2006-12-11,2341466.62438702,1153194.7710558076,2941265.7790235723,1153194.7710558076,1135614.7217614052,1243702.150797579,,,,,,
2006-12-15,2342731.864473071,1147466.6915335704,2915461.3251758977,1147466.6915335704,1130354.4648635439,1237524.5084768254,,,,,,
2006-12-18,2342731.864473071,1147466.6915335704,2915461.3251758977,1147466.6915335704,1130354.4648635439,1237524.5084768254,,,,,,
2006-12-22,2344258.653940603,1152247.6778981693,2921143.786113849,1152247.6778981693,1132503.2726061796,1242680.7259466127,,,,,,
2006-12-25,2344258.653940603,1152247.6778981693,2921143.786113849,1152247.6778981693,1132503.2726061796,1242680.7259466127,,,,,,
2006-12-29,2344773.054339583,1147871.6920793755,2946879.710460136,1147871.6920793755,1138625.7157272531,1237961.2950999823,,,,,,
2007-01-01,2344773.054339583,1147871.6920793755,2946879.710460136,1147871.6920793755,1138625.7157272531,1237961.2950999823,,,,,,
2007-01-05,2378154.3440245376,1151842.1470155518,3011962.265179423,1151842.1470155518,1161636.8578414167,1242243.3673636694,,,,,,
2007-01-08,2378154.3440245376,1151842.1470155518,3011962.265179423,1151842.1470155518,1161636.8578414167,1242243.3673636694,,,,,,
2007-01-12,2388933.617241634,1154920.6638225883,3028568.8969670758,1154920.6638225883,1170176.9353646396,1245563.498594123,,,,,,
2007-01-15,2388933.617241634,1154920.6638225883,3028568.8969670758,1154920.6638225883,1170176.9353646396,1245563.498594123,,,,,,
2007-01-19,2374080.2072614254,1152652.4132755678,3004289.794955171,1152652.4132755678,1163384.255472036,1243117.2265898767,,,,,,
2007-01-22,2374080.2072614254,1152652.4132755678,3004289.794955171,1152652.4132755678,1163384.255472036,1243117.2265898767,,,,,,
2007-01-26,2407831.010909514,1171692.6539070576,3068391.731092353,1171692.6539070576,1181461.9632627435,1263651.8221494858,,,,,,
2007-01-29,2407831.010909514,1171692.6539070576,3068391.731092353,1171692.6539070576,1181461.9632627435,1263651.8221494858,,,,,,
2007-02-02,2387144.0638765446,1175015.0372583708,3074076.5698809084,1175015.0372583708,1173746.3611796217,1267234.9595548168,,,,,,
2007-02-05,2387144.0638765446,1175015.0372583708,3074076.5698809084,1175015.0372583708,1173746.3611796217,1267234.9595548168,,,,,,
