Date,2000_defensive,spy_2000_defensive,2000_growth,spy_2000_growth,2005,spy_2005,2010,spy_2010,2015,spy_2015,2020,spy_2020
2001-12-07,1381871.7915910115,829717.3348984162,1596373.1639885628,829717.3348984162,,,,,,,,
2001-12-10,1381871.7915910115,829717.3348984162,1596373.1639885628,829717.3348984162,,,,,,,,
2001-12-14,1404314.9981601741,848894.4024275283,1647047.1451895891,848894.4024275283,,,,,,,,
2001-12-17,1404314.9981601741,848894.4024275283,1647047.1451895891,848894.4024275283,,,,,,,,
2001-12-21,1421048.5770967184,862290.445142623,1690768.418408959,862290.445142623,,,,,,,,
2001-12-24,1421048.5770967184,862290.445142623,1690768.418408959,862290.445142623,,,,,,,,
2001-12-28,1405690.5082045048,868085.2587137653,1641452.5761892605,868085.2587137653,,,,,,,,
2001-12-31,1405690.5082045048,868085.2587137653,1641452.5761892605,868085.2587137653,,,,,,,,
2002-01-04,1390582.3174684756,862439.381397464,1624290.6276885348,862439.381397464,,,,,,,,
2002-01-07,1390582.3174684756,862439.381397464,1624290.6276885348,862439.381397464,,,,,,,,
2002-01-11,1410925.2269680942,844533.4428184219,1615158.8373089705,844533.4428184219,,,,,,,,
2002-01-14,1410925.2269680942,844533.4428184219,1615158.8373089705,844533.4428184219,,,,,,,,
2002-01-18,1417638.890454884,843864.953266278,1670119.627424315,843864.953266278,,,,,,,,
2002-01-21,1417638.890454884,843864.953266278,1670119.627424315,843864.953266278,,,,,,,,
2002-01-25,1444310.366528803,840892.5038217396,1735275.5399465547,840892.5038217396,,,,,,,,
2002-01-28,1444310.366528803,840892.5038217396,1735275.5399465547,840892.5038217396,,,,,,,,
2002-02-01,1417282.0222324037,802555.5163204526,1666853.8996015629,802555.5163204526,,,,,,,,
2002-02-04,1417282.0222324037,802555.5163204526,1666853.8996015629,802555.5163204526,,,,,,,,
2002-02-08,1440119.004791794,832571.6960127068,1736633.5242401506,832571.6960127068,,,,,,,,
2002-02-11,1440119.004791794,832571.6960127068,1736633.5242401506,832571.6960127068,,,,,,,,
2002-02-15,1450706.916373639,804636.0276358513,1716169.6561032403,804636.0276358513,,,,,,,,
2002-02-18,1450706.916373639,804636.0276358513,1716169.6561032403,804636.0276358513,,,,,,,,
2002-02-22,1457574.7145713626,825809.9016534575,1724329.5208865623,825809.9016534575,,,,,,,,
2002-02-25,1457574.7145713626,825809.9016534575,1724329.5208865623,825809.9016534575,,,,,,,,
2002-03-01,1450334.3317627555,865559.0876969373,1733438.1235632836,865559.0876969373,,,,,,,,
2002-03-04,1450334.3317627555,865559.0876969373,1733438.1235632836,865559.0876969373,,,,,,,,
2002-03-08,1471239.9760353512,860952.4937541791,1747014.2640392291,860952.4937541791,,,,,,,,
2002-03-11,1471239.9760353512,860952.4937541791,1747014.2640392291,860952.4937541791,,,,,,,,
2002-03-15,1464606.0481902095,859023.2168198087,1775163.1502959875,859023.2168198087,,,,,,,,
2002-03-18,1464606.0481902095,859023.2168198087,1775163.1502959875,859023.2168198087,,,,,,,,
2002-03-22,1475571.3971952496,853285.8564033529,1760803.343957911,853285.8564033529,,,,,,,,
2002-03-25,1475571.3971952496,853285.8564033529,1760803.343957911,853285.8564033529,,,,,,,,
2002-03-29,1458106.268170051,839501.2535836404,1711646.9781975728,839501.2535836404,,,,,,,,
2002-04-01,1458106.268170051,839501.2535836404,1711646.9781975728,839501.2535836404,,,,,,,,
2002-04-05,1476317.7753721345,824003.4860806474,1760554.8715383129,824003.4860806474,,,,,,,,
2002-04-08,1476317.7753721345,824003.4860806474,1760554.8715383129,824003.4860806474,,,,,,,,
2002-04-12,1482481.710481475,838011.5374773557,1778761.2768721704,838011.5374773557,,,,,,,,
2002-04-15,1482481.710481475,838011.5374773557,1778761.2768721704,838011.5374773557,,,,,,,,
2002-04-19,1479083.5883030898,815658.4595571776,1797162.9192797851,815658.4595571776,,,,,,,,
2002-04-22,1479083.5883030898,815658.4595571776,1797162.9192797851,815658.4595571776,,,,,,,,
2002-04-26,1500100.474723442,810368.526631526,1807369.9785213436,810368.526631526,,,,,,,,
2002-04-29,1500100.474723442,810368.526631526,1807369.9785213436,810368.526631526,,,,,,,,
2002-05-03,1477435.1462745366,802842.9588728221,1790279.685017064,802842.9588728221,,,,,,,,
2002-05-06,1477435.1462745366,802842.9588728221,1790279.685017064,802842.9588728221,,,,,,,,
2002-05-10,1479700.0471965405,822289.9678394918,1803531.7959966562,822289.9678394918,,,,,,,,
2002-05-13,1479700.0471965405,822289.9678394918,1803531.7959966562,822289.9678394918,,,,,,,,
2002-05-17,1479677.371617081,820352.9126318716,1822733.1287172458,820352.9126318716,,,,,,,,
2002-05-20,1479677.371617081,820352.9126318716,1822733.1287172458,820352.9126318716,,,,,,,,
2002-05-24,1467340.8677261176,797254.5347112074,1797126.2197461957,797254.5347112074,,,,,,,,
2002-05-27,1467340.8677261176,797254.5347112074,1797126.2197461957,797254.5347112074,,,,,,,,
2002-05-31,1449271.2592453575,770878.321731479,1772924.9280062688,770878.321731479,,,,,,,,
2002-06-03,1449271.2592453575,770878.321731479,1772924.9280062688,770878.321731479,,,,,,,,
2002-06-07,1438899.8563349426,756646.8217577749,1757203.1525291586,756646.8217577749,,,,,,,,
2002-06-10,1438899.8563349426,756646.8217577749,1757203.1525291586,756646.8217577749,,,,,,,,
2002-06-14,1450955.207925815,754113.2260255719,1769142.1772947712,754113.2260255719,,,,,,,,
2002-06-17,1450955.207925815,754113.2260255719,1769142.1772947712,754113.2260255719,,,,,,,,
2002-06-21,1421133.1782277515,743443.5564740204,1728891.0227846848,743443.5564740204,,,,,,,,
2002-06-24,1421133.1782277515,743443.5564740204,1728891.0227846848,743443.5564740204,,,,,,,,
2002-06-28,1373558.3101407036,714133.5202475965,1658210.3370625395,714133.5202475965,,,,,,,,
2002-07-01,1373558.3101407036,714133.5202475965,1658210.3370625395,714133.5202475965,,,,,,,,
2002-07-05,1321631.3886649944,694394.5608656511,1615470.4837822274,694394.5608656511,,,,,,,,
2002-07-08,1321631.3886649944,694394.5608656511,1615470.4837822274,694394.5608656511,,,,,,,,
2002-07-12,1250901.3764459905,656485.8645351841,1541486.7239088747,656485.8645351841,,,,,,,,
2002-07-15,1250901.3764459905,656485.8645351841,1541486.7239088747,656485.8645351841,,,,,,,,
2002-07-19,1298410.7609793076,628072.4068850093,1517027.7133224434,628072.4068850093,,,,,,,,
2002-07-22,1298410.7609793076,628072.4068850093,1517027.7133224434,628072.4068850093,,,,,,,,
2002-07-26,1328610.8957555064,663813.0863260167,1545487.465718697,663813.0863260167,,,,,,,,
2002-07-29,1328610.8957555064,663813.0863260167,1545487.465718697,663813.0863260167,,,,,,,,
2002-08-02,1354075.7723897744,680038.1665726055,1559618.2422469743,680038.1665726055,,,,,,,,
2002-08-05,1354075.7723897744,680038.1665726055,1559618.2422469743,680038.1665726055,,,,,,,,
2002-08-09,1352665.0983758834,699104.9240447198,1637621.7386922184,699104.9240447198,,,,,,,,
2002-08-12,1352665.0983758834,699104.9240447198,1637621.7386922184,699104.9240447198,,,,,,,,
2002-08-16,1374642.020706285,722881.9121116995,1704859.9051323424,722881.9121116995,,,,,,,,
2002-08-19,1374642.020706285,722881.9121116995,1704859.9051323424,722881.9121116995,,,,,,,,
2002-08-23,1336450.549417551,688935.9366388932,1629281.874523747,688935.9366388932,,,,,,,,
2002-08-26,1336450.549417551,688935.9366388932,1629281.874523747,688935.9366388932,,,,,,,,
2002-08-30,1319751.4897352685,663813.0863260167,1620386.0976298081,663813.0863260167,,,,,,,,
2002-09-02,1319751.4897352685,663813.0863260167,1620386.0976298081,663813.0863260167,,,,,,,,
2002-09-06,1333610.4917380374,668822.8688304704,1666484.4242560705,668822.8688304704,,,,,,,,
