Date,1990_none,1990_cc_always,1990_wheel,1995_none,1995_cc_always,1995_wheel,2000_none,2000_cc_always,2000_wheel,2005_none,2005_cc_always,2005_wheel,2010_none,2010_cc_always,2010_wheel,2015_none,2015_cc_always,2015_wheel,2020_none,2020_cc_always,2020_wheel
1990-02-20,979747.2911025743,991781.685141893,999786.1361937537,,,,,,,,,,,,,,,,,,
1990-02-21,978362.5943212246,990287.8220441487,998443.3049989707,,,,,,,,,,,,,,,,,,
1990-02-22,977868.0731613144,990513.5419573874,998452.2730864129,,,,,,,,,,,,,,,,,,
1990-02-23,975358.2430125194,988504.3763619941,996495.8243684629,,,,,,,,,,,,,,,,,,
1990-02-26,980998.0352442742,993623.3580829888,1001015.188373376,,,,,,,,,,,,,,,,,,
1990-02-27,983942.9260235463,995445.7133237007,1002386.8555385806,,,,,,,,,,,,,,,,,,
1990-02-28,987628.5667054929,998659.4775296072,1004776.8711267632,,,,,,,,,,,,,,,,,,
1990-03-01,987981.196267569,998999.2705251409,1005388.1594212276,,,,,,,,,,,,,,,,,,
1990-03-02,989032.641153274,1000513.368689185,1007020.3754881056,,,,,,,,,,,,,,,,,,
1990-03-05,987082.7136933376,997565.7185025525,1005108.0601047827,,,,,,,,,,,,,,,,,,
1990-03-06,992361.8486003423,1001047.777589903,1007458.5287662683,,,,,,,,,,,,,,,,,,
1990-03-07,994482.416962987,1003513.5896471497,1008178.371294758,,,,,,,,,,,,,,,,,,
1990-03-08,998982.6602928514,1006719.5471022838,1009795.3538917063,,,,,,,,,,,,,,,,,,
1990-03-09,998070.6118441257,1006627.6811717484,1010058.3293554757,,,,,,,,,,,,,,,,,,
1990-03-12,1000022.252013758,1009047.0425773765,1011175.4731695161,,,,,,,,,,,,,,,,,,
1990-03-13,996220.620160533,1006215.3119680377,1009824.522619494,,,,,,,,,,,,,,,,,,
1990-03-14,998780.4086414712,1009039.8428796148,1011578.8613804674,,,,,,,,,,,,,,,,,,
1990-03-15,1000078.7011133909,1010123.2066397468,1012431.0444081968,,,,,,,,,,,,,,,,,,
1990-03-16,1006598.1715127795,1015672.9338458565,1014696.5730103672,,,,,,,,,,,,,,,,,,
1990-03-19,1011897.6853042641,1019349.6145865597,1015676.0500013975,,,,,,,,,,,,,,,,,,
1990-03-20,1007842.024173064,1016330.9502626361,1013896.7650311036,,,,,,,,,,,,,,,,,,
1990-03-21,1004941.3137004533,1014119.6099562324,1012607.4080265852,,,,,,,,,,,,,,,,,,
1990-03-22,997591.1855356764,1006979.3043924731,1007683.1243933836,,,,,,,,,,,,,,,,,,
1990-03-23,1002265.5570476701,1012268.938863132,1010984.2586810538,,,,,,,,,,,,,,,,,,
1990-03-26,1004898.4430558578,1015432.332253257,1012652.8594480593,,,,,,,,,,,,,,,,,,
1990-03-27,1009796.2511058556,1017294.476143593,1013475.7321238267,,,,,,,,,,,,,,,,,,
1990-03-28,1010276.8722945778,1018576.1183813692,1014403.2731232168,,,,,,,,,,,,,,,,,,
1990-03-29,1008463.3314081467,1018555.6861084665,1014480.9778320263,,,,,,,,,,,,,,,,,,
1990-03-30,1007827.1392547973,1017151.5243695022,1013529.7273176422,,,,,,,,,,,,,,,,,,
1990-04-02,1007455.3401556493,1016521.6996462087,1013345.0124777004,,,,,,,,,,,,,,,,,,
1990-04-03,1015187.4017647521,1023530.6105800814,1016912.7371157596,,,,,,,,,,,,,,,,,,
1990-04-04,1014698.9778078039,1022908.8464095441,1016628.0058255629,,,,,,,,,,,,,,,,,,
1990-04-05,1018226.1004961319,1026062.1038904078,1018223.9619803316,,,,,,,,,,,,,,,,,,
1990-04-06,1019684.8190071223,1026670.5621337427,1018631.3069553837,,,,,,,,,,,,,,,,,,
1990-04-09,1023462.0684929381,1029938.7482827974,1020343.1205514473,,,,,,,,,,,,,,,,,,
1990-04-10,1026366.3387387961,1033208.4912533753,1022432.0908365587,,,,,,,,,,,,,,,,,,
1990-04-11,1028687.8869423282,1037249.6337139225,1025331.9656999672,,,,,,,,,,,,,,,,,,
1990-04-12,1032640.723010981,1039045.2394977766,1026347.9467756564,,,,,,,,,,,,,,,,,,
1990-04-16,1032889.5146027994,1039417.4809296711,1026848.7629492945,,,,,,,,,,,,,,,,,,
1990-04-17,1033413.1035732301,1040708.2947441178,1027628.7023933283,,,,,,,,,,,,,,,,,,
1990-04-18,1026721.9480226701,1035275.7545011593,1025307.4964718898,,,,,,,,,,,,,,,,,,
1990-04-19,1019783.1485809011,1030506.9411294602,1022959.4293178314,,,,,,,,,,,,,,,,,,
1990-04-20,1016797.5422490207,1028537.6714478546,1022888.5704921314,,,,,,,,,,,,,,,,,,
1990-04-23,1010827.0569398425,1024261.6047437813,1020093.5423057186,,,,,,,,,,,,,,,,,,
1990-04-24,1009263.8581807489,1025852.3616340368,1021455.9131754289,,,,,,,,,,,,,,,,,,
1990-04-25,1011686.2521448053,1028795.5347648225,1023401.7946952736,,,,,,,,,,,,,,,,,,
1990-04-26,1012643.2237662169,1030313.5032676312,1024260.0689526025,,,,,,,,,,,,,,,,,,
1990-04-27,1007232.2473506359,1025058.6940047073,1020474.1255823988,,,,,,,,,,,,,,,,,,
1990-04-30,1014269.8461702926,1034013.6836698018,1026311.3667269475,,,,,,,,,,,,,,,,,,
1990-05-01,1015365.8317963649,1035440.431017896,1027487.0768572687,,,,,,,,,,,,,,,,,,
1990-05-02,1022853.5792488267,1040377.6722871495,1029806.5371435015,,,,,,,,,,,,,,,,,,
