Date,1990_none,1990_cc_always,1990_wheel,1995_none,1995_cc_always,1995_wheel,2000_none,2000_cc_always,2000_wheel,2005_none,2005_cc_always,2005_wheel,2010_none,2010_cc_always,2010_wheel,2015_none,2015_cc_always,2015_wheel,2020_none,2020_cc_always,2020_wheel
2000-08-04,9068420.86337071,38726132.52281227,24664893.186077345,4523655.085542148,10136953.099699017,5948151.809818389,1081492.7169133183,1138554.0481237553,1063479.857141965,,,,,,,,,,,,
2000-08-07,9089891.65931961,38761381.66428689,24681553.990995817,4544411.618172902,10208949.005154964,5990584.025348866,1089066.7932634454,1149297.5087101567,1068749.4615258814,,,,,,,,,,,,
2000-08-08,9229628.384625483,39197993.907310806,24952195.811851077,4604881.194402201,10252029.305854237,6023045.408039163,1097418.5680818423,1154547.3180966994,1071659.2969090764,,,,,,,,,,,,
2000-08-09,9217992.896903414,38977547.67301288,24795083.722970832,4593449.815251126,10254833.017092302,6015567.886223131,1094879.2050148365,1151805.6927424232,1069836.2297409882,,,,,,,,,,,,
2000-08-10,9097129.832186876,38719672.88931314,24649796.41394724,4512429.530834267,10173397.786059313,5970298.014049853,1089757.0024473134,1150357.7015582286,1068742.0426893034,,,,,,,,,,,,
2000-08-11,9182528.36632965,39077174.57172384,24874654.846638113,4576806.8941646265,10318132.758150434,6050851.809413979,1100354.2197610696,1157586.8011813525,1072299.8437112896,,,,,,,,,,,,
2000-08-14,9303964.251487758,39342156.32716979,25027736.35362611,4657466.140414356,10476441.41996445,6133167.025245312,1110747.694963325,1170936.7779846624,1080697.1753787757,,,,,,,,,,,,
2000-08-15,9028801.957567224,38886494.225312665,24770291.541048415,4585109.806577548,10418276.962503506,6083851.140547041,1089792.5938092656,1157319.0638073762,1073656.6014539346,,,,,,,,,,,,
2000-08-16,8913633.13051629,38513565.57588258,24545721.571456917,4549134.039442203,10388374.95825029,6057759.564850898,1081170.3811255726,1150351.6790998238,1069746.6658543549,,,,,,,,,,,,
2000-08-17,8852923.19266784,38612266.9364016,24614161.867110416,4611849.848656413,10474899.135981487,6102239.692048333,1084254.6408685152,1151951.840291664,1071021.475243855,,,,,,,,,,,,
2000-08-18,8835979.077078838,38583169.49687528,24598343.15716502,4578952.813583399,10420290.43076884,6068755.751896258,1085210.8806253662,1152832.3263314117,1071470.3614072811,,,,,,,,,,,,
2000-08-21,8811280.96977958,38490417.54439457,24540200.765220657,4605092.430456134,10487136.961214645,6096647.051886298,1081737.7306943443,1153355.2199760177,1071272.3787295911,,,,,,,,,,,,
2000-08-22,8700211.471860958,38032021.34909428,24262694.376763225,4603064.847917886,10510850.662134973,6107858.452926689,1078588.7219270272,1150976.165287921,1070030.2298146207,,,,,,,,,,,,
2000-08-23,8701310.049200684,37811063.00959976,24117232.468963157,4612399.830760467,10501765.420085125,6090357.560286011,1082698.2831041366,1152595.6132557506,1069380.7576855384,,,,,,,,,,,,
2000-08-24,8654256.261623476,37776835.215404205,24104069.703875016,4622721.400972126,10563748.246333163,6125984.958796825,1084712.9814127644,1155118.0693270876,1071547.2068708471,,,,,,,,,,,,
2000-08-25,8691936.465045463,37968689.14732756,24224991.9720333,4605854.472853842,10553079.45135408,6122127.012438957,1087300.3928687733,1158847.6942649828,1074345.9753426844,,,,,,,,,,,,
2000-08-28,8729258.312017402,38305163.85909769,24456228.106772803,4654418.07748254,10642672.44871314,6163371.739364574,1080751.8036447072,1156676.2007030474,1071830.8619041678,,,,,,,,,,,,
2000-08-29,8700408.748890396,38350363.40272532,24481902.205647655,4665932.647872844,10687017.96621735,6191214.122605741,1083881.631358822,1159269.1496970647,1073996.6928083107,,,,,,,,,,,,
2000-08-30,8631620.146422878,38157887.789757416,24370818.97461811,4640995.085762429,10663613.748506932,6175707.59570696,1084064.0091163844,1162311.9163897044,1074808.4766420806,,,,,,,,,,,,
2000-08-31,8537023.880512916,37863199.87158673,24195698.960830092,4682056.675427971,10728421.447725838,6206297.285556518,1066503.5404706793,1149098.3498024049,1066094.4206537716,,,,,,,,,,,,
2000-09-01,8599326.143500756,38006480.44047394,24277003.707371432,4706921.418424829,10774855.842330888,6238079.0771859875,1088691.1162471655,1166318.5389788642,1076505.0419092376,,,,,,,,,,,,
2000-09-05,8699315.078459617,38531381.854343586,24603097.17134377,4657973.903273705,10718058.590967637,6234227.494647901,1088999.8511714437,1168836.0929402802,1079343.3345641529,,,,,,,,,,,,
2000-09-06,8721269.609574601,38749134.79685497,24751827.148389004,4595497.686189907,10618523.375555612,6195122.576799583,1083608.3130222198,1164538.8214650105,1077367.5431388472,,,,,,,,,,,,
2000-09-07,8726026.584247038,38744481.396939024,24757015.551821124,4644079.967953895,10715707.472450672,6237750.116289799,1084100.1054738634,1166282.5734952968,1077043.6926254083,,,,,,,,,,,,
2000-09-08,8830093.155007772,38937039.02389247,24855924.01430643,4576738.876233054,10618441.357233454,6196614.474959548,1095329.1548872709,1173507.192754579,1082820.0214229354,,,,,,,,,,,,
2000-09-11,8881203.862474095,39097003.63238266,24963783.55205207,4549238.011305347,10604836.334986411,6196933.6464266265,1091525.480543463,1172245.3025998776,1081305.4392471758,,,,,,,,,,,,
2000-09-12,8926560.919436041,39069950.27486047,24913625.309943628,4500090.275377044,10458434.907265937,6115117.9870090075,1108943.429203144,1186098.8639465703,1090304.063460112,,,,,,,,,,,,
2000-09-13,8869074.716356361,38924596.49859072,24842600.437472455,4482451.793665363,10447224.806591084,6125347.015165766,1105456.5588345034,1182358.299064101,1086651.00614074,,,,,,,,,,,,
2000-09-14,8845520.781835675,38678029.439048335,24669481.823757328,4484026.56540817,10503499.080154521,6176278.531837447,1101130.23233806,1176479.4190593818,1083395.5744472838,,,,,,,,,,,,
2000-09-15,8782152.575924816,38385631.731060155,24486859.80940994,4338718.883794876,10177802.59813114,5995291.38545988,1092794.7359812912,1169197.6462575838,1077827.3022415084,,,,,,,,,,,,
2000-09-18,8693362.215138817,37944912.698684685,24183987.463160187,4274088.540812234,10029490.872295871,5922367.829940025,1080143.175651501,1161030.6797268298,1072537.967982242,,,,,,,,,,,,
2000-09-19,8639674.640745314,38100902.817923434,24293599.096249573,4375709.364670221,10297874.031957317,6050229.983929935,1080587.1489136238,1161474.5221574772,1072448.198076289,,,,,,,,,,,,
2000-09-20,8470514.726430178,37320573.78562333,23795955.004539452,4368919.8404338965,10310684.213594712,6037577.887794328,1076146.5532190737,1155268.1122678623,1068979.8087993737,,,,,,,,,,,,
2000-09-21,8639229.296464527,37500740.855155304,23897568.184143495,4375811.175744297,10295955.94924815,6040693.1413747575,1088905.008554768,1166628.317565864,1076916.9600252828,,,,,,,,,,,,
2000-09-22,8817303.11723781,37897333.544630125,24143481.11519366,4273822.14396715,10027166.384133015,5971772.5627755495,1096567.4816799706,1170882.8886632062,1080584.5050420018,,,,,,,,,,,,
2000-09-25,8819074.845282763,38198596.00989841,24344050.246421892,4200044.740871663,9901670.072542166,5914643.011007798,1095833.511205181,1172229.7083101962,1081676.6901310997,,,,,,,,,,,,
2000-09-26,8766246.72260756,38095149.92773836,24285232.757076684,4176662.7682575015,9835034.572900271,5882328.164576142,1087633.7569676428,1166241.3128552479,1078648.7122926132,,,,,,,,,,,,
2000-09-27,8812195.49699796,38158296.4236472,24315371.865894962,4187672.008824487,9896321.66360174,5923223.251254711,1089666.2222134403,1170903.8171508922,1081134.1322779653,,,,,,,,,,,,
2000-09-28,8939787.420863468,38937137.66752918,24817716.095172893,4251628.335625268,10055707.251569662,6013266.644798394,1102840.0247538863,1185062.4132068278,1089574.774024098,,,,,,,,,,,,
2000-09-29,8911121.73907498,38807088.46867836,24744852.19137238,4158139.356882436,9872263.098478952,5918693.802778375,1101501.839381027,1183446.265745477,1089348.3939293441,,,,,,,,,,,,
2000-10-02,8902332.530712184,39187575.98154952,24992640.90672811,4144921.1385575654,9864651.973322388,5929626.960048705,1091919.5426979256,1176878.4120471915,1085087.2013580664,,,,,,,,,,,,
2000-10-03,8960180.649004165,39087168.96336548,24909620.995561894,4009620.193761292,9563779.811176162,5757587.076151765,1097688.1109643118,1179307.735969455,1088143.120299239,,,,,,,,,,,,
2000-10-04,8960375.102859009,39192205.671350636,24965395.46309222,4001532.402172612,9543055.5086784,5744151.275943412,1107626.244543196,1188701.6456282493,1094448.6986651076,,,,,,,,,,,,
2000-10-05,9007716.025263164,39447347.156663015,25139724.526823975,4001793.1438839287,9580997.665674824,5767428.26945444,1119975.0344961367,1194583.8485368052,1099006.9910461816,,,,,,,,,,,,
2000-10-06,8800932.764630117,38546589.61673249,24579020.413363837,3923218.897699202,9441215.658477938,5681000.125008604,1103534.3551729356,1182726.4711002258,1091446.7254770373,,,,,,,,,,,,
2000-10-09,8763748.317039145,38292343.92809411,24411055.00747348,3881088.7748734676,9389267.482624311,5656717.119829032,1102100.8764213128,1185562.160679887,1093907.2729597073,,,,,,,,,,,,
2000-10-10,8811413.68350809,38159531.59688563,24326171.619563207,3853160.096383601,9326858.029367771,5626408.100126359,1100462.2460313032,1183954.8214740367,1092973.2717719423,,,,,,,,,,,,
2000-10-11,8673454.415229032,37518255.75688256,23924413.748108152,3772994.8915603277,9132726.985294385,5514836.480728396,1090407.7843059832,1174157.7361670227,1085031.0667746826,,,,,,,,,,,,
2000-10-12,8191375.723407285,36094410.2079462,23163606.809245218,3668003.9811988315,8903288.488211127,5326575.743819586,1069308.2020568326,1150640.9652540465,1068444.4817283305,,,,,,,,,,,,
2000-10-13,8237206.917169594,36826567.486457415,23629771.650728904,3837430.3196595814,9345675.305015234,5583980.483605874,1093631.538204069,1175652.816502283,1084355.9117343833,,,,,,,,,,,,
2000-10-16,8357204.977583347,37505164.99333462,24057326.921647143,3778267.801525805,9352560.827366473,5623483.966581675,1096828.7481275792,1182856.1098540972,1089568.6933376181,,,,,,,,,,,,
2000-10-17,8197959.128264731,36307443.71340114,23303711.844507188,3704384.6861873637,9147761.395788373,5484718.479781322,1077599.4315851852,1164821.4589928484,1076283.16540571,,,,,,,,,,,,
2000-10-18,8270840.5724388035,36456747.670333646,23382991.039174106,3745084.1010762346,9184236.060433723,5497481.405794529,1105549.6702830433,1187170.029229073,1086199.8012805497,,,,,,,,,,,,
2000-10-19,8350767.741432911,37255472.02931823,23879476.964506906,3961230.2230731943,9618411.360363029,5729071.106049457,1118469.1066537101,1207916.6958065238,1099863.2071864398,,,,,,,,,,,,
2000-10-20,8291607.746587197,37391042.63468456,23964581.301185332,3962648.1463471935,9588424.37143135,5707662.348059841,1095185.953672645,1190135.425872556,1089618.3860558716,,,,,,,,,,,,
2000-10-23,8289947.607745196,37350608.27552808,23926056.39112504,3916934.4162990516,9514781.04744571,5666611.909507977,1091870.8413451223,1188683.32504532,1088847.8343420986,,,,,,,,,,,,
2000-10-24,8345486.556807095,37857446.117455184,24267576.436044224,3966467.153716389,9692557.921688054,5774132.54852281,1095942.7371661237,1196257.1841340011,1094178.5902725295,,,,,,,,,,,,
2000-10-25,8367104.315102004,37540583.13141888,24060221.150739767,3902116.228730239,9493601.952089459,5652200.205966014,1104514.7030369046,1196701.3625394716,1092417.9698231516,,,,,,,,,,,,
2000-10-26,8314279.414041404,37154316.1094492,23793002.844399646,3942539.8811743422,9537314.88499128,5670790.588231824,1116058.5035346933,1200782.9591012737,1094342.2336236215,,,,,,,,,,,,
2000-10-27,8373143.53482998,37662691.59700634,24111457.4143475,4007910.245054148,9706405.505291432,5763903.346982135,1124848.3190471423,1212171.5938648975,1102020.1107047568,,,,,,,,,,,,
2000-10-30,8652600.496542474,38627216.34710479,24723753.712595142,4002352.035618428,9735870.895701196,5783241.093115756,1171700.186728794,1242113.0935832253,1120647.3807836096,,,,,,,,,,,,
2000-10-31,8807471.480169455,39386950.565037474,25203737.199385207,4061566.9017870245,9830790.046287332,5834208.293800257,1207696.255028575,1266907.7353540047,1135844.65006949,,,,,,,,,,,,
2000-11-01,8849911.66811556,39452812.31736719,25237467.486168526,4025164.323956806,9710245.563744105,5760067.045709748,1207751.5884915935,1269272.180776932,1137818.4730875674,,,,,,,,,,,,
2000-11-02,8866020.28368983,39720201.77073622,25409016.10593981,4004495.1502037006,9616363.23378026,5698258.429677809,1228146.0919580352,1282822.4841002333,1145057.789291608,,,,,,,,,,,,
2000-11-03,8815595.52561112,39874226.75666935,25523996.59994864,4002898.797393338,9677230.211407874,5737872.36671107,1222832.196899394,1276531.413976089,1137870.2677522905,,,,,,,,,,,,
2000-11-06,8942498.631284831,40166458.361985095,25712803.86803087,3986181.842053552,9607373.454472963,5696334.689599949,1242079.3961606403,1286914.3403871795,1145346.7075638915,,,,,,,,,,,,
2000-11-07,8899593.669880312,40090773.265049204,25666878.265059818,3948896.4151472566,9492075.605437811,5629832.129876768,1245030.611989705,1288490.524790524,1146910.3919780524,,,,,,,,,,,,
2000-11-08,8911159.419027345,40026956.36767292,25623305.76836317,3851987.9681953667,9337330.967238413,5557029.738837915,1262188.7179959742,1298244.6869981661,1153303.6749195086,,,,,,,,,,,,
2000-11-09,8805469.412489442,39331632.09582385,25184877.547005642,3879448.727409453,9485015.898441197,5645698.8665587,1230353.2656308739,1271060.7934064663,1134295.6224059365,,,,,,,,,,,,
2000-11-10,8650597.965406405,38977263.97556706,24975865.246016573,3716194.3992183213,9169666.525656525,5479334.627041831,1206626.5472825917,1257547.1389195786,1127200.626728858,,,,,,,,,,,,
2000-11-13,8607710.952652615,38951185.835041255,24945669.762534726,3700030.6447858955,9140765.382703042,5457782.900464886,1220459.5459111661,1272806.6210105903,1135997.1044601328,,,,,,,,,,,,
2000-11-14,8738116.43606063,39701593.810404725,25419360.98945306,3883174.4051910806,9625967.296195997,5732077.194769485,1224387.2698119937,1282226.5446523947,1141737.5126392138,,,,,,,,,,,,
2000-11-15,8833169.901019502,40044232.68180709,25637661.04997725,3939031.853790455,9736581.691426339,5795370.968672616,1234008.6861656464,1289450.6940124827,1146396.5798004018,,,,,,,,,,,,
2000-11-16,8666328.6517646,39849450.227972,25522149.758467887,3852897.1888873745,9590811.63311151,5721871.109035931,1226636.6642304666,1286825.2218412636,1144530.8454078014,,,,,,,,,,,,
2000-11-17,8509354.314017273,39648354.16351103,25399052.394281026,3887566.94366144,9755546.57034944,5816802.022010523,1236855.51966897,1298357.37541715,1151485.5089789324,,,,,,,,,,,,
2000-11-20,8472069.576082993,38927784.39730756,24922693.540415592,3744788.408747858,9387850.895958683,5601745.559158219,1229154.0488789894,1292605.4414394049,1146194.5107926435,,,,,,,,,,,,
2000-11-21,8520332.982557613,39011008.11240616,24978177.657345176,3749049.0238844086,9353322.63348263,5566774.531302801,1230923.883505669,1298260.7374222497,1149377.0771684826,,,,,,,,,,,,
2000-11-22,8465561.978100613,38579756.90869182,24696617.18702508,3667847.488757888,9124057.854852084,5429434.277489439,1235594.9629079269,1297349.7176986355,1145891.562765646,,,,,,,,,,,,
2000-11-24,8492852.70439673,38911299.585207455,24900532.518876914,3760425.233676863,9433036.450011713,5598392.434826752,1237079.9945505236,1307182.2730745303,1151808.4829550404,,,,,,,,,,,,
2000-11-27,8648285.939281793,39506848.20806822,25283979.434423584,3784133.9156364086,9433291.906248452,5598875.307881218,1253692.628819979,1325002.6546476886,1163334.614360246,,,,,,,,,,,,
2000-11-28,8746293.184560958,39812644.19511733,25478861.512279168,3748491.9179464867,9366884.62932294,5576291.818286649,1238769.843503665,1311468.9465153231,1156136.7395128992,,,,,,,,,,,,
2000-11-29,8870131.336990755,40363158.358380705,25835742.527572416,3789644.258038002,9476237.366472214,5642060.453815888,1239015.940600725,1310649.6604515016,1156970.584495668,,,,,,,,,,,,
2000-11-30,8753440.217487354,39812276.13074065,25484794.033856872,3753833.5869983193,9553917.647174386,5728925.639717154,1236204.0614936189,1304910.2060249555,1153279.7033301773,,,,,,,,,,,,
2000-12-01,8696687.004461668,40013494.51922989,25610437.583892196,3687103.145653228,9494968.129178783,5721211.9095421545,1242111.1423234995,1316110.0877853017,1159586.604160708,,,,,,,,,,,,
2000-12-04,8887327.34109832,40084662.18227394,25630487.07340123,3760310.9680905524,9644728.029540882,5817977.881077577,1257078.7409358395,1334819.953284009,1172974.750510355,,,,,,,,,,,,
2000-12-05,9032228.456003096,41010570.467231296,26220900.921856932,3942526.967467205,10031359.755205937,6032780.055121992,1275810.418493531,1362721.1639574256,1187836.5785766793,,,,,,,,,,,,
2000-12-06,9006424.438517155,40863908.979853846,26127120.85375001,3834513.1112827845,9849100.050748356,5955448.550164224,1262571.0991600154,1350615.18485275,1180270.9187396318,,,,,,,,,,,,
2000-12-07,8999961.50168985,40679095.84783074,26004351.3278055,3760851.533534175,9741033.21637322,5890119.3714446295,1262996.3369904736,1350582.9360707095,1178721.212181826,,,,,,,,,,,,
2000-12-08,9075152.774883768,41218286.78668348,26346559.08456004,3857036.902010535,9980122.101505531,6028404.434085195,1277120.8627368596,1369364.9465118125,1188262.3192256403,,,,,,,,,,,,
2000-12-11,8909957.95275212,41269460.96444145,26387155.00522712,3933294.97684819,10071824.18204987,6072917.623824867,1270973.1607675867,1359791.3704697257,1185529.9488345275,,,,,,,,,,,,
2000-12-12,8915078.381256491,41339567.748762816,26435153.40732348,3889876.232866997,9988614.59876595,6025396.3156622695,1282242.688615522,1362183.7722944869,1186792.7080899968,,,,,,,,,,,,
2000-12-13,8969398.17238718,41324738.62072299,26411554.318643074,3810346.6721707983,9899155.256579133,5971625.556502373,1266713.1390881164,1356128.3975616514,1183770.935969919,,,,,,,,,,,,
2000-12-14,8994152.645067709,40802007.04876585,26071633.268172357,3778894.2887044535,9763295.350620404,5885053.622250889,1258705.266257502,1347873.9217151713,1178365.4049056803,,,,,,,,,,,,
2000-12-15,8762636.00088976,40191287.954605505,25693832.571282774,3700758.4529679962,9676788.530943237,5856886.73739217,1247055.0895495818,1334969.3829911358,1171384.040428626,,,,,,,,,,,,
2000-12-18,8880240.611709498,40693444.13771172,26016466.861628678,3818032.158440798,9851318.492779097,5964911.075267438,1261395.3951311244,1351420.3474668155,1180704.2980655301,,,,,,,,,,,,
2000-12-19,8795395.237226002,40317971.64964071,25759620.57638665,3732407.05014324,9764075.47587896,5911735.659860713,1224711.0056598168,1321258.6079455507,1161449.9924629303,,,,,,,,,,,,
2000-12-20,8623563.542566143,39086585.25207852,24968631.497562196,3604126.360923577,9520951.154188959,5781260.601669731,1218529.7746319042,1306743.9208490206,1153395.144415356,,,,,,,,,,,,
2000-12-21,8826723.71707664,39792466.832683116,25415919.5267777,3709638.5131367426,9743931.609832598,5907451.655843018,1243118.1487901246,1333474.3298366182,1171347.5193634755,,,,,,,,,,,,
2000-12-22,8899202.979499709,40338013.413226455,25766950.20728553,3796479.754110394,9941533.180528734,6013128.763727976,1263143.9989482479,1356830.2766159112,1185290.799059555,,,,,,,,,,,,
2000-12-26,8955153.2325826,40523882.0786457,25875483.029971816,3782354.9278518218,9992824.568657693,6044166.644789455,1277411.3332445007,1368763.8527705474,1190823.705865984,,,,,,,,,,,,
2000-12-27,9222873.682883864,41386241.35490799,26419677.171180367,3826055.1151103694,10107708.324176297,6115575.683689556,1316579.277030554,1397618.9170797712,1206806.2684319771,,,,,,,,,,,,
2000-12-28,9311035.189244816,41766717.05916187,26664075.48196653,3836953.3980375854,10176755.210311193,6168549.197325028,1318465.616550956,1403066.350035543,1209581.8149879694,,,,,,,,,,,,
2000-12-29,9379163.58995412,42082924.39946166,26859405.441709932,3782103.802220109,10093090.940761246,6127121.842216271,1323395.9582078897,1406115.1762844953,1212721.9813709746,,,,,,,,,,,,
2001-01-02,9221685.822570894,41401253.95255625,26413634.948209424,3674203.282802496,9890866.029026214,6000040.034167335,1284886.1549951637,1386123.4895875342,1204049.6758684365,,,,,,,,,,,,
2001-01-03,9485678.20730665,42953238.537953876,27394330.34437999,3966101.909428921,10415785.796051426,6294350.7264666,1320446.220980976,1417439.0312190417,1225172.833157612,,,,,,,,,,,,
2001-01-04,9193919.27923479,42326045.32427754,26991826.535098124,3911137.2331466265,10225811.863993924,6180431.176984561,1297538.7139500745,1397172.4048322963,1216282.1702672385,,,,,,,,,,,,
2001-01-05,9007244.224421885,41602636.4984581,26533677.045541853,3785946.1706088204,10040461.963850502,6077447.39705584,1289293.0963368593,1393775.6974045925,1212332.290696515,,,,,,,,,,,,
2001-01-08,8958384.377347175,41205502.44169798,26273249.5531597,3751983.2386061153,10002224.480367744,6050728.701923991,1289071.1545261603,1398055.44238634,1211836.4079352834,,,,,,,,,,,,
2001-01-09,8911285.82668873,40864764.2207328,26042791.905061357,3796327.191315024,10134715.172542835,6121962.436212859,1293052.7350629824,1405244.6567466815,1214519.3134140067,,,,,,,,,,,,
2001-01-10,8893675.331732472,40933006.811935335,26073270.269163463,3854719.0552309733,10323254.768510904,6235976.239273701,1310615.6546770127,1422993.9531941607,1223726.6325801255,,,,,,,,,,,,
2001-01-11,8924473.49223726,41205603.862188645,26239912.9772205,3889976.8132813484,10381609.652079185,6268860.743569381,1310080.8398587182,1428109.2305389424,1226294.0959527106,,,,,,,,,,,,
2001-01-12,9017126.720378688,41507586.52953887,26431710.72373982,3852174.324535191,10332901.639093548,6239774.031030551,1311977.9982822172,1433365.8079349443,1230954.7970499678,,,,,,,,,,,,
2001-01-16,9099570.449466333,41839264.56696263,26647194.403415028,3842091.2523776935,10327668.680909246,6237909.420765329,1322197.734947525,1445492.4392067408,1237247.6329353347,,,,,,,,,,,,
2001-01-17,8963257.583298303,42044158.83241721,26790410.723793205,3844455.6657958995,10360097.016750392,6258767.25986919,1323710.1186038782,1447945.4572345132,1238492.3960852148,,,,,,,,,,,,
2001-01-18,8885477.600077989,41940172.8315159,26736220.56997596,3877217.983869839,10449721.01290336,6293416.092274789,1313734.3198554956,1444407.4107977836,1233661.446870275,,,,,,,,,,,,
2001-01-19,8658937.590461906,41302165.980455674,26361355.455010954,3887356.945483731,10450101.728729192,6274238.639007116,1276091.4195812375,1416484.8966976851,1217412.0203688357,,,,,,,,,,,,
2001-01-22,8715861.319384174,40676709.69922252,25908751.792853855,3828177.936510751,10462214.257216135,6299861.4126438685,1293484.5841216266,1424292.6910966407,1219816.9918197095,,,,,,,,,,,,
2001-01-23,8761768.38897452,41049691.46549108,26143315.066828437,3866735.642126334,10605181.858481467,6383554.343499466,1309593.211021602,1442893.1543944883,1232778.4519504556,,,,,,,,,,,,
2001-01-24,8722317.03597127,40957947.27520211,26090215.636528004,3860005.4333903687,10565762.885175824,6356564.990733894,1299593.8887906054,1429912.894237341,1225795.5124714582,,,,,,,,,,,,
2001-01-25,8837664.29391798,40947697.69523965,26069250.756668456,3850053.2383541223,10531230.109983262,6345135.275343046,1320036.8945028689,1447899.470526497,1238303.149811837,,,,,,,,,,,,
2001-01-26,8783027.614183662,40705044.428839326,25925975.90941489,3877743.272108383,10574541.753454603,6357766.99165293,1325251.6944581196,1451577.7837486484,1240542.0218973975,,,,,,,,,,,,
2001-01-29,8816346.479528807,41043717.03417081,26139256.339036744,3908906.150859806,10647546.87789546,6396799.919550088,1338713.0146231551,1463739.672858579,1248427.6995131255,,,,,,,,,,,,
2001-01-30,8856424.444353899,41360118.66047085,26336739.89452293,3896080.145406861,10648961.787513912,6398822.10926048,1333833.9854244746,1461254.2539470757,1247453.8535796579,,,,,,,,,,,,
2001-01-31,8989630.930364672,41773911.041801855,26582204.22314605,3888162.1823338154,10632258.988942644,6396879.101072308,1360345.0546108452,1473894.5803723827,1256415.4811463067,,,,,,,,,,,,
2001-02-01,8994213.50357235,41710554.98672078,26536676.760631926,3932071.5779272155,10722131.7701188,6446053.557328393,1363936.0349288,1477792.5777938177,1259359.4164259918,,,,,,,,,,,,
2001-02-02,8889529.968337502,41596894.04570462,26473334.03101539,3832942.0209182496,10526959.225097494,6342940.271676469,1336102.121439343,1460011.8993790178,1249187.9016633637,,,,,,,,,,,,
2001-02-05,8903926.762504254,41816031.738375425,26614079.1083833,3822478.2684725607,10540285.176790118,6354816.826833649,1335641.1155636492,1462111.5649418745,1250183.2296546383,,,,,,,,,,,,
2001-02-06,8842826.611034026,41753513.85368868,26573110.876772176,3818480.762375872,10521311.5837148,6337625.919238556,1336847.8108180736,1464457.0096389693,1249378.600023046,,,,,,,,,,,,
2001-02-07,8828419.40247038,41709389.95895987,26548154.82319589,3828527.5049657826,10567453.878953813,6368445.910984459,1351015.124228396,1473470.9642997654,1253882.0094025817,,,,,,,,,,,,
2001-02-08,8804657.42456067,41837799.88447781,26648273.974692464,3779871.048974916,10474126.443439787,6307396.612800598,1327040.1063034115,1454950.5322262174,1242250.3214441773,,,,,,,,,,,,
2001-02-09,8757745.163859162,41502939.610375546,26420898.53538388,3634383.0133258193,10141932.436799506,6115522.932056473,1306977.898040743,1436564.0281777906,1235369.5312311577,,,,,,,,,,,,
2001-02-12,8894921.079654073,42027107.03280555,26753748.67388654,3666532.5665520118,10238422.262620889,6170833.4538225485,1325472.4119403162,1452625.0545106772,1245238.2204511585,,,,,,,,,,,,
2001-02-13,8905894.740937266,41912671.041500546,26666127.27763537,3630340.4506094875,10153765.21327664,6134305.583203617,1331350.8652095655,1460174.3737737448,1252931.576933788,,,,,,,,,,,,
2001-02-14,8798938.687350878,41662936.93417911,26512561.567185726,3682455.2134723896,10273926.93952903,6188861.957219982,1336052.2350377666,1466645.8901907462,1255595.0697768696,,,,,,,,,,,,
2001-02-15,8725626.52045758,41968390.87792004,26729556.897398394,3698349.5307742273,10368902.1286968,6229874.937471285,1334852.435376957,1469931.1653179957,1256754.9672298718,,,,,,,,,,,,
2001-02-16,8665779.6677591,41603273.17842971,26508710.86666906,3622511.7909898628,10193199.98985855,6132222.371123813,1333162.422882486,1463597.9389873217,1253332.4446400267,,,,,,,,,,,,
2001-02-20,8636959.014410758,41175928.06615341,26231153.70336221,3551612.4019405376,10044307.832591059,6059495.940653935,1340747.4018627533,1470474.6323981122,1257048.3277147058,,,,,,,,,,,,
2001-02-21,8443749.030063154,40329885.48135453,25715099.07318315,3492860.661054612,9912607.180886649,5974437.672880149,1311829.0372172848,1443937.9127596568,1240133.653315325,,,,,,,,,,,,
2001-02-22,8348574.591249002,40326057.9209955,25724929.04330775,3468027.091467174,9836913.202744272,5931069.523643862,1308649.5964951767,1441051.5874646087,1238687.8666994243,,,,,,,,,,,,
2001-02-23,8304771.994320225,40211188.75142644,25650549.40092241,3439063.5687948796,9708981.050637662,5852467.124927993,1312294.2591341294,1444358.3267182005,1240967.5252860114,,,,,,,,,,,,
2001-02-26,8544432.993589632,41159248.01993274,26219969.67194447,3538514.844237986,10028389.337062605,6051121.527101522,1344862.74203121,1482121.0763686898,1263974.5234276487,,,,,,,,,,,,
2001-02-27,8476315.695179073,40736284.85498053,25976833.00109493,3480613.51670058,9942724.007322315,6000409.109857523,1321862.0473695078,1459959.6929740196,1250155.7040645506,,,,,,,,,,,,
2001-02-28,8366349.8708198145,40238175.0409845,25675713.914907683,3382189.633604903,9737408.772428902,5883533.630033588,1317515.8198607017,1450947.7237788937,1244045.303376908,,,,,,,,,,,,
2001-03-01,8222198.581270724,39856175.726989694,25442745.664717123,3419030.8685901845,9900127.56227128,5972528.410445353,1298752.0879289636,1441286.4431527753,1239628.7570472464,,,,,,,,,,,,
2001-03-02,8229717.151515891,40092221.798467405,25602804.558101553,3296539.9400307424,9649361.512731196,5833394.054982945,1303086.8975552663,1448746.6913857847,1245438.256166906,,,,,,,,,,,,
2001-03-05,8218885.591704854,40192912.13419853,25673246.863450907,3306055.2622686853,9711730.825281138,5860479.793792625,1306175.103169751,1456627.4831224433,1251676.497919322,,,,,,,,,,,,
2001-03-06,8234655.909678762,40469985.09366876,25848375.053187646,3353866.410447107,9857413.739246111,5941287.298451835,1317100.8724158674,1470593.243677602,1262084.625633927,,,,,,,,,,,,
