Date,1990_gro,1990_bench,1995_gro,1995_bench,2000_gro,2000_bench,2005_gro,2005_bench,2010_gro,2010_bench,2015_gro,2015_bench,2020_gro,2020_bench
2002-08-09,6549994.515169659,2554622.702631271,2796892.5436241846,2215168.2254035682,1637621.7386922184,699104.9240447198,,,,,,,,
2002-08-12,,,,,1637621.7386922184,699104.9240447198,,,,,,,,
2002-08-16,6782536.034019527,2687187.284109856,2923987.8931090008,2262000.3235655553,1704859.9051323424,722881.9121116995,,,,,,,,
2002-08-19,,,,,1704859.9051323424,722881.9121116995,,,,,,,,
2002-08-23,6929391.036117952,2679414.311630191,2973348.336058819,2295485.9162929025,1629281.8745237468,688935.9366388932,,,,,,,,
2002-08-26,,,,,1629281.8745237468,688935.9366388932,,,,,,,,
2002-08-30,6741983.905964361,2589304.3477735813,2859235.55060446,2227056.2476263256,1620386.0976298081,663813.0863260167,,,,,,,,
2002-09-02,,,,,1620386.0976298081,663813.0863260167,,,,,,,,
2002-09-06,6676291.115521503,2552248.5094657624,2842145.8608659646,2183864.8356527938,1666484.4242560705,668822.8688304703,,,,,,,,
2002-09-09,,,,,1666484.4242560705,668822.8688304703,,,,,,,,
2002-09-13,6765174.169573666,2518725.6679488495,2884782.573881054,2175856.875022231,1642876.618527516,633306.8754190214,,,,,,,,
2002-09-16,,,,,1642876.618527516,633306.8754190214,,,,,,,,
2002-09-20,6455294.702327154,2356482.636793214,2722100.9905949207,2055941.4151288702,1672495.2892059307,643881.3053179965,,,,,,,,
2002-09-23,,,,,1672495.2892059307,643881.3053179965,,,,,,,,
2002-09-27,6327338.016436313,2304417.902161746,2656719.8105451902,2016943.590590898,1586696.6844673068,618195.6792575992,,,,,,,,
2002-09-30,,,,,1586696.6844673068,618195.6792575992,,,,,,,,
2002-10-04,6249922.245283005,2219621.8387472224,2619745.4359788722,1969415.4535826854,1579792.9357902217,605577.4196727556,,,,,,,,
2002-10-07,,,,,1579792.9357902217,605577.4196727556,,,,,,,,
2002-10-11,6655966.661274086,2378359.993551276,2794353.1370098344,2051311.1002490998,1702362.3714805401,662958.7137210949,,,,,,,,
2002-10-14,,,,,1702362.3714805401,662958.7137210949,,,,,,,,
2002-10-18,7054556.75345388,2543090.3897018465,2975820.1459224075,2160507.4471710394,1712356.6802356404,663634.4512096761,,,,,,,,
2002-10-21,,,,,1712356.6802356404,663634.4512096761,,,,,,,,
2002-10-25,6911478.638819018,2516266.595911271,2958918.261431643,2198529.698613602,1725001.062923803,664836.327010982,,,,,,,,
2002-10-28,,,,,1725001.062923803,664836.327010982,,,,,,,,
2002-11-01,6985030.017284411,2567483.4044122007,2990214.8650828605,2200236.8798183445,1704852.885375012,681659.538792591,,,,,,,,
2002-11-04,,,,,1704852.885375012,681659.538792591,,,,,,,,
2002-11-08,6833809.227490455,2476582.1003397657,2907515.3630118133,2185123.815457484,1726144.0049104972,681434.4550104233,,,,,,,,
2002-11-11,,,,,1726144.0049104972,681434.4550104233,,,,,,,,
2002-11-15,7065613.431453322,2544899.4137923513,3035421.7418254684,2227779.1068443297,1716164.3936910462,706670.0018959541,,,,,,,,
2002-11-18,,,,,1716164.3936910462,706670.0018959541,,,,,,,,
2002-11-22,7018638.530793198,2636790.1087821084,3021198.643031379,2277013.707935044,1721532.9267761603,708096.8288952244,,,,,,,,
2002-11-25,,,,,1721532.9267761603,708096.8288952244,,,,,,,,
2002-11-29,6982250.825900702,2641482.2542344765,3027604.348942421,2290664.4166239267,1689488.4003450512,686691.8606115757,,,,,,,,
2002-12-02,,,,,1689488.4003450512,686691.8606115757,,,,,,,,
2002-12-06,6823671.227862718,2521269.6188584985,2917492.7820480173,2243134.5585223385,1659644.61802047,681735.0233989022,,,,,,,,
2002-12-09,,,,,1659644.61802047,681735.0233989022,,,,,,,,
2002-12-13,6844479.8726819595,2573277.9400932854,2911461.05128201,2177567.92868707,1618173.8643933313,669642.636958377,,,,,,,,
2002-12-16,,,,,1618173.8643933313,669642.636958377,,,,,,,,
2002-12-20,6722270.380946369,2536476.3933656123,2877419.3470062236,2204190.087879028,1617635.647440111,674669.4786302992,,,,,,,,
