Date,1990_none,1990_ideal_d30,1995_none,1995_ideal_d30,2000_none,2000_ideal_d30,2005_none,2005_ideal_d30,2010_none,2010_ideal_d30,2015_none,2015_ideal_d30,2020_none,2020_ideal_d30
1990-10-26,1004086.1527523183,1028527.26087726,,,,,,,,,,,,
1990-11-02,1014181.4308972226,1044399.4363240545,,,,,,,,,,,,
1990-11-09,1029385.0384973073,1063141.5799614277,,,,,,,,,,,,
1990-11-16,1069783.6698141645,1109916.7565544918,,,,,,,,,,,,
1990-11-23,1065731.6474472797,1104363.1880051661,,,,,,,,,,,,
1990-11-30,1086674.7961727083,1126488.4551429767,,,,,,,,,,,,
1990-12-07,1127161.7441223103,1165057.031663809,,,,,,,,,,,,
1990-12-14,1123386.969581122,1161812.1678731018,,,,,,,,,,,,
1990-12-21,1136503.7218534967,1177713.875544871,,,,,,,,,,,,
1990-12-28,1123048.6110771697,1168043.3971477947,,,,,,,,,,,,
1991-01-04,1089654.505996634,1141378.6612945413,,,,,,,,,,,,
1991-01-11,1077667.1525686923,1129234.750931399,,,,,,,,,,,,
1991-01-18,1164278.669003524,1216058.7918120595,,,,,,,,,,,,
1991-01-25,1177081.6608356566,1233755.7793686725,,,,,,,,,,,,
1991-02-01,1205504.3066792828,1272697.8747686255,,,,,,,,,,,,
1991-02-08,1277318.7863060604,1336408.0508008904,,,,,,,,,,,,
1991-02-15,1327192.7699084484,1384612.3067411839,,,,,,,,,,,,
1991-02-22,1328153.0320880031,1377386.6447360292,,,,,,,,,,,,
1991-03-01,1333780.61037395,1388839.6145294863,,,,,,,,,,,,
1991-03-08,1382247.7013151196,1432455.9026923685,,,,,,,,,,,,
1991-03-15,1369198.3178825132,1436460.2037019734,,,,,,,,,,,,
1991-03-22,1346220.060532785,1416760.4975831776,,,,,,,,,,,,
1991-03-29,1392159.1703320683,1464659.2010694859,,,,,,,,,,,,
1991-04-05,1401793.4732156682,1473216.7347147153,,,,,,,,,,,,
1991-04-12,1420094.6631163107,1488801.9780979683,,,,,,,,,,,,
1991-04-19,1425692.7836752725,1502322.4800705903,,,,,,,,,,,,
1991-04-26,1416571.1186194532,1487845.3812787468,,,,,,,,,,,,
1991-05-03,1423284.0691515682,1494891.1216707644,,,,,,,,,,,,
1991-05-10,1401470.1444087997,1474880.383168668,,,,,,,,,,,,
1991-05-17,1370309.6757693957,1445352.8962283297,,,,,,,,,,,,
1991-05-24,1418257.104440656,1493250.726999523,,,,,,,,,,,,
1991-05-31,1456715.3171873016,1528599.0655399081,,,,,,,,,,,,
1991-06-07,1418171.6141522867,1500689.5724914775,,,,,,,,,,,,
1991-06-14,1442743.1673685145,1524340.9804784635,,,,,,,,,,,,
1991-06-21,1424775.0167517804,1509555.937433747,,,,,,,,,,,,
1991-06-28,1408016.27887883,1490042.8213039855,,,,,,,,,,,,
1991-07-05,1431920.2007652724,1515588.2683777856,,,,,,,,,,,,
1991-07-12,1475088.763509565,1554948.1621358492,,,,,,,,,,,,
1991-07-19,1483355.383617268,1571723.598099899,,,,,,,,,,,,
