Date,1990_none,1990_ideal_d30,1995_none,1995_ideal_d30,2000_none,2000_ideal_d30,2005_none,2005_ideal_d30,2010_none,2010_ideal_d30,2015_none,2015_ideal_d30,2020_none,2020_ideal_d30
2003-08-08,8204040.7855169345,20258966.678868204,3287564.6876189173,4825757.6592237335,1812331.2325382517,2738870.5312434128,,,,,,,,
2003-08-15,8307896.274904381,20659205.145076618,3371767.102824485,4956736.46242184,1868740.5657409898,2821069.838334236,,,,,,,,
2003-08-22,8201651.987225927,20382002.307604503,3370107.152201277,4952484.002133463,1891102.5530128928,2871204.6088210884,,,,,,,,
2003-08-29,8231934.016216062,20351185.927467808,3419140.3658088483,5032299.230451969,1944789.931501456,2941934.3890461014,,,,,,,,
2003-09-05,8305240.82179313,20654423.943415105,3473455.376704825,5102305.640300872,1913848.7324489795,2902630.2450808664,,,,,,,,
2003-09-12,8228122.881538371,20376552.27124876,3437155.697316427,5061029.896982144,1891182.214058127,2868558.6092696437,,,,,,,,
2003-09-19,8386651.092356026,20780105.142490402,3501488.3623214457,5141869.205279523,1939934.3919093653,2936464.3438205672,,,,,,,,
2003-09-26,8155683.476691307,20283550.102973998,3375924.8707633875,4961603.997108814,1900489.5439329683,2874857.486397885,,,,,,,,
2003-10-03,8304532.217301802,20895497.771799173,3503511.029230128,5215272.961520227,1962774.2486074201,2962615.4109975332,,,,,,,,
2003-10-10,8364221.934716953,21156965.09522104,3535207.022526393,5258709.833330863,1982787.1337678835,3002739.384614492,,,,,,,,
2003-10-17,8442183.09035318,21228056.42074307,3560319.1545527196,5326999.258621966,1995731.802241667,3028313.4246137002,,,,,,,,
2003-10-24,8357628.005554591,21118790.97880141,3496446.8456369103,5258279.975095337,2000571.4806168724,3070407.079898771,,,,,,,,
2003-10-31,8512323.75938346,21563993.855441783,3535587.260453995,5280585.898053746,2055948.2421854034,3139741.5007970403,,,,,,,,
2003-11-07,8485507.447432896,21713681.922366858,3534464.9115775726,5251265.632322907,2071296.5014366743,3118508.183220618,,,,,,,,
2003-11-14,8485023.03506739,21549531.463167723,3503922.9897232824,5234230.403263088,2056824.853190921,3092060.5286049647,,,,,,,,
2003-11-21,8384943.440186873,21339460.738871694,3484958.8779718536,5238831.781284263,2044671.2797073754,3077504.8115381077,,,,,,,,
2003-11-28,8605641.21582779,21842239.12406129,3577316.7496957397,5392641.539340322,2101544.010899563,3136754.1779665123,,,,,,,,
2003-12-05,8560166.94084099,21581898.25736651,3547598.7351963134,5339901.316857204,2061464.4004789726,3066225.8333584727,,,,,,,,
2003-12-12,8624673.346111508,21858276.474884786,3563687.8397654872,5374209.807198069,2026481.7536189363,2994126.971940221,,,,,,,,
2003-12-19,8717251.351889461,22044474.172383953,3601446.339773859,5424638.217782394,2023315.8822505155,2999428.939354141,,,,,,,,
2003-12-26,8716719.705520384,22100472.728897214,3618660.0682394006,5456600.28153861,2033006.1228668755,3016418.008799707,,,,,,,,
2004-01-02,8777779.216340706,22355681.321342923,3672017.8448341377,5571412.298430079,2028821.1021016936,3011145.320926944,,,,,,,,
2004-01-09,8781235.731162645,22643877.997934278,3709796.355329399,5608089.725584042,2043646.1084734178,3070462.389187653,,,,,,,,
2004-01-16,8858195.636816757,22949560.06913263,3746045.1893183854,5663114.66618179,2094190.6276562691,3116001.6353150043,,,,,,,,
2004-01-23,8875550.14428505,22824335.815586865,3755537.7303901226,5670475.336234855,2110147.7614894374,3159563.936760819,,,,,,,,
2004-01-30,8941241.248965053,23071119.54175865,3753878.569943007,5669590.107206259,2094323.6188378343,3140490.4080655873,,,,,,,,
2004-02-06,9082034.089076474,23431672.37241575,3767584.392307977,5677335.229286367,2149460.560732601,3219989.8756358386,,,,,,,,
2004-02-13,9110538.01137043,24078734.749323454,3772755.559030124,5690733.2279995335,2163962.8321570666,3255088.9465376735,,,,,,,,
2004-02-20,9145454.34558643,24120316.412365295,3795009.8640397447,5741448.700499941,2190883.456650705,3290090.6360057327,,,,,,,,
2004-02-27,9169258.730814105,24262038.212449804,3788482.1737584295,5743883.94777441,2192878.786771055,3266292.5943978094,,,,,,,,
2004-03-05,9301265.971418316,24454032.268071596,3812488.55297607,5790758.045869267,2183150.1200929345,3255768.6368968096,,,,,,,,
2004-03-12,9196116.619461188,24132356.93718731,3729805.9406751627,5662256.680085791,2141367.7731666267,3176043.1843907647,,,,,,,,
2004-03-19,9070171.396895183,23897926.434915125,3680785.046980569,5629018.199427493,2140705.546498599,3181236.39039567,,,,,,,,
2004-03-26,9047548.139506847,23817531.280033253,3690367.4631727864,5634605.723131887,2152734.587795971,3215503.4642279,,,,,,,,
2004-04-02,9217236.928221755,24447898.241680898,3782551.8348211814,5804415.681294354,2212683.2209514845,3306431.417806248,,,,,,,,
2004-04-09,9237895.803286152,24500902.59543383,3766640.901978884,5805050.610798579,2205222.0856636907,3278419.4007892623,,,,,,,,
2004-04-16,9368025.052731784,24326444.394117907,3752969.7508746665,5750709.239086573,2218617.59464398,3300019.121200572,,,,,,,,
2004-04-23,9370801.439340077,24301300.77450985,3820123.019618556,5845600.301471338,2253944.186554118,3345291.8412916358,,,,,,,,
2004-04-30,9163760.291709956,23568565.341466255,3649685.376048537,5572699.314014726,2237718.6745255655,3299005.4309048294,,,,,,,,
2004-05-07,9033354.23398522,23161963.6636713,3607243.630889139,5519562.621724004,2182423.5196077004,3200157.0512015345,,,,,,,,
2004-05-14,9047220.904097974,23385442.594097216,3649869.612951375,5612847.412304121,2164540.276288527,3190975.565586719,,,,,,,,
2004-05-21,8953836.362500366,23193241.512870833,3634339.4018042595,5615536.1615178315,2144199.204753211,3176050.0753991683,,,,,,,,
2004-05-28,9173168.397336189,23831133.751370344,3722523.1685382174,5774346.1344909305,2228283.835089513,3329232.966319619,,,,,,,,
2004-06-04,9236874.789704772,24022939.629655425,3705412.226756311,5751556.926397935,2233728.825499883,3349119.311677479,,,,,,,,
2004-06-11,9346173.461469779,24433576.073193483,3760393.901064624,5813390.972266574,2271586.5039396253,3402720.92325074,,,,,,,,
2004-06-18,9289821.517075075,24473906.23086457,3739336.340366369,5786777.538901541,2276474.9149574293,3409047.2146026185,,,,,,,,
2004-06-25,9215671.667179955,24461501.9100142,3714771.6829594243,5737904.053638981,2316711.045037876,3467186.065318571,,,,,,,,
2004-07-02,9165183.35416497,24358451.88680826,3659343.3293177634,5648224.047447142,2210113.186389152,3295559.30870581,,,,,,,,
2004-07-09,9116786.481355948,24144619.803605836,3628091.2498102738,5605445.685969486,2175035.4033516883,3267524.2275250764,,,,,,,,
2004-07-16,9122899.333338814,24031255.82820162,3600164.7915998297,5613857.599817923,2116941.491432271,3179840.261528583,,,,,,,,
2004-07-23,8850179.489877453,23458775.753401592,3527364.0319501404,5485847.39715871,2096596.7711284733,3159599.5666583274,,,,,,,,
2004-07-30,8990729.471559545,23843210.332972225,3589831.108153585,5580893.461587475,2113137.835094887,3194337.694803819,,,,,,,,
2004-08-06,8750953.161986616,23199059.29447803,3466767.96084259,5391253.07887339,1996514.577550532,3005732.348217172,,,,,,,,
2004-08-13,8794532.769179475,23117623.043684702,3493567.614190517,5456002.058597999,2011804.0397584639,3003261.792317002,,,,,,,,
2004-08-20,9063454.906656405,23997829.74452956,3555293.650745874,5553210.682392676,2069451.0752792587,3130597.893171299,,,,,,,,
2004-08-27,9123763.957409462,24170088.260418136,3577024.7809779383,5591495.9693914205,2056309.1802218435,3116560.5943701006,,,,,,,,
2004-09-03,9211751.736159513,24298619.351678073,3567526.9915903932,5577476.762825525,2110625.687294707,3199604.6484450395,,,,,,,,
2004-09-10,9178804.359395307,24451966.322182454,3605624.15443815,5661644.0637910245,2107249.1849615835,3212885.0438365093,,,,,,,,
2004-09-17,9227763.375131214,24637842.047106933,3643219.7934293435,5728017.593940576,2135236.2971350057,3286911.3168968926,,,,,,,,
2004-09-24,9217862.7883442,24644400.506261222,3624486.3560393187,5729584.48935826,2104031.606963028,3254374.7718583164,,,,,,,,
2004-10-01,9396374.051626507,24913027.72646826,3723179.680458511,5896860.813028944,2131846.493535901,3312247.4824991436,,,,,,,,
2004-10-08,9317963.36270122,25199989.92081137,3710528.6429382777,5878845.2362569515,2110166.498658706,3246651.650636512,,,,,,,,
2004-10-15,9310930.673540398,25372126.207834106,3715343.502510325,5893514.622774049,2094508.2046856731,3225858.026642966,,,,,,,,
2004-10-22,9241941.335924098,25177030.176885743,3686685.011870524,5820862.314879935,2130522.2138982727,3313910.772474329,,,,,,,,
2004-10-29,9556182.70246118,25833392.114690296,3805546.7393501597,5999181.4439036185,2230656.56168045,3460211.791939518,,,,,,,,
2004-11-05,9918210.04626069,26712700.488799248,3999404.424009842,6330453.223326901,2324955.4070931375,3582554.8366813147,,,,,,,,
2004-11-12,10049644.862975929,27087599.08873239,4063319.608347634,6440499.273303524,2358243.4776328336,3629464.486156182,,,,,,,,
2004-11-19,9763966.499583673,26743599.802050732,4011540.3082193825,6404206.017883696,2306987.754811103,3570383.58565476,,,,,,,,
2004-11-26,9872310.94259533,27150221.746460486,4035582.061434391,6455587.072544286,2348627.457060063,3624325.432198404,,,,,,,,
2004-12-03,9874003.721873596,27250357.162659865,4046297.607237869,6456414.023716766,2354663.94950788,3638520.688454102,,,,,,,,
2004-12-10,9879323.98345932,27322864.34502155,4050272.3413110855,6483056.1623009015,2375761.938667246,3667583.279302753,,,,,,,,
2004-12-17,9987152.626485722,27583638.181680325,4098039.861031113,6558373.542825333,2376911.179672594,3687162.96319775,,,,,,,,
2004-12-24,10065097.89626269,27775652.23841788,4129567.0293088453,6596823.367825242,2411814.675801836,3733436.4533755584,,,,,,,,
2004-12-31,10114599.830723932,27844655.690121338,4158389.6226157076,6679300.991452953,2447372.4767196747,3785509.5572883887,,,,,,,,
2005-01-07,9916769.371803774,27245031.519284397,4072835.4078439726,6560495.564337828,2392157.291178644,3721088.6301028556,1000000.0,1000000.0,,,,,,
2005-01-14,9960147.296060566,27446811.056076825,4100650.7111710757,6639473.074461979,2393903.477713088,3747182.621096739,998560.8190092521,999438.6234154638,,,,,,
2005-01-21,9848371.336674323,27078105.130587198,4041756.605222881,6548921.750439251,2370104.3348550242,3710357.38556344,992750.7178831225,993753.7117454738,,,,,,
2005-01-28,9875171.886764525,27243164.71599128,4059360.206669923,6556472.580880545,2355170.4371039188,3685214.558777419,993550.4575774191,995120.2914481541,,,,,,
2005-02-04,10129089.228068637,28096072.180986423,4156240.461431724,6752673.156101244,2437409.9330681385,3802406.6641197214,1004590.5246318367,1004583.1926046662,,,,,,
2005-02-11,10087765.67318609,27995792.320094343,4109727.5682039186,6662612.175318278,2409984.456635952,3793348.9537865976,1000771.1089616638,1001988.475047828,,,,,,
2005-02-18,10019583.714772556,27849598.880854644,4084008.191189317,6652184.342354998,2405459.651379148,3751609.9128537904,998031.0573540219,999996.9128444074,,,,,,
2005-02-25,9989674.925940983,27751828.432470623,4101714.4706869414,6716221.914745642,2425825.109532196,3810485.109552435,998556.8838590359,1000823.058497466,,,,,,
2005-03-04,10096230.811787358,28273383.07956412,4154715.551074582,6825073.204933443,2488197.48608812,3894854.915412534,1001902.2717953977,1003467.5638110618,,,,,,
2005-03-11,9983873.857025705,27748396.31555192,4081879.358709492,6692517.475036062,2455507.4378575576,3860246.5817132187,996207.317814564,999433.5510989071,,,,,,
2005-03-18,9866897.956461411,27562179.824940432,4025713.907814208,6634166.452863368,2383330.702686718,3771132.555179879,989212.1736323541,993185.0267075546,,,,,,
2005-03-25,9727564.031602416,27173734.171294834,4012369.1298324964,6633111.337044853,2372246.9205027376,3781125.2175086765,984808.8472087003,988328.5759484757,,,,,,
2005-04-01,9689567.088360976,27203553.47155436,4031231.2040867438,6693890.317148081,2348553.8029095787,3754624.8352491213,982130.2880911498,985502.219468061,,,,,,
2005-04-08,9789309.127911812,27354746.057963666,4074779.9811818036,6783494.042279682,2342509.301607124,3689455.183020534,985310.7407804814,988659.9765680504,,,,,,
2005-04-15,9518169.3728428,26421993.229497686,3917103.7985536736,6491157.637616085,2262492.7530479366,3573040.409798025,969020.9307927463,973556.0929762695,,,,,,
2005-04-22,9439243.574513778,26318393.369886015,3914593.0420551863,6485649.259885281,2261164.3237501495,3580683.5943372925,970574.0143462328,977137.1858041501,,,,,,
2005-04-29,9508680.862322066,26340901.094023198,3951910.2405520976,6581115.321279092,2295164.0145438267,3624314.3205558024,976778.5111426369,983141.2114670388,,,,,,
2005-05-06,9665460.840492059,26796898.993662342,4046891.0464356155,6771268.181458771,2322869.959670804,3641105.662861358,986730.2233602629,993693.9240052791,,,,,,
2005-05-13,9518235.52917743,26496200.37612088,4011666.968323212,6695248.487994569,2321243.8490950735,3645753.882523005,977421.1360876533,985525.6942115566,,,,,,
2005-05-20,9845814.405529592,27289519.617379427,4127311.5768236313,6869253.536522602,2427824.0459153294,3800765.102984969,1006109.6617322027,1013994.5106775811,,,,,,
2005-05-27,9897032.460591074,27442188.39994797,4177320.5929403203,6970263.221509477,2445441.4497854775,3814111.532713424,1010031.2377096305,1018971.0158782359,,,,,,
2005-06-03,9860506.403090961,27335087.69882719,4184535.6701051835,7030591.693772875,2461265.166264158,3838970.555342603,1009497.3058410326,1020034.2177564583,,,,,,
2005-06-10,9828416.8017514,27281780.85670434,4182816.291812224,7027849.935161193,2470218.5918814065,3860656.450705264,1008278.7642675453,1019181.9985469409,,,,,,
2005-06-17,9920988.024091506,27250238.976971906,4206699.174426506,7089776.339783731,2511932.33870408,3890810.7627711254,1011831.1059728619,1022230.2456252989,,,,,,
2005-06-24,9681495.485152796,26683383.004842266,4128963.103081352,6961015.652508424,2448560.688507563,3831545.7591832397,984643.6423513815,997417.054119434,,,,,,
2005-07-01,9672357.106770871,26514964.99158005,4180195.4985460485,7068294.236171016,2456738.192615564,3867772.35365111,993939.2866631806,1005891.6300929808,,,,,,
2005-07-08,9767444.970235186,26777204.76734471,4234088.979012465,7158893.76064004,2484474.26356869,3926335.6178644034,1001047.1775963384,1013732.1712699985,,,,,,
2005-07-15,9970312.791149577,27448614.40572755,4291257.794984229,7169508.780725616,2518133.5572805977,3970423.2605403564,1011930.2029297202,1025273.8832536613,,,,,,
2005-07-22,10049988.156645374,27468068.073384464,4272330.007478894,7117997.406898094,2540901.139555865,3984164.1639676737,1034608.6938278553,1044752.9494909393,,,,,,
2005-07-29,10042825.101502292,27437478.464150656,4287776.026573061,7188868.572978481,2558408.786910725,4010032.918826248,1035684.3561542324,1044874.2792628729,,,,,,
2005-08-05,9952628.397496726,27425107.582756262,4269550.8390263645,7160310.014210401,2509044.545295926,3968705.059112072,1024677.033471745,1036957.9915364383,,,,,,
2005-08-12,10027890.584091797,27684188.548132796,4267325.310126457,7159903.931848871,2508761.6898589754,3951810.332851671,1030769.1043809347,1044550.98506297,,,,,,
2005-08-19,9954865.20941967,27547915.859110177,4211612.916557916,7061968.705487647,2461876.2036828846,3874879.938258902,1014678.9607044483,1029653.7115790605,,,,,,
2005-08-26,9867168.230136672,27267807.416909605,4169773.311328186,6994100.336567515,2423562.3627389367,3834398.9120584517,1002665.344187291,1019236.2437202471,,,,,,
2005-09-02,9823060.093881257,27060277.352718864,4193526.6738593206,7096424.464915348,2389598.220172835,3769274.6374566574,1003694.249041841,1020142.2680920239,,,,,,
2005-09-09,10005055.459574537,27772252.263817735,4264885.692959083,7248170.837343291,2442445.6648926046,3857837.578577543,1026951.6453719386,1044246.54491582,,,,,,
2005-09-16,9907058.392923778,27577953.205629885,4226787.457898066,7188697.6554072,2410078.7523128735,3853231.037174647,1010868.9808048517,1030604.225136804,,,,,,
2005-09-23,9721623.771002963,26950135.731109068,4151590.844421601,7120852.614937683,2362362.950396449,3748182.8334831093,997111.8683001024,1018543.3401277179,,,,,,
2005-09-30,9730971.723019509,27310972.999095783,4187045.78639195,7214575.203957757,2363646.361990406,3734035.1141084903,999576.0353528948,1022118.4528757976,,,,,,
2005-10-07,9670270.839026468,27069650.20978348,4138532.0324178766,7146185.234949812,2353979.684191553,3701147.0069374642,992826.2882975924,1014732.1487417818,,,,,,
2005-10-14,9770967.935722008,26986540.306140024,4158283.108464005,7161267.631047153,2327300.7186557683,3664967.5434515355,988238.4015289476,1010952.6195857109,,,,,,
2005-10-21,9804484.252364207,26973200.167332627,4180877.0732646426,7209353.256413332,2318242.149895202,3667997.1615882856,988189.0537249852,1012963.0854027406,,,,,,
2005-10-28,9989726.539897554,27558608.29942145,4237127.760613525,7269951.701561686,2322153.6900001415,3658745.574354456,988768.08140521,1015317.9200473742,,,,,,
2005-11-04,10066063.498686047,28059440.874901097,4294041.574803518,7407313.07990743,2430192.892496433,3849031.8088190737,1014029.5817535764,1037989.6025657348,,,,,,
2005-11-11,10245098.120545037,28763065.55194823,4399096.942602946,7600340.652791034,2461099.4395997524,3915792.5941869705,1032475.6321493591,1055852.490538811,,,,,,
2005-11-18,10248153.609525967,28683326.572364934,4440077.2126156185,7691713.827977078,2467434.2810108727,3914922.2965203496,1045508.3185581836,1067398.4621312204,,,,,,
2005-11-25,10344782.802731808,29010117.429637775,4478570.751629896,7734751.606916961,2502096.7128613573,3961878.0248361416,1058157.2524322933,1078743.4573025578,,,,,,
2005-12-02,10289654.406000702,28983485.76672048,4502055.126251708,7846111.243255282,2526070.7688232833,3990099.4943935797,1055367.5536377062,1075719.9329606409,,,,,,
2005-12-09,10202129.194367921,28995026.3890943,4479757.747368529,7857388.574196045,2539213.3506322186,4013765.173058369,1051895.8266899746,1073177.1373290108,,,,,,
2005-12-16,10386046.023836605,29213251.52344677,4504042.147304239,7876966.549041845,2556722.338220392,4049009.130241162,1062546.5252485161,1083878.536704469,,,,,,
2005-12-23,10323472.309430702,29145404.138707716,4474086.5903086,7862046.330721095,2552344.436824741,4060581.4463858907,1058486.7526717447,1080537.0953975385,,,,,,
2005-12-30,10163765.153465295,28706676.79899842,4383601.876344615,7695030.265898324,2523202.322526031,4022724.4226798965,1040685.7725864393,1066816.6605328226,,,,,,
2006-01-06,10323320.255532628,29237056.266464304,4480586.3557129055,7861226.97196878,2550400.8209619243,4065427.6384392185,1061375.796255944,1087370.2227667389,,,,,,
2006-01-13,10369901.074068157,29702157.266022153,4433951.808960519,7750757.156159777,2572914.530851694,4117864.931607402,1067539.3351183198,1094319.0357058248,,,,,,
2006-01-20,10216210.299023144,29361899.494023003,4299928.605518452,7502354.98803998,2518562.0979125123,4052220.924616643,1041280.1941794446,1071308.4487395356,,,,,,
2006-01-27,10193769.969012091,29384521.33513577,4301195.141711514,7475719.624958284,2604179.3662172775,4167392.9560412774,1066458.4242779694,1093249.099508636,,,,,,
2006-02-03,10072813.661005752,29246676.250362806,4277297.960381553,7474157.050832539,2602561.611271617,4234459.864237303,1043101.3426575224,1071302.2997692341,,,,,,
2006-02-10,10208305.510345373,29961890.884126395,4299027.515873487,7491570.707098207,2606159.9193384405,4245452.369947767,1047167.5878528252,1075851.4307144415,,,,,,
2006-02-17,10365174.766970322,30277737.447108835,4297400.416407223,7463007.583243128,2654197.8714410947,4348585.620156772,1068477.324241905,1098853.5730343463,,,,,,
2006-02-24,10339316.683231292,30533315.23773664,4313432.058883212,7506085.1600795835,2656914.3751522913,4337550.593699699,1065128.1613240375,1097266.115654262,,,,,,
2006-03-03,10320320.23677448,30475910.84325768,4276642.183935749,7396426.9161909865,2671589.373823266,4337708.707465986,1063965.0878928644,1097244.00950657,,,,,,
2006-03-10,10356932.054838017,30535649.409286764,4272478.812972651,7363547.974757683,2681484.0054075285,4333320.902882879,1067188.8876668392,1100508.481821069,,,,,,
2006-03-17,10516947.259674557,31032286.934535086,4342535.877055923,7461610.642477065,2740858.4200129625,4416296.796591452,1095471.0049282878,1127114.0743188714,,,,,,
2006-03-24,10502292.194924282,30705896.75098176,4332104.011967105,7421415.249606538,2742420.244242689,4436219.473590413,1089856.085899688,1123987.253828544,,,,,,
2006-03-31,10311988.082933895,30508534.124106307,4298667.256418967,7398659.697169273,2735401.8195711533,4452989.255232911,1076920.66198941,1115793.3720904067,,,,,,
2006-04-07,10247330.013316134,30297907.898872092,4245362.283343668,7271828.433837381,2731791.4125035675,4458979.552091455,1079069.1175452587,1118599.2280738621,,,,,,
2006-04-14,10158412.527699247,30201220.848381676,4222238.166625874,7246581.501422952,2701266.565395524,4382384.946629297,1070661.3451981177,1113093.8843625002,,,,,,
2006-04-21,10206661.160544524,30379331.07017058,4169579.013171585,7073428.535768155,2703107.597279035,4374665.754171893,1072911.035006458,1116213.787569029,,,,,,
2006-04-28,10198611.504612237,30595128.64979779,4143559.9262631973,7082020.80198743,2674040.516591589,4348145.481863263,1061808.5970580028,1106470.2694530615,,,,,,
2006-05-05,10314960.869044613,31165914.870842785,4107396.7302829344,6950330.019864805,2716929.8787357854,4414942.709780206,1071303.8305739823,1116796.9835065608,,,,,,
2006-05-12,10196607.399399335,31009269.07270006,4044419.3008284117,6842693.7439788785,2633269.894295386,4316901.17517939,1043460.6817172071,1090413.3061636048,,,,,,
2006-05-19,10123225.423268935,30761012.91787903,3989092.2470434103,6706951.459137397,2600363.318613388,4261163.543093471,1032206.720195927,1076756.5779335222,,,,,,
2006-05-26,10282302.829465775,31151371.495977767,4026226.4882636922,6692781.98995604,2591040.5130135077,4261662.6457037935,1044985.5316865479,1092693.7657509032,,,,,,
2006-06-02,10288994.763297897,31344142.113928027,4071783.083092462,6884250.621140992,2622713.5510794185,4312807.297823819,1047426.8201639326,1099341.5209028006,,,,,,
2006-06-09,10124392.920501146,30679014.088064782,3970015.5373848495,6701999.970194874,2581608.0708176275,4255021.55399299,1021709.2740259501,1073401.875335624,,,,,,
2006-06-16,10135282.108982604,30815117.88074921,3992168.0200812384,6719130.093355654,2600090.8622027864,4300219.397486212,1027191.8133883742,1080336.556600668,,,,,,
2006-06-23,10026715.55869751,30614472.626308583,4008756.9175328547,6766955.108644567,2593301.9758832534,4303605.213747941,1016988.6708219512,1071165.8217795112,,,,,,
2006-06-30,10047089.672591722,31164217.490377266,4028751.1568100145,6824434.594363089,2584832.164631976,4315889.674913283,1022461.7996099709,1080516.9487213807,,,,,,
2006-07-07,9946812.217109486,30849823.540814593,4013114.0863078283,6819101.604975702,2517254.4482331644,4229513.316568805,1010304.6598052881,1066847.9509074742,,,,,,
2006-07-14,9745705.135737194,30132126.522197388,3957656.9083643965,6801796.773183806,2461674.6769599332,4147373.2035179036,987342.5010400537,1044749.6853420236,,,,,,
2006-07-21,9730589.663976138,29904519.974676523,4006866.681283431,6886220.233654108,2471196.4856491718,4141907.188060659,1000100.5840261253,1056506.0161552085,,,,,,
2006-07-28,9935580.723766705,30558673.650398083,4016593.091863253,6864541.108782887,2517280.758013356,4252138.8833869845,1012877.3244043571,1066936.581612859,,,,,,
2006-08-04,9775696.03726747,30634554.81166868,3990001.303406014,6850278.794408773,2514967.2842621054,4333096.283938414,1010843.7771865608,1065981.4283974005,,,,,,
2006-08-11,9633960.408582572,30265072.50854287,3961057.842573679,6781481.552413927,2493692.971589496,4303870.090244514,1003668.2818469971,1057695.2148565196,,,,,,
2006-08-18,9923544.272450127,31020120.769569866,4112836.7564563258,7038110.860584853,2548253.18632131,4407380.932970637,1042971.3645794877,1098515.04093432,,,,,,
2006-08-25,9846367.29226742,30664240.540338077,4121892.2701991475,7099564.246844603,2490264.875884847,4306893.630620972,1035260.5504535403,1093375.1685106568,,,,,,
2006-09-01,10095590.640422655,31296054.047052167,4217899.840060604,7266178.977915,2584127.973891318,4438111.569079537,1052983.1932678237,1111239.5353641338,,,,,,
2006-09-08,10082812.365568852,31289399.494606294,4206177.2018675115,7214967.062871225,2587855.1547680125,4448842.029142092,1044998.8903065817,1103842.658544139,,,,,,
2006-09-15,10305339.690412765,31889663.916765336,4324559.338229744,7381547.416852781,2687519.698121079,4582232.094235564,1080157.2383990113,1136081.7650970009,,,,,,
2006-09-22,10280731.314774442,31850085.286602274,4291857.991111057,7244472.1007437855,2695602.3464270956,4565399.778149612,1069375.660082997,1128371.1173396232,,,,,,
2006-09-29,10427155.87124042,32489675.995868362,4365124.755529024,7373974.020635088,2717572.4595552874,4575225.606074393,1072492.4159556192,1133644.0791676072,,,,,,
2006-10-06,10584120.773212794,32836881.653671153,4443510.892318759,7545605.587145641,2810151.494171099,4660945.533630022,1095801.867123023,1154142.515520645,,,,,,
2006-10-13,10641577.631185817,33053853.399492707,4463453.6403046325,7514400.493688178,2853579.1880167574,4737250.160660392,1113439.5282809262,1170279.377363781,,,,,,
2006-10-20,10659980.490714539,33225849.004622724,4504744.543702595,7616396.721310265,2858867.981460925,4732544.726252661,1118546.7732591447,1174754.2675236773,,,,,,
2006-10-27,10772856.638229754,33432006.040522844,4487675.755308927,7560462.028166897,2849417.410734509,4728000.975232296,1117198.9359678281,1174466.9549431438,,,,,,
2006-11-03,10731740.662179256,33273465.000502102,4436812.236579291,7438802.437017439,2805617.3548600064,4659031.244129542,1107498.6782343872,1163843.1595365538,,,,,,
2006-11-10,10770619.476156848,33660072.36214694,4450665.72941915,7408623.008512925,2859339.039451973,4752898.537830079,1109499.424095103,1166362.2058273253,,,,,,
2006-11-17,10959460.577683333,34339405.25104398,4564431.136729023,7626766.802278916,2886452.6451185266,4796840.729564495,1134220.903729852,1190926.9813429464,,,,,,
2006-11-24,11093293.431605203,34378430.79011838,4571158.030134296,7606206.1751507195,2855937.8891384657,4753974.485427094,1128790.5848561134,1186694.1713195015,,,,,,
2006-12-01,11012492.233141817,34139402.01124201,4550283.4480178915,7637660.147594641,2830220.391192727,4711510.534068246,1122804.6833148703,1182200.3279015617,,,,,,
2006-12-08,11209901.193384372,34927969.30617687,4583527.211068031,7708911.841964174,2882970.5681244405,4806620.640959373,1140558.0381161247,1202363.1392768247,,,,,,
2006-12-15,11265554.1900984,35123847.292876735,4611379.278644388,7756122.554522928,2903500.64135514,4845879.999362086,1153774.5791035143,1216783.6690536165,,,,,,
2006-12-22,11208776.112555314,35081310.34321461,4616556.591241656,7845805.547958546,2884876.8678697986,4821382.255604621,1139657.3705219151,1203637.595716435,,,,,,
2006-12-29,11280756.505928626,35278528.83328642,4643153.275443704,7895424.5605745595,2873650.540023314,4818619.320474553,1145474.721237955,1210650.8100304636,,,,,,
2007-01-05,11228296.99225254,35087009.82050368,4631092.82576821,7877311.431602116,2910948.145093397,4927187.600055604,1151541.0597997545,1218280.4976132058,,,,,,
2007-01-12,11355316.836120868,35687568.19164747,4726759.464279785,8111750.145929569,3001966.310154437,5056893.421476076,1180347.0159327015,1245507.6789292416,,,,,,
2007-01-19,11413558.419233888,35872006.34937512,4674571.116025013,7969474.653913973,3018826.5319182496,5073067.442655199,1183035.377127715,1248325.9610734764,,,,,,
2007-01-26,11231674.293239802,35270771.39503138,4595759.805725285,7825895.775808465,2985999.979541251,5014333.639143058,1166841.1917449445,1231953.1348268993,,,,,,
2007-02-02,11497061.234018276,36077488.850648046,4676726.31657983,7995143.216721468,3046774.2438604105,5126421.745165012,1177627.7608110555,1244066.9986350513,,,,,,
2007-02-09,11466730.956806269,35877883.28324198,4597838.778617251,7845208.96005968,3030280.6881710165,5165132.6584072765,1165118.931968051,1231796.3406654024,,,,,,
2007-02-16,11647932.27397677,36483854.71748221,4691590.737438647,8058614.820805093,3077321.6579978163,5259267.894662993,1188486.3161874884,1260235.071564055,,,,,,
2007-02-23,11582672.34530455,36561253.87664481,4663570.497028004,7999757.899347499,3097327.943533108,5292735.659863418,1189931.9568443692,1263628.6644570786,,,,,,
2007-03-02,11100697.142631132,35215297.578467965,4526998.1541022705,7830546.323892334,2950740.493325839,5102882.4470023215,1136344.7476479092,1209487.566171137,,,,,,
2007-03-09,11230920.222471716,35676992.338778906,4522659.127152933,7802552.450047599,2996548.374076734,5239566.784759608,1145993.9792308195,1223269.2967982579,,,,,,
