Date,1990_dow_pmcc_cc_nat,1990_dow_pmcc_cc_nat_conv,1990_claude_pmcc_cc_nat,1990_claude_pmcc_cc_nat_conv,2000_dow_pmcc_cc_nat,2000_dow_pmcc_cc_nat_conv,2000_claude_pmcc_cc_nat,2000_claude_pmcc_cc_nat_conv,2015_dow_pmcc_cc_nat,2015_dow_pmcc_cc_nat_conv,2015_claude_pmcc_cc_nat,2015_claude_pmcc_cc_nat_conv
1990-02-07,71768.27620647797,71768.27620647797,71880.6324418885,71880.6324418885,,,,,,,,
1990-02-08,67196.70866941157,67196.70866941157,67493.76055078172,67493.76055078172,,,,,,,,
1990-02-09,65443.67710822326,65443.67710822326,65738.76745769703,65738.76745769703,,,,,,,,
1990-02-12,64563.69223707919,64563.69223707919,64476.65025103616,64476.65025103616,,,,,,,,
1990-02-13,64108.55675548364,64108.55675548364,64176.14043440319,64176.14043440319,,,,,,,,
1990-02-14,62641.80534429284,62641.80534429284,62621.391839739554,62621.391839739554,,,,,,,,
1990-02-15,60892.69242550322,60892.69242550322,60809.05974206878,60809.05974206878,,,,,,,,
1990-02-16,62473.929093362545,62473.929093362545,62365.328157262054,62365.328157262054,,,,,,,,
1990-02-20,62525.58660270564,62525.58660270564,62238.80357293171,62238.80357293171,,,,,,,,
1990-02-21,62569.117688598206,62569.117688598206,62183.56450866003,62183.56450866003,,,,,,,,
1990-02-22,60252.88288136522,60252.88288136522,59706.60755053753,59706.60755053753,,,,,,,,
1990-02-23,61929.07498742393,61929.07498742393,61452.089700720666,61452.089700720666,,,,,,,,
1990-02-26,64984.2913435523,64984.2913435523,64516.67421352941,64516.67421352941,,,,,,,,
1990-02-27,63238.43906915606,63238.43906915606,62743.78319157431,62743.78319157431,,,,,,,,
1990-02-28,65821.75422241694,65821.75422241694,65401.054323945544,65401.054323945544,,,,,,,,
1990-03-01,65833.73898445109,65833.73898445109,65498.161792537314,65498.161792537314,,,,,,,,
1990-03-02,66671.18540964316,66671.18540964316,66331.84707301545,66331.84707301545,,,,,,,,
1990-03-05,63228.76659907321,63228.76659907321,62246.25476446058,62246.25476446058,,,,,,,,
1990-03-06,61663.122714238096,61663.122714238096,60393.98461657073,60393.98461657073,,,,,,,,
1990-03-07,62368.95540100116,62368.95540100116,60823.62418465397,60823.62418465397,,,,,,,,
1990-03-08,63848.18647993378,63848.18647993378,62391.03080123036,62391.03080123036,,,,,,,,
1990-03-09,64727.57904547908,64727.57904547908,63440.070467423335,63440.070467423335,,,,,,,,
1990-03-12,65112.11574216666,65112.11574216666,63490.733342461026,63490.733342461026,,,,,,,,
1990-03-13,64712.759481098954,64712.759481098954,63135.423435622746,63135.423435622746,,,,,,,,
1990-03-14,65298.358977143034,65298.358977143034,63870.65215720813,63870.65215720813,,,,,,,,
1990-03-15,63522.33052287185,63522.33052287185,61936.675387973126,61936.675387973126,,,,,,,,
1990-03-16,65139.41051654059,65139.41051654059,63814.2003324552,63814.2003324552,,,,,,,,
1990-03-19,64877.14812213094,64877.14812213094,63420.35155615709,63420.35155615709,,,,,,,,
1990-03-20,64358.13642662576,64358.13642662576,63076.36560380988,63076.36560380988,,,,,,,,
1990-03-21,64321.58199633791,64321.58199633791,62833.39458735681,62833.39458735681,,,,,,,,
1990-03-22,64001.515337183446,64001.515337183446,62743.31677723537,62743.31677723537,,,,,,,,
1990-03-23,64298.48084915273,64298.48084915273,62748.057508817954,62748.057508817954,,,,,,,,
1990-03-26,64516.65721659158,64516.65721659158,63043.724573841864,63043.724573841864,,,,,,,,
1990-03-27,66547.0401161807,66547.0401161807,65297.02092988413,65297.02092988413,,,,,,,,
1990-03-28,66191.4715418469,66191.4715418469,64912.63111607309,64912.63111607309,,,,,,,,
1990-03-29,64956.82819647016,64956.82819647016,63446.16040174669,63446.16040174669,,,,,,,,
1990-03-30,64540.75965052933,64540.75965052933,62858.53409780144,62858.53409780144,,,,,,,,
1990-04-02,67173.77397945784,67173.77397945784,65391.91572571674,65391.91572571674,,,,,,,,
1990-04-03,67338.9878327508,67338.9878327508,65649.97188622235,65649.97188622235,,,,,,,,
1990-04-04,68503.7410328005,68503.7410328005,66491.5080698464,66491.5080698464,,,,,,,,
1990-04-05,69267.65095635578,69267.65095635578,67221.91136298113,67221.91136298113,,,,,,,,
1990-04-06,70144.64912448749,70144.64912448749,68056.64861897902,68056.64861897902,,,,,,,,
1990-04-09,71735.30976947349,71735.30976947349,69694.21185043859,69694.21185043859,,,,,,,,
1990-04-10,72920.49507258013,72920.49507258013,70969.17221656043,70969.17221656043,,,,,,,,
1990-04-11,72079.56758937429,72079.56758937429,69883.17339017607,69883.17339017607,,,,,,,,
1990-04-12,74594.56143465228,74594.56143465228,72688.69792411364,72688.69792411364,,,,,,,,
1990-04-16,77362.4490478346,77362.4490478346,75635.67365850913,75635.67365850913,,,,,,,,
1990-04-17,77327.60802136171,77327.60802136171,75524.67153013377,75524.67153013377,,,,,,,,
1990-04-18,78392.44775669684,78392.44775669684,76827.55854499126,76827.55854499126,,,,,,,,
1990-04-19,75863.89479346194,75863.89479346194,74900.47549248855,74900.47549248855,,,,,,,,
1990-04-20,77773.6417639004,77773.6417639004,77006.07589101806,77006.07589101806,,,,,,,,
1990-04-23,74524.33787926592,74524.33787926592,73550.99090887063,73550.99090887063,,,,,,,,
1990-04-24,73401.74494491043,73401.74494491043,72149.0422343886,72149.0422343886,,,,,,,,
1990-04-25,73626.18940343751,73626.18940343751,72486.7417056333,72486.7417056333,,,,,,,,
1990-04-26,74098.52391712187,74098.52391712187,72902.17756642189,72902.17756642189,,,,,,,,
1990-04-27,72627.61013192347,72627.61013192347,71560.21028521773,71560.21028521773,,,,,,,,
1990-04-30,74428.18317350221,74428.18317350221,73054.89084009243,73054.89084009243,,,,,,,,
1990-05-01,74581.78762637671,74581.78762637671,73022.50921037351,73022.50921037351,,,,,,,,
1990-05-02,76480.36523694603,76480.36523694603,74565.92527774596,74565.92527774596,,,,,,,,
1990-05-03,76365.96246489178,76365.96246489178,74185.74331330253,74185.74331330253,,,,,,,,
1990-05-04,77767.67885460368,77767.67885460368,75367.25093120747,75367.25093120747,,,,,,,,
1990-05-07,82063.56971228737,83818.6337282379,79748.00088274723,81902.75661751012,,,,,,,,
1990-05-08,84905.92391283605,85952.13998347179,82715.73311257921,84154.80704446143,,,,,,,,
1990-05-09,85407.76527049048,86291.27494333424,83486.5307266432,84691.07396911306,,,,,,,,
1990-05-10,86273.34400721296,87090.12140246299,84284.82236966828,85487.47717920362,,,,,,,,
1990-05-11,90345.1330279147,89759.9669257736,88123.03468792664,87989.70064545183,,,,,,,,
1990-05-14,92738.2848109829,91238.7602623043,90370.96755101986,89432.47032727649,,,,,,,,
1990-05-15,93446.81406169939,92030.98691968809,91183.88387333404,90272.5766489958,,,,,,,,
1990-05-16,92474.85662345808,91534.4927420985,89983.7070798814,89662.305470223,,,,,,,,
1990-05-17,93701.6968749057,92622.6989047351,90871.31614815936,90591.68938844682,,,,,,,,
1990-05-18,94568.99940060225,93053.06801169287,91485.6917412392,90869.35012323222,,,,,,,,
1990-05-21,97467.35649863673,95155.02096039688,94240.52436874683,92811.5666977674,,,,,,,,
1990-05-22,97020.89353194438,94701.16401771046,94133.72994494853,92418.57483717942,,,,,,,,
1990-05-23,98114.32998637333,95503.67745361448,94951.93006247979,93117.6729856351,,,,,,,,
1990-05-24,99223.53939344126,96374.25840722934,96101.28180716642,94053.48211632206,,,,,,,,
1990-05-25,97982.66048975087,95754.36787580745,95138.73772951908,93608.1958440596,,,,,,,,
1990-05-29,100062.30580488009,96875.28208324051,96989.38051889399,94512.11150450134,,,,,,,,
1990-05-30,99763.1313750667,96820.85883475207,96682.40633475986,94324.57177683453,,,,,,,,
1990-05-31,99783.88476342475,96790.5159925107,96579.66328666598,94175.83381198572,,,,,,,,
1990-06-01,101839.36363139174,98458.07357338716,98693.05615617131,95874.27040826505,,,,,,,,
1990-06-04,105426.34024598933,101051.90264775135,102328.48504453426,98546.90607548681,,,,,,,,
1990-06-05,104564.77146872587,100463.57975915638,101636.28732194538,98036.67160937084,,,,,,,,
1990-06-06,103865.81681090851,100099.77453017075,101058.53478541494,97768.27794116853,,,,,,,,
1990-06-07,102897.23346617473,99613.54608396554,100441.60957303827,97430.92902097522,,,,,,,,
