Date,1990_dow_pmcc_cc_nat,1990_dow_pmcc_cc_nat_conv,1990_claude_pmcc_cc_nat,1990_claude_pmcc_cc_nat_conv,2000_dow_pmcc_cc_nat,2000_dow_pmcc_cc_nat_conv,2000_claude_pmcc_cc_nat,2000_claude_pmcc_cc_nat_conv,2015_dow_pmcc_cc_nat,2015_dow_pmcc_cc_nat_conv,2015_claude_pmcc_cc_nat,2015_claude_pmcc_cc_nat_conv
2003-08-18,782019311.0268166,3514856.396426608,541915389.1597744,3452330.622237483,3161575.8083660607,702119.174964932,3142602.5911518754,702261.8421166905,,,,
2003-08-19,783177519.7930158,3517317.404036503,544412458.8322548,3457938.331033422,3196393.0585247353,703465.2467298184,3176825.987633048,703679.382222599,,,,
2003-08-20,780933517.4038417,3510421.7325795833,544622343.1092501,3457610.939932194,3239083.083273192,702903.231523011,3218082.781472784,703119.3801807225,,,,
2003-08-21,757755803.8701149,3485358.701339842,527327127.84507406,3437224.6669703624,3288395.601736342,708655.1416915567,3264715.693389333,708834.8209000834,,,,
2003-08-22,735899601.0869175,3443607.1158205085,507281385.3165176,3398288.164957908,3261487.204092311,702551.8021422701,3238244.8172922446,702739.3407933144,,,,
2003-08-25,742399823.38437,3452428.605901042,514349557.60863596,3406016.814274847,3267253.3210409656,705092.8371252886,3242689.749148672,705200.972069993,,,,
2003-08-26,735986349.5416303,3441539.429920803,513135989.29673034,3402102.1146454676,3221325.9856163696,704713.5903526277,3198512.7399274996,704997.9035407852,,,,
2003-08-27,740848621.9233974,3450955.531267515,517062286.151984,3404586.3160495926,3321785.594572589,711019.5154023577,3297654.416829643,711303.9477335671,,,,
2003-08-28,723666079.919298,3437783.3821216626,502525685.53078234,3389182.606018551,3351768.6559074544,719235.6391241341,3327694.1104072495,719457.8707703738,,,,
2003-08-29,732713517.5890118,3455890.908150454,509152587.7079138,3405126.323684929,3403339.584444498,721355.939692557,3377273.3301427723,721719.1838670154,,,,
2003-09-02,753579032.696854,3504972.574460098,518361467.1419485,3430390.6846144693,3420985.9244665694,726479.6670010333,3394682.2395945913,726870.6781000708,,,,
2003-09-03,768542608.662675,3521873.9231002717,534655974.2063746,3456863.622426399,3335326.71031764,723994.0310497822,3311466.082445452,724474.4743018526,,,,
2003-09-04,791282633.2969738,3548179.171823276,550930575.3085403,3468106.616485827,3287321.8314934317,716072.8806041123,3263675.111924065,716408.2168536886,,,,
2003-09-05,781793793.9173386,3532860.20071724,541231992.3730229,3449289.1916727577,3179487.959533731,703556.519675329,3155925.5414927457,703816.988707378,,,,
2003-09-08,791699983.2996391,3553772.5953519912,547493148.3429968,3463656.2389493557,3237507.734590512,706278.7977697906,3212742.7097890386,706526.6623310597,,,,
2003-09-09,796319755.5759081,3549577.097388032,553095102.8647631,3459662.035774447,3055523.3927427246,687901.5167090927,3034573.445761027,687937.5647601765,,,,
2003-09-10,771272600.1794331,3511806.3231568565,534052071.08349395,3426642.8359287367,3101772.1759875193,686698.2593895055,3079187.807995792,686757.7140796988,,,,
2003-09-11,789957874.827377,3538901.9573054947,556128604.618731,3463386.4846187998,3117820.7784068366,698499.9751801859,3096137.5048020124,698635.3851143958,,,,
2003-09-12,770759663.9673302,3519578.065756285,539304359.5366782,3443470.9664379437,3148860.9334936235,700368.0865713388,3126396.928480139,700459.8059724898,,,,
2003-09-15,766705619.3953373,3512738.8881884185,538139798.0653424,3437719.8749190755,3113745.310695645,699345.237383471,3091450.9057715954,699448.691749615,,,,
2003-09-16,784024358.4061782,3553715.717724251,555169274.9176068,3483529.808701169,3128630.6390576013,711120.0196156258,3106877.760340058,711361.1561329274,,,,
2003-09-17,779309336.1329974,3544731.7500853855,550994321.8299906,3471159.6114251693,3152369.6799987955,705469.5705011735,3129954.6442070887,705623.1523545845,,,,
2003-09-18,790019323.2374564,3578073.704567952,559980447.0209855,3500312.5867042267,3236973.8131517693,715798.5567335327,3213870.840165887,716030.1122265279,,,,
2003-09-19,790387889.4064904,3577939.4098183294,559905233.023891,3498647.80281928,3281870.0601127124,715299.5987826004,3257867.3084133067,715539.6305637783,,,,
2003-09-22,771115951.6906608,3537127.2570804018,547829641.6961514,3463826.575701782,3279030.6806831425,704361.2681724285,3255256.0074933916,704745.2102081368,,,,
2003-09-23,781111707.0648836,3554303.945671255,556432777.2831293,3480263.520855789,3424094.7918263446,715594.401334952,3397983.8393353126,715913.1112720204,,,,
2003-09-24,768504691.3373836,3511598.127192111,548730022.804069,3443775.4439459117,3354928.5058970423,705600.1031980065,3328878.1261477456,706024.7583090466,,,,
2003-09-25,770969780.1059809,3511095.1061094273,546707629.5855322,3443320.237410401,3277620.6776438355,698493.3244562102,3253065.774835233,698650.8121727544,,,,
2003-09-26,770147945.937813,3501980.8835756537,550418713.436105,3445466.1139854672,3220063.6605892447,691484.3537308332,3196240.3591347197,691540.6698551888,,,,
2003-09-29,777265635.0696179,3512880.91955316,554581890.3818243,3450046.068432477,3220477.197945484,686286.0443693178,3196173.7639734023,686322.4721909619,,,,
2003-09-30,769327299.6883068,3483165.623850684,547206047.9104393,3418462.751252447,3157801.912563594,680896.0218148814,3134457.7986554955,680613.3469685754,,,,
2003-10-01,801692716.0000837,3556779.339440532,573782923.0863562,3488348.181490838,3284169.940152696,703889.3948638164,3259241.508035492,703824.0131365316,,,,
2003-10-02,807948495.8936973,3575366.025255526,578607834.1112304,3503382.239936837,3301303.8218278904,709215.757694155,3276375.1809716304,709343.2658773867,,,,
2003-10-03,816384680.3135542,3590600.61496527,584839221.0913892,3523459.9780253894,3323385.3470769487,723706.4541117699,3298070.397013216,724131.0742277991,,,,
2003-10-06,813765406.4507234,3592345.272677964,582991328.1625974,3526102.362701581,3412341.744022819,727663.7396431355,3386170.4613739527,728122.3469697883,,,,
2003-10-07,837225376.5558254,3628543.638684448,602074838.0114418,3555975.423911533,3430357.3426329475,730854.9021875386,3404291.9715356766,731240.8507177932,,,,
2003-10-08,824834087.5235876,3612692.612281238,590309286.3204801,3541804.173843525,3338418.878318127,729310.5758424308,3313108.963214588,729589.0458644099,,,,
2003-10-09,836199494.0269818,3632514.113555255,598508704.2651515,3560270.6132105784,3406091.6567063415,742610.0897327765,3380531.431037866,742841.9080929919,,,,
2003-10-10,831853693.9185109,3620230.7133561336,597507845.4003491,3553483.8317286107,3370234.9308917997,738899.8880307871,3345147.594568899,739207.4072091394,,,,
2003-10-13,844213482.8990095,3639839.424689298,614612723.6160969,3571647.8114541494,3486903.2969505163,748102.8254477431,3460789.941773666,748301.4845483169,,,,
2003-10-14,847722730.579918,3659053.248543248,612037796.284137,3590951.5030488004,3492676.375183586,751830.5997487453,3466948.5178148774,751877.8184875876,,,,
2003-10-15,840224444.7184048,3669545.1599240527,600010171.5458807,3581854.350275408,3450739.6793675018,748324.347406541,3425447.868373324,748373.1914793791,,,,
2003-10-16,835791078.081585,3618025.462528501,600657842.1062311,3558756.6612447887,3488455.018226625,751590.0782665296,3462765.3040808896,751671.0987407974,,,,
2003-10-17,833488834.9851367,3594708.3831471163,604796864.6707381,3548071.5990316137,3381012.320426805,743528.3691829314,3356705.464457067,743541.4713178467,,,,
2003-10-20,832320018.6198788,3588027.353733744,610018783.438359,3557515.944878605,3452993.906336828,752732.8154964147,3428150.5023194184,752936.9042466272,,,,
2003-10-21,826854465.553668,3576998.5796064036,603690128.6180918,3553019.383087322,3568171.2721350677,752398.7270164159,3542388.166898642,752493.3785146241,,,,
2003-10-22,818792508.2290471,3530509.4201086075,601355324.2945513,3520187.1789846327,3503258.148444401,744278.0602322917,3478076.1158143184,744289.9262144477,,,,
2003-10-23,828045709.8992589,3556606.6696596215,608052792.9599164,3539107.0551677756,3617722.0375493844,751687.2887728398,3590786.510577911,752039.3591441335,,,,
2003-10-24,829966593.0814633,3548572.491036194,610423950.2699271,3534335.1885372004,3620062.3162078583,750991.5260485861,3593435.06240503,751501.7032360572,,,,
2003-10-27,842217698.0690529,3568603.4981300374,619266437.6549265,3550675.032952593,3734089.466600701,757318.5518021561,3704862.8631356233,758250.419910207,,,,
2003-10-28,861965937.2955179,3613815.0992819373,637153285.7425877,3593099.6983154817,3838686.9851910253,763880.0736833154,3808456.428880609,764592.3943563915,,,,
2003-10-29,869047811.6842198,3624429.596273984,642481333.2011787,3603504.755587895,3856109.1945983986,760654.4356483647,3825291.9100827416,761496.0292739569,,,,
2003-10-30,873072384.5597578,3619274.2136422936,646903382.7504722,3603625.3853561673,3878017.802247042,759071.8854129532,3847550.5236490085,760245.6185482815,,,,
2003-10-31,873689578.6910797,3625463.513200965,650815610.39855,3610791.9765101,3492272.504509493,751486.7577990048,3471957.4861572576,752307.845098365,,,,
2003-11-03,891280154.3074965,3649069.104579451,664456797.2707888,3629488.1851798655,3554072.676479846,766038.6464694223,3532443.4425248327,767105.2095757283,,,,
2003-11-04,896321453.5156225,3645572.5527627342,673909705.9768571,3633037.6914031315,3576310.208644116,764134.7728000964,3554107.4863802837,765120.0476813484,,,,
2003-11-05,903699065.0774152,3651419.2731729774,677539694.9272188,3634889.361686068,3549307.172294553,766155.7140173559,3527885.8887911104,767376.1380343797,,,,
2003-11-06,912058026.0689588,3669032.7690536017,683579016.7558372,3651857.341521138,3460516.563831272,769225.3579088139,3439975.333539175,770480.3689379646,,,,
2003-11-07,913944649.3509296,3659066.24267349,683416180.6988263,3643080.4552496076,3201622.944580057,761460.5655178397,3185230.505634515,762544.2912285962,,,,
2003-11-10,910225550.8739017,3642639.1106520197,682273982.595542,3630678.591076861,2953702.9941688958,756266.542934108,2941504.7251524585,757339.0762348669,,,,
2003-11-11,921234573.080274,3643631.0381109165,693727688.0695198,3630610.983026303,3180937.3845500504,764085.196773522,3164626.412168301,765132.4630693689,,,,
2003-11-12,919509135.8140485,3679936.300642604,689868899.6447264,3666546.356596056,3248629.8107418194,773120.4189948395,3231621.422270874,774385.4545184836,,,,
2003-11-13,919818675.3180629,3678963.0243052593,692636962.6670188,3673186.5535713728,3166671.5176963247,769376.5749251267,3150918.6283197766,770677.2883970351,,,,
2003-11-14,912811245.3826106,3656154.08785986,683742685.2940613,3650937.6424875897,3025597.6332743177,758567.8719001239,3011990.7851299117,759707.8319264412,,,,
2003-11-17,907270741.7884845,3631400.067987489,677896409.1789623,3632500.24463,2982903.0505410936,754888.0388795241,2970227.9216501107,756075.421906705,,,,
2003-11-18,891551116.6897542,3611491.6884117452,663478632.6415762,3606761.5046186512,2964237.478569902,750038.0282383007,2950848.364133243,750933.1107412032,,,,
2003-11-19,898627338.9607066,3631183.2733095554,666316344.771632,3622453.7324432246,2943928.5103641925,747269.3883677317,2930969.997449495,748064.6025599915,,,,
2003-11-20,899644725.7069787,3621658.6555775525,668601795.4012849,3614599.577643164,2983144.1942100762,753109.3696075281,2969183.7790284404,753838.7007643759,,,,
2003-11-21,905890354.8475596,3624817.2906500734,681418310.6418083,3621730.87840937,3116819.8444571,762198.3599198941,3100691.5300156237,763143.4354082665,,,,
2003-11-24,927933091.138145,3676953.370157471,710517470.1135033,3681970.909075208,3334845.760535498,779598.8864093012,3315903.8047561166,780675.1387681823,,,,
2003-11-25,933132232.7257664,3693328.490367827,713454602.3751163,3692055.114003184,3372901.8316812566,782796.6177787428,3352653.4176613465,783770.9159353783,,,,
2003-11-26,927180757.9820639,3688731.600117879,708017936.3597078,3688256.9984115907,3225071.93166526,777817.3947339521,3204774.035446978,779021.494622677,,,,
2003-11-28,931892649.5532918,3689959.102056732,712859719.2112255,3689995.6353333127,3212349.6295022247,778838.3460979249,3192532.9869696274,780110.4377986371,,,,
2003-12-01,953852328.8930907,3719276.4076536573,742209682.3291283,3730495.226258417,3434588.944914882,790281.3220694076,3413063.914289404,791564.6671474188,,,,
2003-12-02,942324310.8282539,3694340.531771844,736034151.3291256,3711626.6706245504,3218768.0470767044,776456.5960739544,3199894.2161645433,777728.9112021977,,,,
2003-12-03,929553224.8556347,3680686.03108319,730184476.0021068,3701896.31180193,3032074.5014924537,769997.6957247936,3016747.749296242,771306.5073932536,,,,
2003-12-04,939721878.9249357,3705086.9789217087,739959443.5976024,3723497.4324736977,2896795.8540481944,769261.4579923582,2883652.317492743,770769.9388277448,,,,
2003-12-05,916629971.8746985,3672828.414810217,720083955.2140275,3693347.455741335,2819649.50802887,761334.8882450594,2808022.9995300337,762755.9144800557,,,,
2003-12-08,915239046.195008,3689744.398250309,723669816.0645603,3714160.4044354917,2868117.6659298525,767366.2157454308,2856093.244599208,768861.8215563187,,,,
2003-12-09,925897362.351768,3698739.472771789,727098166.5130651,3720375.1487076534,2807033.4240218853,761062.2199341834,2796724.21874181,762466.0861603174,,,,
2003-12-10,938109392.0687954,3716612.6811123057,731145280.4126749,3727302.8336227885,2325502.755221136,745126.6845990237,2328828.6348231994,746081.1851116271,,,,
2003-12-11,950727477.7837362,3744223.349676879,743454472.2825873,3750333.600789802,2381998.9090346945,759639.8066982788,2384308.19825637,760768.3773529727,,,,
2003-12-12,955323320.0696694,3750602.8952516983,747519928.7334175,3756935.2551561585,2392415.63779914,758172.0710831659,2394005.6241536415,759369.6150288658,,,,
2003-12-15,950462052.319055,3740292.389985292,744634126.6009829,3751518.551395045,2313714.8751042555,745063.7212249733,2317129.6058321777,746304.2369662293,,,,
2003-12-16,932231217.9927067,3693446.328971656,733847718.8884299,3734055.9024056806,2226521.3019084777,745887.41892187,2231702.5090146796,746854.0377654436,,,,
2003-12-17,918689995.8638489,3685200.2657716577,722901403.505468,3728544.5455786423,2332151.3558369465,756947.47665205,2336119.0593206673,757700.6940708908,,,,
2003-12-18,940888033.4187455,3736682.6032990417,740110279.1487031,3764262.9087024443,2418193.7319304887,761447.007396137,2422147.8459230154,762190.6534256905,,,,
2003-12-19,926867971.6980371,3732197.8841948295,726946991.9996171,3758453.9569861996,2419143.175322396,754991.2859755781,2423151.324935039,755547.5227834635,,,,
2003-12-22,968304060.6017814,3774518.3028970384,768089270.213667,3801488.4115760233,2445041.2494385224,758366.9602158198,2449344.1471298696,758960.5356984884,,,,
2003-12-23,974095783.8312683,3779294.2187608546,772712760.4010555,3805430.705905429,2469788.5153407664,759490.5131208373,2473955.9337266595,760075.3436401736,,,,
2003-12-24,923170794.3203005,3736561.429964895,722203336.83654,3763053.679243844,2476616.887489709,756307.2459138896,2480980.390362836,756882.2978542704,,,,
2003-12-26,928894412.6721334,3742962.6375759384,729165827.1617693,3767632.5373613485,2500394.694623545,760477.5436611897,2504776.306150231,760955.4978612297,,,,
2003-12-29,949783247.2170569,3785948.607528462,747963151.2432462,3803539.3285465348,2537475.084751331,764846.2318261897,2541938.4338810933,765163.7065296242,,,,
2003-12-30,948684705.6429931,3780791.202516422,749064496.4754734,3799627.1624276037,2554293.687787061,765097.6649673362,2558829.2725885105,765340.175605035,,,,
2003-12-31,955401715.5242252,3790921.0692799855,756687248.9207182,3808887.8046426354,2587454.872227123,763101.2117449519,2592440.534381373,763218.077285822,,,,
2004-01-02,967565145.9469162,3801497.3234432815,760531161.8072511,3813593.3281935747,2513253.3794092233,756567.8217026489,2518845.707536914,756631.6009916479,,,,
2004-01-05,988581425.7551094,3836902.963884409,781657536.9080817,3849725.5178219923,2479538.8240570193,767096.6648461969,2486314.144062009,767449.9177354946,,,,
2004-01-06,994066068.2123953,3850950.573268765,785905291.7029355,3861570.9050306533,2639249.5753958784,778486.4269292227,2644288.1356948833,778513.5732347086,,,,
2004-01-07,1005259026.2273198,3868170.605396227,785314209.4252819,3866071.974061102,2610418.7475709226,781806.9438804406,2614480.733050477,781904.367957765,,,,
2004-01-08,1016876421.5445274,3878563.171004815,789804107.762688,3870563.0724192043,2632776.1851215563,784595.2447933798,2636776.8285809406,784654.7083510904,,,,
2004-01-09,1006206098.9852,3854981.9608913744,779691831.2438157,3847775.4756073775,2629670.8056646427,783074.3698834323,2634066.6983435554,783182.4087826798,,,,
2004-01-12,1002442377.1186302,3845511.567055647,782407489.5880446,3852176.5726047605,2637547.9453898007,785303.3426768607,2642346.422526369,785642.2653826744,,,,
2004-01-13,990103283.0409949,3827116.209521626,771136176.3949807,3833157.2794812247,2669422.5674682977,786765.1763616878,2673262.0107200826,786953.5138871791,,,,
2004-01-14,1005178341.7919723,3855872.4128359687,787917011.2234025,3865388.3095516143,2637099.798618981,789192.3700842051,2641668.647185293,789282.9218907397,,,,
2004-01-15,1002801047.4433367,3853713.692335182,790335917.6738786,3873041.930367512,2635375.6768788886,795184.1686947204,2639743.6626100717,795213.8714230197,,,,
2004-01-16,1010221166.9357978,3880569.2030851515,802464059.9982109,3899415.444114496,2621046.758663387,794123.5095010549,2626359.9889743314,794199.1405205055,,,,
2004-01-20,1001544000.1693275,3865314.7547394754,767899035.0941135,3840088.5118298135,2616502.3239686745,789069.2794420981,2618393.5765524837,789045.2164007416,,,,
2004-01-21,1011403510.8344668,3889330.7067825003,784409994.4227576,3873472.8890039716,2671070.018040584,797998.2244837411,2672866.872318757,798128.7174927465,,,,
2004-01-22,1012748956.9387894,3881742.1909602415,787888990.4017736,3871864.3602210395,2685065.605463798,798080.2752973147,2687076.507372678,798444.2449021703,,,,
2004-01-23,994551751.1869161,3854138.470022364,776815690.2742805,3850297.505655262,2682177.211227362,794295.4496892568,2684259.974810448,794534.3124591125,,,,
2004-01-26,1014617932.4351301,3897646.9433503784,795011439.3017256,3887463.900542662,2713676.771153768,797055.8844371997,2716899.049356262,797410.5524537109,,,,
2004-01-27,1014668598.7683579,3887620.310685143,795338278.1820202,3876252.5970623884,2739043.477327248,789195.2249642251,2741925.2263911385,789135.9203197953,,,,
2004-01-28,1001090636.2329038,3854615.811227481,773977645.5939695,3826445.9908530647,2641670.163900948,773622.2398052565,2644426.2291008513,773512.6618131674,,,,
2004-01-29,1038139355.8632307,3931175.8477838715,797627129.8284099,3873815.771952666,2675841.213095302,787423.4904053777,2678425.6661825147,787644.9732804232,,,,
2004-01-30,1031939183.2794003,3933698.836793254,791297813.4527858,3867887.19548303,2674791.9740862786,790938.0371452831,2676823.619588621,790999.9614414515,,,,
2004-02-02,1036180171.3037957,3939299.86848836,790499641.7997193,3860019.1469775876,2766072.3898289273,800692.1889939393,2767102.667405061,800653.4521315171,,,,
2004-02-03,1029249807.1754699,3931608.237048773,795488954.548088,3863977.2687247926,2768367.5866344767,800121.9355121587,2770119.2733838474,799841.0454021795,,,,
2004-02-04,1036055777.4740005,3933615.1078594537,807551043.6055017,3873036.2150959144,2810904.033482062,798983.3147375508,2811777.476747876,798619.3952010797,,,,
2004-02-05,1042905273.9464804,3946107.483555258,809952136.6246773,3878097.9831423485,2817816.3880442684,810726.8783991504,2817456.4309703694,810434.3608050604,,,,
2004-02-06,1057899292.0251153,3983522.300013931,823799779.5628918,3915957.4576234524,2855910.9007424004,825937.9320433537,2854172.9985419377,826011.9490149636,,,,
2004-02-09,1064798318.3423314,3983564.521629994,824002963.359022,3913310.3520402713,2920064.851351798,831021.5396356912,2916645.523497822,831045.3939008982,,,,
2004-02-10,1072995096.6389185,3999434.0308270943,833832249.3986677,3938414.2519767485,2936631.7595233736,833817.9128322605,2933871.258361918,833770.8451041508,,,,
2004-02-11,1165736799.9507728,4123666.411947162,888411790.0142423,4040290.679516813,2986463.2074867697,839342.1269385939,2983478.0741953906,839397.2229218141,,,,
2004-02-12,1168519483.0766666,4127166.251713657,886483859.1653708,4041356.5669095963,2966913.6743283872,837927.7765294177,2963724.644598532,837896.0883750488,,,,
2004-02-13,1144687311.3431566,4098492.245899267,869955521.048166,4007849.759925981,2900741.0543562113,826740.1656707317,2897548.634650785,826647.0384059936,,,,
2004-02-17,1154752375.5932798,4116292.8885025736,882579846.8516511,4029965.8297930057,2969002.8137618364,842969.2965151088,2966242.9580146233,842940.4532260773,,,,
2004-02-18,1152794609.148157,4112675.1343992813,880588715.7367705,4026757.2190520363,2959749.1513139294,844310.2479503483,2956243.7096748054,844506.697977997,,,,
2004-02-19,1162490193.9086294,4121466.0609006686,886001769.6371379,4032138.311497457,2926437.8241343596,834533.9271791049,2922877.199853087,834711.3379945592,,,,
2004-02-20,1148723162.4100301,4101475.100892883,880207920.5883958,4022710.545580862,2952040.2128090034,838819.6490870353,2948375.674354568,838919.755534028,,,,
2004-02-23,1163549668.4659796,4117586.769709936,896536076.7550606,4043818.6485490734,2933059.625527934,840065.7483711141,2929893.919338378,840086.9923182676,,,,
2004-02-24,1141882023.950064,4094113.7229803,879625424.8152188,4016446.7636175905,2916251.090883217,847765.9661186748,2911875.095608612,848032.0760274143,,,,
2004-02-25,1159541664.4987879,4113470.851193522,889443156.277045,4027512.6009786474,2891089.1621584287,854371.836759643,2886259.597517655,854686.7017522977,,,,
2004-02-26,1179720544.2681396,4130970.400537088,903677982.946171,4039408.450444191,2896616.975019237,855108.2126924196,2891947.837901159,855007.6150304816,,,,
2004-02-27,1178077182.8154535,4127654.1271437146,902891481.6107986,4036741.2504709526,2882792.212900181,854967.7596432617,2877927.0461772806,855031.7919171494,,,,
2004-03-01,1193997506.2318528,4155338.2046107315,918835779.0444106,4067318.736572144,2937231.1875051176,865047.0386189551,2934145.0607138653,865213.1692709571,,,,
2004-03-02,1189276626.5227842,4136927.024106548,913600347.5457057,4047942.6258202787,2898894.1562361103,858544.5719854158,2895361.689861202,858684.3213999366,,,,
2004-03-03,1203203046.6436238,4148608.9412981924,929957404.9061122,4064366.622713656,2769614.435507019,850242.9020318838,2769098.332160565,850267.9829148159,,,,
2004-03-04,1209190158.289158,4165588.212415531,933566382.0322651,4076498.748128671,2718586.6971508455,824806.3459130493,2718701.2935951436,824096.8573155063,,,,
2004-03-05,1234345864.8429098,4167645.220643078,955512138.9070411,4078129.22720429,2779313.6814329377,829465.0869662927,2778121.342569349,828715.3916179552,,,,
2004-03-08,1214828556.8796983,4157667.5368821775,937278170.8622532,4059820.723888548,2774794.651379944,821583.0838558639,2773565.0611103014,820690.7281330612,,,,
2004-03-09,1204009974.4194849,4137044.3699719957,930447144.0169321,4047186.1818594197,2775896.6134712296,815666.6353942408,2774596.150078305,814503.9269600575,,,,
2004-03-10,1182715415.7534046,4075322.0503699626,910079968.8754421,3981109.507636153,2720034.364173658,802739.3830025604,2719544.6094473344,801497.7553218944,,,,
2004-03-11,1164441400.8143313,4027336.3079752624,897324862.3022202,3936344.005003637,2646348.8557039336,791196.8297565304,2645754.7925521284,789451.721796007,,,,
2004-03-12,1196948151.0487533,4100494.746975903,918122197.6514989,4002807.091813336,2627450.5323215714,808070.845214169,2627294.2082025236,806495.6172080401,,,,
2004-03-15,1168833936.7130907,4036768.865364555,895964014.7576653,3940878.49370739,2571344.7133860914,792927.1570507882,2569660.5799631327,791195.0611874799,,,,
2004-03-16,1177616324.4566977,4056541.1050662296,907877479.4498603,3978158.225695399,2603504.64558007,805336.3178578765,2602138.580782162,803865.1661582523,,,,
2004-03-17,1180604264.292375,4091664.803583755,908264004.9426502,4010230.216922697,2618355.1252134885,817910.7912981553,2617385.6774426936,816867.6818399103,,,,
2004-03-18,1157607129.4919033,4079864.6330312844,888821803.3328705,3998643.292573763,2641343.1657713177,814499.9039506816,2640311.2582513825,813269.8184936554,,,,
2004-03-19,1152853880.161033,4055335.3522970304,887462149.0332154,3979079.327464216,2636813.5155596356,812788.1022314146,2635847.447627364,811366.1467323365,,,,
2004-03-22,1163205733.5635786,4020227.1998210642,901903434.278774,3954998.603654851,2628966.6751875123,804860.2707931399,2627717.2266505165,803191.5884978822,,,,
2004-03-23,1144597138.1152115,4021219.990715222,884330850.6227481,3955182.6887292997,2617931.8512335387,804119.5155154836,2616452.2459847056,802568.5726225836,,,,
2004-03-24,1126255044.0901353,4001198.484538911,871593497.8931162,3941625.776373334,2644996.920383534,813523.4096072528,2643642.2068036427,811843.8198875933,,,,
2004-03-25,1165257793.5744655,4063106.352461674,905308887.7646056,3998275.205604121,2746851.3424293543,831247.9193467159,2745819.132781682,829785.21635075,,,,
2004-03-26,1141395557.1037385,4055926.4882079214,884109595.7873764,3987924.343166882,2714209.4542281595,828035.2987259428,2713040.8873145417,826344.0591993193,,,,
2004-03-29,1186697047.6637666,4118792.4038073863,928721503.6588016,4041308.209309614,2788766.3701461754,838560.8686731692,2789543.4263085322,837019.2646140375,,,,
2004-03-30,1191502183.0232825,4133599.9115097835,933565633.3580976,4052830.0572485467,2843625.1368810246,846038.6580380801,2844620.8380551115,844637.80848359,,,,
2004-03-31,1185306099.6842437,4128069.755872534,929545901.4651597,4047656.785070162,2850527.7567026033,847999.5057271644,2850930.9869406335,846754.6694642204,,,,
2004-04-01,1208186614.8032494,4144662.8420478846,945586736.8787165,4056452.6074610217,2817407.5675161746,845417.6041743588,2817709.399348255,844430.6789811144,,,,
2004-04-02,1227336711.5871084,4178623.1008366277,961621147.7883161,4091616.3332208674,2849887.6967201894,851418.423376385,2851041.169960079,850513.8830425,,,,
2004-04-05,1258136891.192873,4223095.379781208,990316202.0404985,4136122.6514583905,2920932.6249942025,861366.5518481166,2921922.6744774748,860625.9403536026,,,,
2004-04-06,1250023620.8400729,4219421.250745702,981863734.3809258,4133901.1116244337,2896539.4584055967,861421.6857275421,2898086.7269107657,860598.7936851167,,,,
2004-04-07,1232126550.2362566,4196819.742960377,969872176.4450697,4113046.4650178575,2864471.7535109133,860026.924320776,2866107.623638119,859376.6534516002,,,,
2004-04-08,1230468497.4588928,4195192.235814747,964560015.349509,4107776.671239335,2777900.6745649334,849248.8470163775,2779799.393202013,848462.7461247895,,,,
2004-04-12,1234172192.9219484,4209465.791978535,979952600.1660799,4129646.1055726893,2803249.051835795,858317.3465876493,2806296.05990588,857405.5043372108,,,,
2004-04-13,1193082624.3718326,4143405.4650245532,940633459.1426181,4068747.845819966,2726193.676637344,846493.4402573053,2729598.928643302,845536.2224480087,,,,
2004-04-14,1137557172.084256,4118163.7052542875,891567297.0873244,4052875.2497870037,2715557.6191512146,852844.7079390952,2719147.3834342,852309.4160831072,,,,
2004-04-15,1136335738.0480442,4126966.339364234,893637750.2908882,4060862.744958026,2777281.5113280755,857533.1292336123,2780127.6046922063,856914.0831916749,,,,
2004-04-16,1167056357.19833,4192243.2905302276,924897146.8771398,4113618.9249661593,2810136.7439156016,862957.9708546313,2813173.922999987,862430.85901808,,,,
2004-04-19,1135502240.3654552,4174196.022517835,893640602.5707617,4097545.0452537965,2827789.2574331863,866842.968761089,2831167.894091218,866426.0766373274,,,,
2004-04-20,1125058570.1167977,4151320.638538216,881780562.7472662,4074268.883635289,2904899.49608236,867700.496375572,2905749.4927363973,867234.7698250336,,,,
2004-04-21,1146390684.8046181,4182918.0537587865,904881494.5580436,4107473.883611142,2870968.2508095913,871673.4301877752,2872028.7183959205,871402.4183352245,,,,
2004-04-22,1163516733.675672,4217723.491435992,929679778.888005,4145970.390487809,2952146.350658956,884315.4795427953,2953848.7983883186,884303.9097745137,,,,
2004-04-23,1151613860.188436,4193579.6480817627,926449649.362048,4138239.612640902,2938857.4852539734,886483.5331557649,2941404.5219598315,886442.8395005,,,,
2004-04-26,1146166042.2179487,4167406.7859235303,923302760.5203915,4119898.9654408433,2891334.07771986,881151.0870787253,2894051.80017368,881532.6540507788,,,,
2004-04-27,1139939212.4631474,4170837.0110732266,921088878.0618751,4124910.758284092,2890976.1769049596,885399.5506661073,2893450.7814969528,885869.7688920789,,,,
2004-04-28,1164969573.3598773,4144617.0208595446,941151907.5648816,4100331.7749451976,2891984.8157268846,879985.7972728693,2892542.9511885294,881208.6846881288,,,,
2004-04-29,1134246447.346825,4120905.665197876,911736678.1279129,4074238.346744607,2841610.2089126217,870568.0645430082,2843226.582294864,871828.6941960013,,,,
2004-04-30,1123152780.5497687,4086893.159481665,909240607.5505538,4052856.9039164586,2836917.573615987,869897.7624859222,2838769.1445052247,871276.8721675883,,,,
