Date,1990_all,1995_all,2000_all,2005_all,2010_all,2015_all,2020_all
1991-08-16,1452175.1370017035,,,,,,
1991-08-23,1517097.7644124415,,,,,,
1991-08-30,1542693.1119082621,,,,,,
1991-09-06,1502998.6509077547,,,,,,
1991-09-13,1504783.690502944,,,,,,
1991-09-20,1513651.0047118498,,,,,,
1991-09-27,1523839.5122883017,,,,,,
1991-10-04,1486217.8764421248,,,,,,
1991-10-11,1519280.3911648532,,,,,,
1991-10-18,1535216.9140570725,,,,,,
1991-10-25,1537903.7603817864,,,,,,
1991-11-01,1545305.165496576,,,,,,
1991-11-08,1562782.0995034853,,,,,,
1991-11-15,1552028.6971235776,,,,,,
1991-11-22,1529250.6120646042,,,,,,
1991-11-29,1564416.320869954,,,,,,
1991-12-06,1564244.5239959902,,,,,,
1991-12-13,1612906.8877620879,,,,,,
1991-12-20,1632654.8296582028,,,,,,
1991-12-27,1661320.8100155992,,,,,,
1992-01-03,1676728.0145469343,,,,,,
1992-01-10,1685521.9654326825,,,,,,
1992-01-17,1685288.3237535027,,,,,,
1992-01-24,1677249.9736011259,,,,,,
1992-01-31,1679505.6909681228,,,,,,
1992-02-07,1689064.4945374646,,,,,,
1992-02-14,1655866.30796434,,,,,,
1992-02-21,1671756.6519597168,,,,,,
1992-02-28,1678674.7750716829,,,,,,
1992-03-06,1646251.6221005896,,,,,,
1992-03-13,1671145.444794781,,,,,,
1992-03-20,1681532.9810106514,,,,,,
1992-03-27,1705200.504986104,,,,,,
1992-04-03,1710155.4949065964,,,,,,
1992-04-10,1715836.9861250722,,,,,,
1992-04-17,1715010.8327431744,,,,,,
1992-04-24,1666183.1041676516,,,,,,
1992-05-01,1714310.631865712,,,,,,
1992-05-08,1743845.5888201722,,,,,,
1992-05-15,1714274.0916745064,,,,,,
1992-05-22,1726348.2636909178,,,,,,
1992-05-29,1751235.4025677699,,,,,,
1992-06-05,1709456.8154177784,,,,,,
1992-06-12,1703734.4091708618,,,,,,
1992-06-19,1677032.9309988527,,,,,,
1992-06-26,1708729.3549116738,,,,,,
1992-07-03,1737125.7130707153,,,,,,
1992-07-10,1748477.5395013038,,,,,,
1992-07-17,1747766.8093477737,,,,,,
1992-07-24,1746953.181150935,,,,,,
1992-07-31,1801664.428285085,,,,,,
1992-08-07,1781444.113639238,,,,,,
1992-08-14,1806468.1281475131,,,,,,
1992-08-21,1769812.1049554732,,,,,,
1992-08-28,1815528.3432160707,,,,,,
1992-09-04,1845720.997532327,,,,,,
1992-09-11,1894090.7552429663,,,,,,
1992-09-18,1903784.5611814673,,,,,,
1992-09-25,1881254.8411838699,,,,,,
1992-10-02,1850748.5951619248,,,,,,
1992-10-09,1857144.5746178764,,,,,,
1992-10-16,1908339.7689596324,,,,,,
1992-10-23,1938725.7592030948,,,,,,
1992-10-30,1968280.1935423403,,,,,,
1992-11-06,1964946.4846696912,,,,,,
1992-11-13,1977525.0758267876,,,,,,
1992-11-20,1986713.361166704,,,,,,
1992-11-27,2019758.139630499,,,,,,
1992-12-04,2027085.5947344562,,,,,,
1992-12-11,2024402.7706126901,,,,,,
1992-12-18,2054449.734841825,,,,,,
1992-12-25,2052198.6355576117,,,,,,
1993-01-01,2048027.017228851,,,,,,
1993-01-08,2001669.071635967,,,,,,
1993-01-15,2033229.338430822,,,,,,
1993-01-22,2028227.8436244992,,,,,,
1993-01-29,2046362.334762206,,,,,,
1993-02-05,2045483.5555381917,,,,,,
1993-02-12,2042755.315364427,,,,,,
1993-02-19,1910786.9768197692,,,,,,
1993-02-26,1975569.453155213,,,,,,
1993-03-05,2033708.976334023,,,,,,
1993-03-12,2063717.8928900843,,,,,,
1993-03-19,2036134.869474539,,,,,,
1993-03-26,2026765.5065894078,,,,,,
1993-04-02,1976863.8696835444,,,,,,
1993-04-09,1951589.7421464566,,,,,,
1993-04-16,1918583.1693513887,,,,,,
1993-04-23,1904897.6804153381,,,,,,
1993-04-30,1945943.3361729584,,,,,,
1993-05-07,1957336.0022955711,,,,,,
1993-05-14,1959539.3711137453,,,,,,
1993-05-21,2024924.8779260984,,,,,,
1993-05-28,2021084.9577609557,,,,,,
1993-06-04,1972843.9648387167,,,,,,
1993-06-11,1985287.8874495276,,,,,,
1993-06-18,1928949.8066753119,,,,,,
1993-06-25,1947739.7428724912,,,,,,
1993-07-02,1922680.9958670877,,,,,,
1993-07-09,1917061.8907084363,,,,,,
1993-07-16,1906306.604866134,,,,,,
1993-07-23,1914091.518069457,,,,,,
1993-07-30,1941880.0659665049,,,,,,
1993-08-06,1957255.007043509,,,,,,
1993-08-13,1957792.40420053,,,,,,
1993-08-20,1965940.7796955544,,,,,,
1993-08-27,1957038.299385712,,,,,,
1993-09-03,1960089.4018212873,,,,,,
1993-09-10,1956035.639821925,,,,,,
1993-09-17,1899393.3784855318,,,,,,
1993-09-24,1952861.585267284,,,,,,
1993-10-01,1939566.6487430304,,,,,,
1993-10-08,1964923.9726811163,,,,,,
1993-10-15,2010179.1738229233,,,,,,
1993-10-22,1994904.2917277564,,,,,,
1993-10-29,2018485.8559520873,,,,,,
1993-11-05,2007785.1888102898,,,,,,
1993-11-12,2054516.8839847425,,,,,,
1993-11-19,2035358.898061112,,,,,,
1993-11-26,2066485.5198540953,,,,,,
1993-12-03,2078160.9904738609,,,,,,
1993-12-10,2059611.193554706,,,,,,
1993-12-17,2060699.432230917,,,,,,
1993-12-24,2078087.586287142,,,,,,
1993-12-31,2060449.3205714736,,,,,,
1994-01-07,2089648.0206690044,,,,,,
1994-01-14,2085815.8251199638,,,,,,
1994-01-21,2066620.471637454,,,,,,
1994-01-28,2111719.8180949506,,,,,,
1994-02-04,2106245.3429639274,,,,,,
1994-02-11,2119837.6007019174,,,,,,
1994-02-18,2111387.7083841143,,,,,,
1994-02-25,2132299.3696092316,,,,,,
1994-03-04,2141141.981194292,,,,,,
1994-03-11,2146291.0028326595,,,,,,
1994-03-18,2163088.7939373273,,,,,,
1994-03-25,2139666.602137833,,,,,,
1994-04-01,2038018.7936727565,,,,,,
1994-04-08,2105031.489772631,,,,,,
1994-04-15,2044261.7468505427,,,,,,
1994-04-22,2100211.85369183,,,,,,
1994-04-29,2129304.533419692,,,,,,
1994-05-06,2071176.8817866016,,,,,,
1994-05-13,2097049.578589601,,,,,,
1994-05-20,2134569.4413552405,,,,,,
1994-05-27,2186472.5818708623,,,,,,
1994-06-03,2201339.4646651656,,,,,,
1994-06-10,2208995.2755499505,,,,,,
1994-06-17,2197357.6643210994,,,,,,
1994-06-24,2149495.4620050485,,,,,,
1994-07-01,2178182.38068223,,,,,,
1994-07-08,2183915.3458973374,,,,,,
1994-07-15,2194186.973566189,,,,,,
1994-07-22,2171316.497073201,,,,,,
1994-07-29,2220462.330490335,,,,,,
1994-08-05,2216262.772689928,,,,,,
1994-08-12,2265165.1105731917,,,,,,
1994-08-19,2277539.949282909,,,,,,
1994-08-26,2307582.9839431182,,,,,,
1994-09-02,2304418.5544535103,,,,,,
1994-09-09,2312450.0920639695,,,,,,
1994-09-16,2321748.704363319,,,,,,
1994-09-23,2285309.8982339883,,,,,,
1994-09-30,2299301.043469963,,,,,,
1994-10-07,2301327.75614509,,,,,,
1994-10-14,2335404.0620470373,,,,,,
1994-10-21,2325517.8898726944,,,,,,
1994-10-28,2371740.028233986,,,,,,
1994-11-04,2365726.3359951735,,,,,,
1994-11-11,2411453.925490689,,,,,,
1994-11-18,2394957.6506625474,,,,,,
1994-11-25,2401825.547649976,,,,,,
1994-12-02,2387090.8241913896,,,,,,
1994-12-09,2373914.4708850607,,,,,,
1994-12-16,2435215.6195063796,,,,,,
1994-12-23,2448587.6731816316,,,,,,
1994-12-30,2468109.019517563,,,,,,
1995-01-06,2444778.130064474,1000000.0,,,,,
1995-01-13,2489091.930187752,1012133.389524362,,,,,
1995-01-20,2503793.567462777,1013334.7985397278,,,,,
1995-01-27,2537436.6051736576,1017615.6206302649,,,,,
1995-02-03,2563307.9378571236,1022722.7448585621,,,,,
1995-02-10,2560961.9734224416,1023214.8292204869,,,,,
1995-02-17,2555885.910743477,1024626.3876567894,,,,,
1995-02-24,2584955.8756167977,1025471.8304061498,,,,,
1995-03-03,2597999.2669189163,1027819.052472436,,,,,
1995-03-10,2626312.7188589866,1028989.0021893154,,,,,
1995-03-17,2650043.049860579,1034345.405186565,,,,,
1995-03-24,2665019.5792491036,1041034.1062704612,,,,,
1995-03-31,2678823.8905512765,1036590.7857181636,,,,,
1995-04-07,2695683.836331788,1035669.6353617499,,,,,
1995-04-14,2695909.1965485145,1038051.562182181,,,,,
1995-04-21,2716166.281028908,1030642.5225618394,,,,,
1995-04-28,2716444.5900596175,1032776.1546046917,,,,,
1995-05-05,2753456.465661096,1036990.5217065511,,,,,
1995-05-12,2785607.0603036075,1046320.7029828763,,,,,
1995-05-19,2770783.0233054385,1039782.8158789114,,,,,
1995-05-26,2757811.5468816366,1035103.2764776523,,,,,
1995-06-02,2807009.9308284787,1055119.292767675,,,,,
1995-06-09,2816106.724048183,1057635.141239132,,,,,
1995-06-16,2836318.7823245297,1058141.941533397,,,,,
1995-06-23,2852487.9349495308,1063470.2914513769,,,,,
1995-06-30,2848437.632936095,1064399.8763599084,,,,,
1995-07-07,2846790.686345357,1073120.564485277,,,,,
1995-07-14,2880880.7957404787,1086201.9615294447,,,,,
1995-07-21,2879348.4784046253,1076287.4542432514,,,,,
1995-07-28,2948804.971601325,1084680.913942143,,,,,
1995-08-04,2925035.522152551,1074119.8352508165,,,,,
1995-08-11,2937042.750658612,1084319.0557495223,,,,,
1995-08-18,2929551.9212180944,1086946.2441836612,,,,,
1995-08-25,2939006.9356719325,1077801.9848486192,,,,,
1995-09-01,2961506.522608055,1077102.6954082665,,,,,
1995-09-08,2983382.420762052,1094189.6155859176,,,,,
1995-09-15,3008679.396945557,1099301.622317177,,,,,
1995-09-22,3022484.3433705424,1100842.7129269922,,,,,
1995-09-29,3015919.430247841,1099193.7868302308,,,,,
1995-10-06,3008554.292265907,1093765.6103844177,,,,,
1995-10-13,3029747.3967049266,1097556.578578724,,,,,
1995-10-20,3037155.8489175555,1112598.5523040341,,,,,
1995-10-27,3039689.994622222,1117385.2054865551,,,,,
1995-11-03,3080793.1067629065,1131011.2616229565,,,,,
1995-11-10,3092207.993120348,1133418.5588089176,,,,,
1995-11-17,3098031.534753371,1129990.816454475,,,,,
1995-11-24,3115152.732127043,1140649.7078571098,,,,,
1995-12-01,3143255.828956919,1143488.5657325997,,,,,
1995-12-08,3182194.728615228,1152965.9438465072,,,,,
1995-12-15,3168347.893282898,1137793.9953822042,,,,,
1995-12-22,3160516.2844833154,1145439.678099529,,,,,
1995-12-29,3190510.240170057,1147112.1177275006,,,,,
1996-01-05,3150901.2813647324,1141082.3394279804,,,,,
1996-01-12,3068510.7438210435,1118367.2416784472,,,,,
1996-01-19,3155625.104915105,1132520.8855639643,,,,,
1996-01-26,3187576.455277933,1146575.2069718216,,,,,
1996-02-02,3222087.1150049567,1172513.966353555,,,,,
1996-02-09,3272975.8691248707,1188982.166245594,,,,,
1996-02-16,3233132.98656465,1172935.4759209247,,,,,
1996-02-23,3237142.541046507,1181585.9426520695,,,,,
1996-03-01,3308604.833947899,1178709.0495288384,,,,,
1996-03-08,3276339.704744308,1176557.5827299189,,,,,
1996-03-15,3413785.584913712,1206173.205572372,,,,,
1996-03-22,3387941.409390077,1189847.5401437841,,,,,
1996-03-29,3413371.195114862,1198045.1688625652,,,,,
1996-04-05,3370890.921760671,1187578.581017649,,,,,
1996-04-12,3339311.0667520417,1191508.6367184243,,,,,
1996-04-19,3375634.2263999474,1212245.2872328954,,,,,
1996-04-26,3391232.5370483627,1219082.9327448881,,,,,
1996-05-03,3340910.201969103,1211693.023009426,,,,,
1996-05-10,3472067.776446189,1232165.915877019,,,,,
1996-05-17,3511939.3106994387,1243267.007443891,,,,,
1996-05-24,3565752.545001287,1250674.5513886143,,,,,
1996-05-31,3520428.5328250984,1248851.120938614,,,,,
1996-06-07,3573702.719225851,1254692.6508641953,,,,,
1996-06-14,3566598.1634142543,1255974.2228196673,,,,,
1996-06-21,3613207.8167648762,1261528.055076565,,,,,
1996-06-28,3662477.3832817953,1273668.4637053555,,,,,
1996-07-05,3523641.585787083,1229735.787174425,,,,,
1996-07-12,3394567.873219315,1171283.110019984,,,,,
1996-07-19,3438298.917509704,1188253.6253904172,,,,,
1996-07-26,3473407.569364974,1195655.2466427376,,,,,
1996-08-02,3628358.3758175536,1241917.9962262046,,,,,
1996-08-09,3664814.3069711,1257944.133595697,,,,,
1996-08-16,3661065.05266747,1258592.694606398,,,,,
1996-08-23,3707670.2062618523,1266464.9924822203,,,,,
1996-08-30,3630164.6873776335,1247064.131791504,,,,,
1996-09-06,3745679.2747895923,1275879.314549021,,,,,
1996-09-13,3839843.9335260494,1311582.4146978045,,,,,
1996-09-20,3854622.5120211346,1315898.2354704381,,,,,
1996-09-27,3881118.7579172873,1315885.1164600533,,,,,
1996-10-04,3922926.3003502344,1323210.056955953,,,,,
1996-10-11,3910376.507266702,1327998.9909506596,,,,,
1996-10-18,3944049.4271161403,1327057.48397679,,,,,
1996-10-25,3893184.342797505,1312058.1882976631,,,,,
1996-11-01,3824099.789852413,1322204.2208617928,,,,,
1996-11-08,3983442.7292825384,1361000.146233686,,,,,
1996-11-15,3962324.903809598,1364402.5969744367,,,,,
1996-11-22,3976336.5613871356,1376239.9098412162,,,,,
1996-11-29,3985142.4508261858,1375746.5650323846,,,,,
1996-12-06,3980703.511248763,1379271.0297478554,,,,,
1996-12-13,3830390.5616935883,1353467.2812164547,,,,,
1996-12-20,3985545.778136249,1385131.2883210287,,,,,
1996-12-27,4035229.02504513,1389032.2226378894,,,,,
1997-01-03,3973640.306372241,1383217.650065495,,,,,
1997-01-10,4047523.6514212256,1384599.511797949,,,,,
1997-01-17,4130865.3210491557,1399583.0080698405,,,,,
1997-01-24,4053522.0999659505,1395344.213932327,,,,,
1997-01-31,4156123.1997182104,1419886.14682584,,,,,
1997-02-07,4205622.422179582,1434334.3878458624,,,,,
1997-02-14,4282603.896330749,1447173.7572368323,,,,,
1997-02-21,4296162.065508563,1433592.4607671543,,,,,
1997-02-28,4275545.916424729,1447873.2950382223,,,,,
1997-03-07,4313015.966330966,1454791.8580804733,,,,,
1997-03-14,4225609.511442128,1453810.605985366,,,,,
1997-03-21,4235020.265415156,1437191.83935434,,,,,
1997-03-28,4055659.84303907,1408604.9604779272,,,,,
1997-04-04,4044264.83942231,1442620.8087960356,,,,,
1997-04-11,4001820.156612102,1414971.2324071021,,,,,
1997-04-18,4073534.2075541643,1442652.7465118302,,,,,
1997-04-25,4145576.3845173926,1467122.4978209005,,,,,
1997-05-02,4280742.812193572,1506304.694383948,,,,,
1997-05-09,4279252.532937511,1535362.9735889751,,,,,
1997-05-16,4303326.959420756,1533514.544651936,,,,,
1997-05-23,4339763.946317431,1556666.2252309194,,,,,
1997-05-30,4358826.789281278,1540359.5672303145,,,,,
1997-06-06,4421069.838378556,1548668.0805611997,,,,,
1997-06-13,4573419.777518191,1587545.2527823844,,,,,
1997-06-20,4523716.864990644,1572388.8479591517,,,,,
1997-06-27,4537735.407124252,1578569.4282760383,,,,,
1997-07-04,4632930.610829682,1600403.7067377826,,,,,
1997-07-11,4675312.541987841,1617050.1921057857,,,,,
1997-07-18,4687579.716128005,1645967.065534483,,,,,
1997-07-25,4768462.725378843,1673910.6943237926,,,,,
1997-08-01,4851778.9479163345,1691010.4530474814,,,,,
1997-08-08,4786644.289919325,1674524.4930518952,,,,,
1997-08-15,4670915.630609835,1650363.072877277,,,,,
1997-08-22,4646128.947568408,1676819.0554177724,,,,,
1997-08-29,4542468.284600911,1639488.8299125214,,,,,
1997-09-05,4703101.272493384,1701535.0286062337,,,,,
1997-09-12,4629363.1387348585,1686575.0904480973,,,,,
1997-09-19,4789719.044295413,1714813.7183428737,,,,,
1997-09-26,4785564.805969298,1706277.2281137686,,,,,
1997-10-03,4848722.638836838,1711444.8560776522,,,,,
1997-10-10,4815920.699230954,1716344.9276980592,,,,,
1997-10-17,4790131.048281803,1682900.486516111,,,,,
1997-10-24,4353766.711722985,1585586.8474203118,,,,,
1997-10-31,4694632.480581006,1656596.0294042875,,,,,
1997-11-07,4704357.183898584,1663677.6328156358,,,,,
1997-11-14,4857863.517111212,1714336.9815829527,,,,,
1997-11-21,4846454.690714089,1712524.138176193,,,,,
1997-11-28,4958054.511068128,1740042.1645397327,,,,,
1997-12-05,4956858.187768152,1730738.2760419967,,,,,
1997-12-12,4943325.665328851,1677233.5265169889,,,,,
1997-12-19,4867225.618006872,1649257.8043384706,,,,,
1997-12-26,4835797.492953588,1625685.2839823295,,,,,
1998-01-02,5022592.068517977,1689038.98224978,,,,,
1998-01-09,4835089.308149361,1648612.133162128,,,,,
1998-01-16,4944199.912996351,1676953.9496308407,,,,,
1998-01-23,4905955.422819933,1682950.0803533834,,,,,
1998-01-30,5073261.692520413,1764304.2467908561,,,,,
1998-02-06,5077755.939287972,1791449.0588682033,,,,,
1998-02-13,5139319.806219403,1798701.0018872556,,,,,
1998-02-20,5286890.92473106,1819876.18663337,,,,,
1998-02-27,5320956.560424281,1831689.2567082536,,,,,
1998-03-06,5377609.077107036,1809650.24184273,,,,,
1998-03-13,5428756.359597029,1836325.5710071307,,,,,
1998-03-20,5449373.026541358,1825646.298888828,,,,,
1998-03-27,5453721.528841922,1865176.0401801914,,,,,
1998-04-03,5619292.523177116,1882069.7423051505,,,,,
1998-04-10,5599849.191314895,1874809.7106505719,,,,,
1998-04-17,5583877.840837865,1888282.3086083592,,,,,
1998-04-24,5548359.619925584,1871072.868270062,,,,,
1998-05-01,5729834.700606373,1910819.8708580183,,,,,
1998-05-08,5609726.923671383,1906885.500422798,,,,,
1998-05-15,5674300.416054537,1899121.2345286484,,,,,
1998-05-22,5751625.563887266,1879149.507565166,,,,,
1998-05-29,5759787.737398834,1861003.5449957775,,,,,
1998-06-05,5907473.280899497,1907748.564423512,,,,,
1998-06-12,5736315.231264807,1871617.9419242379,,,,,
1998-06-19,5884473.94570371,1923572.3973196084,,,,,
1998-06-26,6107114.522036772,1962686.128934884,,,,,
1998-07-03,6198883.146650407,1963139.501305688,,,,,
1998-07-10,6275840.777724438,2024525.1121083142,,,,,
1998-07-17,6217930.474065628,2036149.4490081365,,,,,
1998-07-24,6079418.560827299,1986212.6695038853,,,,,
1998-07-31,5847101.895592952,1924221.0559439058,,,,,
1998-08-07,5601358.087325672,1852114.3518914785,,,,,
1998-08-14,5525648.245159922,1836080.3823987423,,,,,
1998-08-21,5660058.073209034,1887343.3370635274,,,,,
1998-08-28,4809755.837873047,1676416.1662309717,,,,,
1998-09-04,4979836.195839265,1695991.135660134,,,,,
1998-09-11,5239796.876735666,1811847.8941906537,,,,,
1998-09-18,5305781.316084718,1840952.152835094,,,,,
1998-09-25,5400524.029841131,1904858.1688189795,,,,,
1998-10-02,5052715.13674878,1771180.5342418957,,,,,
1998-10-09,5341986.461932577,1810297.8439265443,,,,,
1998-10-16,5748953.405126352,1930358.6306095903,,,,,
1998-10-23,5807289.847895681,1946627.0061720368,,,,,
1998-10-30,5972628.629102235,2026524.753879654,,,,,
1998-11-06,6043081.643433455,2064318.5702108883,,,,,
1998-11-13,6156330.35718758,2070379.3653838371,,,,,
1998-11-20,6494477.859304051,2142585.99929679,,,,,
1998-11-27,6282322.641023794,2124921.031452808,,,,,
1998-12-04,6289693.223951828,2171763.5504556117,,,,,
1998-12-11,6046708.123800227,2139495.1356398645,,,,,
1998-12-18,6331858.589337593,2195693.2449830202,,,,,
1998-12-25,6538690.166367753,2244402.7207013825,,,,,
1999-01-01,6560102.796165217,2272771.8246285752,,,,,
1999-01-08,6699837.153697489,2342345.4173058392,,,,,
1999-01-15,6561401.6820048345,2312311.1186695285,,,,,
1999-01-22,6543549.340866731,2331602.527463508,,,,,
1999-01-29,6844346.97504819,2413920.4668021807,,,,,
1999-02-05,6804567.388532654,2426122.730290019,,,,,
1999-02-12,6933540.247963084,2457052.2021895833,,,,,
1999-02-19,7186026.566902639,2499489.92098693,,,,,
1999-02-26,7161155.668945337,2461575.4850004152,,,,,
1999-03-05,7423730.013938313,2555369.695546061,,,,,
1999-03-12,7482698.3885125425,2552451.7231052904,,,,,
1999-03-19,7436729.84282519,2558072.2610367746,,,,,
1999-03-26,7438466.781963164,2610700.672438132,,,,,
1999-04-02,7412768.452277931,2600786.0506773796,,,,,
1999-04-09,7719406.59472996,2661993.2220329666,,,,,
1999-04-16,7378399.917279596,2524089.7229981422,,,,,
1999-04-23,7785960.92047967,2663215.1388152568,,,,,
1999-04-30,7688243.465286267,2591373.1299451,,,,,
1999-05-07,7550197.979959629,2527474.1004097736,,,,,
1999-05-14,7652076.339601089,2526615.5291227764,,,,,
1999-05-21,7484207.9096608525,2525930.2192172576,,,,,
1999-05-28,7557547.9965890795,2551984.0525908805,,,,,
1999-06-04,7783570.102397988,2619532.611980637,,,,,
1999-06-11,7566130.0672839265,2563106.0969666266,,,,,
1999-06-18,7919533.104961053,2699917.924664585,,,,,
1999-06-25,7945982.49591558,2708977.2893321947,,,,,
1999-07-02,8071679.488002396,2810945.786635999,,,,,
1999-07-09,8027764.921385572,2833534.0336150923,,,,,
1999-07-16,8086667.278472647,2860668.1676616264,,,,,
1999-07-23,8050185.5617057765,2796219.864516384,,,,,
1999-07-30,7805075.969502471,2761495.375556067,,,,,
1999-08-06,7554621.371979706,2712822.548977059,,,,,
1999-08-13,8003113.731681273,2855977.864937106,,,,,
1999-08-20,8242608.796709186,2885635.540786269,,,,,
1999-08-27,8188643.512975552,2900005.3658384806,,,,,
1999-09-03,8360274.429000254,2979939.799721763,,,,,
1999-09-10,8467657.737803306,3062742.457157486,,,,,
1999-09-17,8361610.373686149,3043343.105384347,,,,,
1999-09-24,8164515.687660467,2950005.773247227,,,,,
1999-10-01,8335435.811478363,2978084.4621129604,,,,,
1999-10-08,8602265.772208082,3063994.067209763,,,,,
1999-10-15,8220095.927753307,2949215.193271767,,,,,
1999-10-22,8415778.287979996,3015093.1607481255,,,,,
1999-10-29,8616333.364709321,3075329.7070727376,,,,,
1999-11-05,8629056.199306373,3120267.7287755273,,,,,
1999-11-12,8706442.260990806,3151246.9474602602,,,,,
1999-11-19,8922723.492711026,3194879.85851291,,,,,
1999-11-26,8831940.62607817,3222402.5778141357,,,,,
1999-12-03,8908262.463988364,3263030.3666637824,,,,,
1999-12-10,8768450.080237096,3240103.688569886,,,,,
1999-12-17,8790113.271591334,3293891.2647855263,,,,,
1999-12-24,9084947.751987718,3418289.7717738375,,,,,
1999-12-31,8854850.174114376,3423117.5542530147,,,,,
2000-01-07,9061880.255630357,3420593.1894220426,1000000.0,,,,
2000-01-14,9311979.778839394,3512175.7832251913,1004014.7221190996,,,,
2000-01-21,8844743.833005855,3358520.301305959,976821.3308295603,,,,
2000-01-28,8844324.583599277,3188306.5152682126,970105.4043376287,,,,
2000-02-04,8889543.688542517,3419623.936743412,978907.3323481551,,,,
2000-02-11,8559445.358146092,3370394.518566062,960488.8667081583,,,,
2000-02-18,8061987.356237214,3191044.9856667025,944545.5514486164,,,,
2000-02-25,7877983.812780915,3211271.2156128506,944259.7648061042,,,,
2000-03-03,7921937.770978077,3327777.115621088,950683.5351191683,,,,
2000-03-10,7828759.006054497,3391845.3905433402,927812.028358361,,,,
2000-03-17,8702717.946906902,3597438.8381363247,1031198.6110942422,,,,
2000-03-24,8897665.719298102,3703036.503874179,1053116.8819868378,,,,
2000-03-31,9246903.26264159,3838232.202467164,1102150.9134221892,,,,
2000-04-07,9234338.814818468,3813798.5756929885,1107436.0296488507,,,,
2000-04-14,8519843.614768842,3282100.4257085486,1082488.3541512536,,,,
2000-04-21,9222325.484187346,3499824.5709355553,1112658.8894886884,,,,
2000-04-28,9341131.037822235,3621612.075057951,1119823.9733482462,,,,
2000-05-05,9265278.847080765,3556754.9767533387,1118417.1420788623,,,,
2000-05-12,9609665.755407825,3627118.2313086577,1127798.1974364815,,,,
2000-05-19,9195332.900647728,3482936.3152476004,1130869.4260962442,,,,
2000-05-26,9129551.353128593,3378297.8008859195,1130667.773386921,,,,
2000-06-02,9517464.37535637,3696513.6619750937,1167729.4714685238,,,,
2000-06-09,9103279.413906122,3691335.138963946,1121069.1540271738,,,,
2000-06-16,9369100.50778653,3782272.932546367,1128227.7628222639,,,,
2000-06-23,9307517.82192503,3762732.403474128,1099215.115314609,,,,
2000-06-30,9404249.975468066,3872292.269306736,1129266.3946090217,,,,
2000-07-07,9850239.734735668,3939855.881754914,1148584.0695786779,,,,
2000-07-14,10014149.375468295,4023968.553628096,1155693.7135913274,,,,
2000-07-21,10110958.575647116,3961943.7523496845,1144676.2567592405,,,,
2000-07-28,9911812.511977773,3839231.647776288,1124077.1671787053,,,,
2000-08-04,10280050.827974983,3969534.6955524795,1163645.1339317632,,,,
2000-08-11,10580972.46615631,4096668.9810865102,1189718.4630471026,,,,
2000-08-18,10201025.355595501,4108630.5089999586,1165673.2208676608,,,,
2000-08-25,10181387.97173997,4162325.625906953,1170771.2858513284,,,,
2000-09-01,10023085.741111284,4175998.6495361184,1177472.8527392296,,,,
2000-09-08,10277469.399154136,4129014.0691315015,1196808.4435346127,,,,
2000-09-15,10063864.390255874,3885890.3587038796,1180892.4164067789,,,,
2000-09-22,10179035.51904771,3864541.7220584033,1180847.5691853198,,,,
2000-09-29,10331731.02828336,3768922.01806961,1188456.5422462344,,,,
2000-10-06,10228543.706219431,3575014.5057051927,1207391.5284263892,,,,
2000-10-13,9913021.85644931,3479132.0920276907,1207963.867560254,,,,
2000-10-20,9811168.020373987,3633335.252744465,1192090.395525455,,,,
2000-10-27,10188642.204119567,3678088.6886688494,1235550.476532658,,,,
2000-11-03,10508828.294925734,3669330.143366376,1299555.0755972788,,,,
2000-11-10,10314891.451523308,3405154.9858596763,1273864.713283422,,,,
2000-11-17,10122150.478104735,3520264.176015871,1314623.3014759687,,,,
2000-11-24,10377370.428228185,3489990.5572454394,1320497.4227701044,,,,
2000-12-01,10619144.31950802,3397283.573314959,1319892.4887510445,,,,
2000-12-08,10815141.08556248,3550140.012507818,1360284.002158134,,,,
2000-12-15,10691074.73174444,3435361.230167186,1325771.2888702464,,,,
2000-12-22,10592709.440832015,3460172.3573962073,1338663.5886765071,,,,
2000-12-29,11036499.990949398,3424725.3534682775,1361008.6120654203,,,,
2001-01-05,10691419.065847944,3437364.9706995366,1333435.3341106821,,,,
2001-01-12,10869437.216621866,3532400.1500634304,1379312.8463027726,,,,
2001-01-19,10531240.190529803,3575599.274538495,1359641.301178776,,,,
2001-01-26,10658806.963431804,3582046.26549739,1388479.5523112617,,,,
2001-02-02,10852338.855164014,3510571.4532717373,1395422.4008736478,,,,
2001-02-09,10828171.575085761,3425047.4670355474,1385954.3333395831,,,,
2001-02-16,10642156.269199742,3369929.794390694,1406867.0278866452,,,,
2001-02-23,10479600.940487873,3252136.511742781,1396075.515654879,,,,
2001-03-02,10155982.370337177,3086124.6761437566,1393051.7379177194,,,,
2001-03-09,9944334.044627547,3019430.562453848,1409610.6019314565,,,,
2001-03-16,9499474.126427297,2904097.386283513,1345103.7028240177,,,,
2001-03-23,9432422.071914507,2959664.930422654,1344361.6849710187,,,,
2001-03-30,9659055.241594538,2949992.3923277035,1375338.2242986083,,,,
2001-04-06,9575165.231727568,2889888.5192423295,1365485.2701746656,,,,
2001-04-13,9628294.386724746,3031455.388435319,1362812.7121783965,,,,
2001-04-20,10060354.311541766,3291733.794411659,1415133.3636857795,,,,
2001-04-27,10245110.568270866,3286579.458946519,1438423.5227420183,,,,
2001-05-04,10282111.454979587,3293270.458239746,1431245.6214884813,,,,
2001-05-11,10274827.881611591,3217217.83042061,1445466.1539753682,,,,
