Date,1990_dow_ds1,1990_dow_hammer,1990_claude_ds1,1990_claude_hammer,2000_dow_ds1,2000_dow_hammer,2000_claude_ds1,2000_claude_hammer,2015_dow_ds1,2015_dow_hammer,2015_claude_ds1,2015_claude_hammer
1990-05-07,100788.76098744418,119239.7073768553,100068.33117269234,118848.0084366496,,,,,,,,
1990-05-08,101534.78984738047,119657.56759570063,100861.3272140011,119282.07793275325,,,,,,,,
1990-05-09,101732.29425841992,119431.17885885945,101149.69949524828,119126.23635357361,,,,,,,,
1990-05-10,102024.09017813661,119131.72686240937,101456.01055563478,118817.08416164249,,,,,,,,
1990-05-11,103362.87822621423,119477.0766851182,102743.56936152173,119120.8813332177,,,,,,,,
1990-05-14,104096.9460491833,121416.65190229034,103468.35758844326,121029.26413668822,,,,,,,,
1990-05-15,104642.44546977118,124265.32886523577,104032.60751086523,123859.88093722386,,,,,,,,
1990-05-16,104105.97671555691,125781.37741261114,103453.19417328302,125318.10806560819,,,,,,,,
1990-05-17,104396.99680616407,125304.43668867339,103665.9658074491,124721.53541311756,,,,,,,,
1990-05-18,104752.60794922074,125544.46724835741,103961.65416300514,124904.62722033962,,,,,,,,
1990-05-21,105443.14582744412,126576.36723047994,104662.37942383118,125912.73072260334,,,,,,,,
1990-05-22,105214.0125849076,126465.28842894203,104456.19054932358,125909.05453211567,,,,,,,,
1990-05-23,105549.87678788322,128819.31341009757,104753.85825741375,128187.7040306622,,,,,,,,
1990-05-24,105985.66913161162,130386.59396001413,105195.7221278916,129741.91201550823,,,,,,,,
1990-05-25,105279.51400942505,129841.9919560942,104526.16829850839,129251.0166591657,,,,,,,,
1990-05-29,106077.76356289812,131923.7626768561,105260.58440361872,131259.82623386238,,,,,,,,
1990-05-30,105953.38623794686,130373.86989189056,105071.62611585505,129756.6764399989,,,,,,,,
1990-05-31,105920.53691830864,128877.95596643323,104983.4657010402,128212.09058524935,,,,,,,,
1990-06-01,106687.00517720838,128658.024155705,105764.86406053144,127954.82474948064,,,,,,,,
1990-06-04,108639.62646853509,129427.89946819725,107773.80703520343,128687.72270233343,,,,,,,,
1990-06-05,108468.06805881207,129900.78801630788,107638.51780724392,129258.24969491697,,,,,,,,
1990-06-06,108397.85752101295,128976.10113596756,107609.64280789264,128390.21377654525,,,,,,,,
1990-06-07,108522.5360953635,129585.6082799238,107811.69237053997,129089.36803429895,,,,,,,,
1990-06-08,107443.60398671468,127015.1859242468,106750.37945987518,126481.75229002176,,,,,,,,
1990-06-11,107822.0043315683,125207.51661224355,107104.70842483903,124680.39787993941,,,,,,,,
1990-06-12,108365.3418461903,129979.69113813712,107609.89421295318,129464.5777640303,,,,,,,,
1990-06-13,109419.49455295164,131685.54759733818,108639.8086009794,131148.31157859237,,,,,,,,
