Date,1990,1995,2000,2005,2010,2015,2020
1993-06-04,2316836.9243240757,,,,,,
1993-06-11,2333413.6304503535,,,,,,
1993-06-18,2280849.0996387717,,,,,,
1993-06-25,2314189.057532325,,,,,,
1993-07-02,2288161.7142375633,,,,,,
1993-07-09,2287569.019477702,,,,,,
1993-07-16,2289224.986986095,,,,,,
1993-07-23,2320084.916676469,,,,,,
1993-07-30,2323266.6663991646,,,,,,
1993-08-06,2345292.9957395075,,,,,,
1993-08-13,2354055.1856967504,,,,,,
1993-08-20,2360635.939816771,,,,,,
1993-08-27,2366394.2275298843,,,,,,
1993-09-03,2365004.4970241277,,,,,,
1993-09-10,2368309.816076265,,,,,,
1993-09-17,2311798.996190145,,,,,,
1993-09-24,2377893.4893494295,,,,,,
1993-10-01,2365779.665537942,,,,,,
1993-10-08,2381134.159792284,,,,,,
1993-10-15,2421582.586430049,,,,,,
1993-10-22,2405606.1330049047,,,,,,
1993-10-29,2423175.3036955334,,,,,,
1993-11-05,2405877.586465081,,,,,,
1993-11-12,2449065.7843386135,,,,,,
1993-11-19,2433996.53859409,,,,,,
1993-11-26,2482968.7379798503,,,,,,
1993-12-03,2501992.5506730536,,,,,,
1993-12-10,2486156.3173411367,,,,,,
1993-12-17,2493033.9049067344,,,,,,
1993-12-24,2528564.220542526,,,,,,
1993-12-31,2494650.513085788,,,,,,
1994-01-07,2547221.822026979,,,,,,
1994-01-14,2564405.286477571,,,,,,
1994-01-21,2557239.3564097276,,,,,,
1994-01-28,2608581.8046714747,,,,,,
1994-02-04,2574898.4069876065,,,,,,
1994-02-11,2602241.0890338593,,,,,,
1994-02-18,2585006.992857755,,,,,,
1994-02-25,2605142.0327187153,,,,,,
1994-03-04,2617173.145009678,,,,,,
1994-03-11,2635759.4606191837,,,,,,
1994-03-18,2674644.7567112464,,,,,,
1994-03-25,2643062.027633964,,,,,,
1994-04-01,2519870.071979861,,,,,,
1994-04-08,2627342.634547179,,,,,,
1994-04-15,2570030.197615759,,,,,,
1994-04-22,2627425.0951664783,,,,,,
1994-04-29,2654454.821931358,,,,,,
1994-05-06,2598930.1578638684,,,,,,
1994-05-13,2611811.6982489876,,,,,,
1994-05-20,2685062.047313788,,,,,,
1994-05-27,2733519.0160648935,,,,,,
1994-06-03,2753003.638208215,,,,,,
1994-06-10,2765911.061334013,,,,,,
1994-06-17,2738338.5906710504,,,,,,
1994-06-24,2675812.729461996,,,,,,
1994-07-01,2697255.254493236,,,,,,
1994-07-08,2703475.352277515,,,,,,
1994-07-15,2722887.272010691,,,,,,
1994-07-22,2694042.394382012,,,,,,
1994-07-29,2746781.934198012,,,,,,
1994-08-05,2741961.3583641862,,,,,,
1994-08-12,2788233.1977338297,,,,,,
1994-08-19,2810994.2630791515,,,,,,
1994-08-26,2867236.7394855255,,,,,,
1994-09-02,2864611.2212445405,,,,,,
1994-09-09,2892895.1963724685,,,,,,
1994-09-16,2912309.4585901266,,,,,,
1994-09-23,2860700.661411169,,,,,,
1994-09-30,2867087.4297368787,,,,,,
1994-10-07,2879834.8786463225,,,,,,
1994-10-14,2924442.608541532,,,,,,
1994-10-21,2895378.9242788698,,,,,,
1994-10-28,2971302.9220491163,,,,,,
1994-11-04,2956587.7303432496,,,,,,
1994-11-11,3024992.8794103814,,,,,,
1994-11-18,2992472.7660066807,,,,,,
1994-11-25,2998416.970468315,,,,,,
1994-12-02,2993268.0777951125,,,,,,
1994-12-09,2984305.8741949294,,,,,,
1994-12-16,3051442.5859344634,,,,,,
1994-12-23,3086272.59451955,,,,,,
1994-12-30,3094764.649876973,,,,,,
1995-01-06,3065875.7268812098,1000000.0,,,,,
1995-01-13,3138622.870825561,1006988.9058046385,,,,,
1995-01-20,3139332.714545249,1009177.3372558277,,,,,
1995-01-27,3197139.613901235,1014042.7051671823,,,,,
1995-02-03,3266944.5500057824,1021828.053554371,,,,,
1995-02-10,3273406.303360959,1023228.0512832301,,,,,
1995-02-17,3290255.7488165563,1020178.7613913667,,,,,
1995-02-24,3325993.676910618,1022683.9431055351,,,,,
1995-03-03,3346708.330998272,1029014.7479690976,,,,,
1995-03-10,3379108.4704482537,1033476.2353658959,,,,,
1995-03-17,3421164.2869958486,1043251.7151270976,,,,,
1995-03-24,3461689.51036562,1046453.9246276233,,,,,
1995-03-31,3455796.9155638157,1043626.0523931186,,,,,
1995-04-07,3480332.810793276,1042369.4673191867,,,,,
1995-04-14,3480788.16099663,1047764.2183593109,,,,,
1995-04-21,3517969.8987628343,1040753.2202664351,,,,,
1995-04-28,3512550.64071534,1042256.6582121595,,,,,
1995-05-05,3568656.0151410485,1047910.03498267,,,,,
1995-05-12,3593701.620776862,1058905.4984010442,,,,,
1995-05-19,3567068.8194381376,1055527.8747300147,,,,,
1995-05-26,3568725.3887725533,1053591.643282478,,,,,
1995-06-02,3632132.856934913,1066137.7974697456,,,,,
1995-06-09,3661310.46793447,1071234.7613799255,,,,,
1995-06-16,3738532.401399268,1079516.5629141622,,,,,
1995-06-23,3759705.7380413823,1086416.027373691,,,,,
1995-06-30,3757409.0170798553,1086791.3860754129,,,,,
1995-07-07,3800925.1309485743,1095723.261683563,,,,,
1995-07-14,3824388.2446019268,1113702.6069199299,,,,,
1995-07-21,3824960.620367782,1100162.3334417336,,,,,
1995-07-28,3942130.024619506,1111776.08966329,,,,,
1995-08-04,3943080.9513313286,1103074.0355898074,,,,,
1995-08-11,3953610.857810077,1106406.8008809355,,,,,
1995-08-18,3962996.6556902616,1109693.4194969966,,,,,
1995-08-25,3973954.249557941,1102597.2329679404,,,,,
1995-09-01,3997206.0150694726,1101068.8211441636,,,,,
1995-09-08,4061292.893756856,1123109.1323484618,,,,,
1995-09-15,4147075.308680392,1124486.1339215022,,,,,
1995-09-22,4154146.5885976097,1126480.0636796826,,,,,
1995-09-29,4165682.6400063997,1129396.291071218,,,,,
1995-10-06,4140811.7385925427,1124489.4987417583,,,,,
1995-10-13,4207901.373816975,1129600.8663962102,,,,,
1995-10-20,4217892.264548916,1144278.771562078,,,,,
1995-10-27,4215547.1314943805,1152492.8709841375,,,,,
1995-11-03,4305476.915535932,1175724.5765821396,,,,,
1995-11-10,4365751.299029674,1180182.1184622208,,,,,
1995-11-17,4409670.743976595,1174072.1807933946,,,,,
1995-11-24,4456452.735194953,1180971.0520941517,,,,,
1995-12-01,4490992.871732345,1185274.9628838412,,,,,
1995-12-08,4533086.652631117,1202105.880854711,,,,,
1995-12-15,4489303.373859564,1189294.445653776,,,,,
1995-12-22,4515147.645187635,1200565.3525320387,,,,,
1995-12-29,4566165.347985102,1202668.1003774314,,,,,
1996-01-05,4528213.807761085,1188949.6898242699,,,,,
1996-01-12,4434718.517956454,1167587.3782627173,,,,,
1996-01-19,4606733.006438168,1182478.1241671813,,,,,
1996-01-26,4707197.698705236,1199608.6648802888,,,,,
1996-02-02,4834438.350337001,1224521.794681469,,,,,
1996-02-09,4950704.09862661,1251869.4839251223,,,,,
1996-02-16,4850861.196672414,1236401.0982010004,,,,,
1996-02-23,4849369.397386802,1245248.4292499307,,,,,
1996-03-01,4973629.491956856,1243238.197813194,,,,,
1996-03-08,4912734.469445914,1234832.2416858852,,,,,
1996-03-15,5130928.146982573,1271240.4266364977,,,,,
1996-03-22,5127694.201760366,1256811.4576859863,,,,,
1996-03-29,5141568.369936434,1265125.9157921544,,,,,
1996-04-05,5089333.357967125,1251184.7250445753,,,,,
1996-04-12,5078445.476709746,1250603.0510049742,,,,,
1996-04-19,5115462.944051588,1268777.4789031702,,,,,
1996-04-26,5158018.529898209,1281912.4694107242,,,,,
1996-05-03,5082532.574088405,1266777.4727563153,,,,,
1996-05-10,5275397.356102083,1301396.2672494364,,,,,
1996-05-17,5317529.664378342,1310166.8665931178,,,,,
1996-05-24,5379093.204936663,1311943.8341604713,,,,,
1996-05-31,5332651.928516917,1321712.9413476968,,,,,
1996-06-07,5428760.62896988,1325372.1416158301,,,,,
1996-06-14,5373521.936253731,1321851.5292400117,,,,,
1996-06-21,5430130.764841141,1328880.3048192568,,,,,
1996-06-28,5490540.779294515,1337926.9857065284,,,,,
1996-07-05,5325436.579171386,1295881.5963208012,,,,,
1996-07-12,5154298.455197868,1229123.7983064337,,,,,
1996-07-19,5214436.184945702,1248383.5281552009,,,,,
1996-07-26,5255627.200049929,1252843.1212272407,,,,,
1996-08-02,5484381.572324723,1298685.5466128117,,,,,
1996-08-09,5555398.103249547,1327215.5499088217,,,,,
1996-08-16,5558713.473440744,1321582.691325897,,,,,
1996-08-23,5609377.017508686,1326231.9055011445,,,,,
1996-08-30,5504738.21116805,1304590.37831479,,,,,
1996-09-06,5624964.914305439,1332919.9113305295,,,,,
1996-09-13,5827247.343409938,1392946.7703275837,,,,,
1996-09-20,5835253.627513295,1412361.880169791,,,,,
1996-09-27,5832877.021180061,1404448.834148006,,,,,
1996-10-04,5920996.199301192,1431958.461980588,,,,,
1996-10-11,5918124.856350688,1434943.880696119,,,,,
1996-10-18,5924289.688238318,1431053.6443194356,,,,,
1996-10-25,5881450.920548007,1410567.8316900737,,,,,
1996-11-01,5786202.836632162,1419348.7325603077,,,,,
1996-11-08,6025930.2830674695,1490441.723730201,,,,,
1996-11-15,6016412.935850695,1476897.3949686692,,,,,
1996-11-22,6090790.682769781,1500906.3526144326,,,,,
1996-11-29,6099401.688872737,1507942.8990468727,,,,,
1996-12-06,6062883.181439675,1513014.7741272086,,,,,
1996-12-13,5882860.544203001,1485514.304158849,,,,,
1996-12-20,6206253.376939708,1532157.9904206623,,,,,
1996-12-27,6254689.810783612,1534652.5686791588,,,,,
1997-01-03,6154424.806187838,1533566.2682348075,,,,,
1997-01-10,6236934.871277873,1546759.1883602932,,,,,
1997-01-17,6427984.386863281,1566224.1002999942,,,,,
1997-01-24,6381077.147883977,1578812.3774754598,,,,,
1997-01-31,6550902.256412926,1634433.997298135,,,,,
1997-02-07,6694398.657624642,1628786.4931002525,,,,,
1997-02-14,6917212.8582194,1669491.5958522714,,,,,
1997-02-21,6838624.585363683,1638941.0171738793,,,,,
1997-02-28,6797626.795174394,1638470.9314664118,,,,,
1997-03-07,6888354.175619731,1647086.2309900017,,,,,
1997-03-14,6779057.046875355,1644756.8749361786,,,,,
1997-03-21,6815632.7801884655,1629393.8467620902,,,,,
1997-03-28,6515542.456177429,1593696.4222497372,,,,,
1997-04-04,6479811.710022165,1615645.803170049,,,,,
1997-04-11,6422671.562579941,1581798.5183993937,,,,,
1997-04-18,6469702.858199999,1611772.3332590002,,,,,
1997-04-25,6652707.397085688,1650839.5792950217,,,,,
1997-05-02,7048208.538619483,1744155.7306493851,,,,,
1997-05-09,7044385.951339528,1744374.013212239,,,,,
1997-05-16,7046328.225503937,1734386.1271491055,,,,,
1997-05-23,7111182.976989528,1776545.7509419676,,,,,
1997-05-30,7139349.386027118,1763946.2518224437,,,,,
1997-06-06,7285546.603362682,1788162.4701249958,,,,,
1997-06-13,7519033.590357613,1824870.0270825906,,,,,
1997-06-20,7475126.365791542,1806157.4811457468,,,,,
1997-06-27,7480382.864332845,1798994.9692101914,,,,,
1997-07-04,7670954.992906344,1833404.073827604,,,,,
1997-07-11,7730533.3373083975,1863686.6407367848,,,,,
1997-07-18,7668762.1141414065,1911352.3890836579,,,,,
1997-07-25,7842477.427136527,1943630.4516861115,,,,,
1997-08-01,7965725.135281524,1997919.908947636,,,,,
1997-08-08,7880301.484606258,1967716.446348984,,,,,
1997-08-15,7731188.813351451,1927875.170650895,,,,,
1997-08-22,7693669.400868684,1951563.2807803815,,,,,
1997-08-29,7520441.403261081,1903728.9606864993,,,,,
1997-09-05,7755661.581993413,1968159.6710787327,,,,,
1997-09-12,7647800.68811004,1952834.1077073552,,,,,
1997-09-19,7929606.12845845,1986571.9334055427,,,,,
1997-09-26,7915182.087059503,1958094.036947837,,,,,
1997-10-03,8075388.981399973,1970048.3556208843,,,,,
1997-10-10,7996477.0138581125,1969880.271539437,,,,,
1997-10-17,7999892.257302592,1932963.69399196,,,,,
1997-10-24,7412850.767451859,1818976.4941293576,,,,,
1997-10-31,7836244.986617189,1892857.5177147232,,,,,
1997-11-07,7830942.973256546,1898170.0941988954,,,,,
1997-11-14,8083280.019524014,1948405.659810758,,,,,
1997-11-21,8127306.219539989,1950499.1553869436,,,,,
1997-11-28,8368384.281084362,1987071.7291331438,,,,,
1997-12-05,8446328.0145454,1987290.5746475204,,,,,
1997-12-12,8370081.940353762,1907764.4155637813,,,,,
1997-12-19,8225328.129892206,1865920.4319324493,,,,,
1997-12-26,8203599.148717512,1846390.3879448392,,,,,
1998-01-02,8476289.03050639,1918922.2103990337,,,,,
1998-01-09,8169607.118736945,1869609.8790791938,,,,,
1998-01-16,8338579.8459378425,1900285.6753736248,,,,,
1998-01-23,8248618.18276854,1901121.4172762213,,,,,
1998-01-30,8618548.944500493,2012451.6620970701,,,,,
1998-02-06,8645827.407182302,2062933.8434669124,,,,,
1998-02-13,8837769.983912304,2093189.3834168068,,,,,
1998-02-20,8948563.145062493,2141423.2906776215,,,,,
1998-02-27,9014736.6180303,2142244.354049561,,,,,
1998-03-06,9153724.326654656,2131192.366983717,,,,,
1998-03-13,9267008.553659935,2165525.6981232027,,,,,
1998-03-20,9217434.752381487,2142736.970827713,,,,,
1998-03-27,9113025.1747811,2171354.396312405,,,,,
1998-04-03,9562624.793443918,2219935.245477784,,,,,
1998-04-10,9581802.81065308,2218268.873602337,,,,,
1998-04-17,9571188.192031622,2232001.1475619157,,,,,
1998-04-24,9415780.006145015,2193073.5988053787,,,,,
1998-05-01,9688437.595511312,2236711.681279474,,,,,
1998-05-08,9503561.558979426,2217928.507717672,,,,,
1998-05-15,9650241.44923143,2217700.5896317516,,,,,
1998-05-22,9818638.579670794,2201547.0878689447,,,,,
1998-05-29,9835038.386881514,2182215.4229510543,,,,,
1998-06-05,10084646.921387114,2232452.9855115036,,,,,
1998-06-12,9767980.000613699,2182684.165910852,,,,,
1998-06-19,10090317.490053315,2266855.8023763984,,,,,
1998-06-26,10490548.878305286,2364878.0591471265,,,,,
1998-07-03,10683719.327162245,2385911.6258534584,,,,,
1998-07-10,10812260.052317843,2462885.687737188,,,,,
1998-07-17,10774289.574003026,2480641.6675173948,,,,,
1998-07-24,10412794.374812094,2406103.914412196,,,,,
1998-07-31,10044175.741818903,2339127.4872431247,,,,,
1998-08-07,9678368.060382973,2234952.7582873753,,,,,
1998-08-14,9574386.1693626,2216632.130050942,,,,,
1998-08-21,9780138.44301249,2262269.297914926,,,,,
1998-08-28,8539983.443398722,2050434.4873014323,,,,,
1998-09-04,8623883.720712222,2063039.96997883,,,,,
1998-09-11,9016790.916044023,2164865.2956848918,,,,,
1998-09-18,9163264.997002903,2195522.780944323,,,,,
1998-09-25,9363575.831844937,2256431.433146532,,,,,
1998-10-02,8802527.852668382,2107989.962709852,,,,,
1998-10-09,9264912.445224468,2149794.538077966,,,,,
1998-10-16,10025313.311697982,2294146.5577531876,,,,,
1998-10-23,10032460.95366098,2297731.700635052,,,,,
1998-10-30,10406603.260801611,2393033.334639413,,,,,
1998-11-06,10522673.972419493,2454046.1962353457,,,,,
1998-11-13,10692271.361386657,2502856.769545892,,,,,
1998-11-20,11232927.024354566,2617514.961387682,,,,,
1998-11-27,10843410.699955206,2601862.698334022,,,,,
1998-12-04,10809581.301777868,2657750.0594580597,,,,,
1998-12-11,10415926.10189233,2606217.895893378,,,,,
1998-12-18,11018926.40914417,2762058.7333345325,,,,,
1998-12-25,11140856.825404357,2793332.3169917124,,,,,
1999-01-01,11190664.983948914,2794936.559877389,,,,,
1999-01-08,11398940.108399382,2919187.0301320828,,,,,
1999-01-15,11232169.834639266,2876575.732732344,,,,,
1999-01-22,11100010.48077373,2893173.099807664,,,,,
1999-01-29,11408499.314451162,3072031.121998141,,,,,
1999-02-05,11397141.313783295,2998536.488613075,,,,,
1999-02-12,11528411.500371538,2986656.3367689634,,,,,
1999-02-19,11927428.124703594,3029461.7952229995,,,,,
1999-02-26,11847403.629347168,2983976.7916998584,,,,,
1999-03-05,12353032.974724777,3086769.6321344716,,,,,
1999-03-12,12629123.82425123,3087263.9546970883,,,,,
1999-03-19,12452806.060688483,3081647.557530032,,,,,
1999-03-26,12580456.713728918,3135505.7841180293,,,,,
1999-04-02,12597508.913831491,3168268.4390891977,,,,,
1999-04-09,13275865.5151084,3228266.7561650737,,,,,
1999-04-16,12689163.46378903,3037325.6495605623,,,,,
1999-04-23,13321121.989348127,3215621.893787606,,,,,
1999-04-30,13067942.936706122,3142394.1156516126,,,,,
1999-05-07,12802915.23135874,3052917.5407624375,,,,,
1999-05-14,12663898.436988108,3014234.5233698925,,,,,
1999-05-21,12445728.591789676,2990489.0135602183,,,,,
1999-05-28,12500638.88982261,2986302.755850836,,,,,
1999-06-04,13035674.960753307,3103700.8158955984,,,,,
1999-06-11,12550571.914586522,3029447.978847814,,,,,
1999-06-18,13074341.564900463,3201613.867024984,,,,,
1999-06-25,13059351.761930298,3203420.813590624,,,,,
1999-07-02,13528750.33574093,3352039.209002266,,,,,
1999-07-09,13416310.284329232,3362410.154316238,,,,,
1999-07-16,13590842.10863652,3455076.2828841708,,,,,
1999-07-23,13207239.468936028,3290234.5594461584,,,,,
1999-07-30,12775138.507088523,3263765.529857055,,,,,
1999-08-06,12363180.365774764,3185792.311319064,,,,,
1999-08-13,13128262.152319353,3358360.51488486,,,,,
1999-08-20,13594496.315430984,3417652.675014101,,,,,
1999-08-27,13286424.538449654,3419717.844331863,,,,,
1999-09-03,13539609.87941062,3562227.71062184,,,,,
1999-09-10,13657504.000706384,3585764.7719880044,,,,,
1999-09-17,13496867.202950712,3538291.8724725656,,,,,
1999-09-24,13203228.727650044,3432283.7598497984,,,,,
1999-10-01,13476434.17698896,3443116.8666823413,,,,,
1999-10-08,14006721.801181145,3539474.179668713,,,,,
1999-10-15,13267142.414545806,3359012.3421896715,,,,,
1999-10-22,13692393.013491366,3474072.767231504,,,,,
1999-10-29,14100282.431778751,3589259.8046659506,,,,,
1999-11-05,13919293.767345626,3706044.589763737,,,,,
1999-11-12,14238030.70756686,3701465.341455021,,,,,
1999-11-19,14392125.422674218,3806152.672511763,,,,,
1999-11-26,14208241.854071775,3779564.8331048377,,,,,
1999-12-03,14526692.964991586,3884139.0594468806,,,,,
1999-12-10,14636607.600513818,3922966.851680838,,,,,
1999-12-17,14475800.592840426,4153431.876430856,,,,,
1999-12-24,14846267.878244616,4345913.6409069,,,,,
1999-12-31,14571710.966495102,4354858.332670676,,,,,
2000-01-07,14965668.71817289,4312235.297927039,1000000.0,,,,
2000-01-14,15150708.868098302,4468903.585121852,997972.0802803688,,,,
2000-01-21,14442627.304075055,4319281.284237602,976156.3097139309,,,,
2000-01-28,14471354.096097175,4111655.1481133234,968731.698333249,,,,
2000-02-04,14473095.843483416,4376411.600319738,980706.0109785465,,,,
2000-02-11,13949254.51523555,4341982.1051496025,961577.5297546615,,,,
2000-02-18,12981586.84865466,4108845.7813057,946549.4566760027,,,,
2000-02-25,12686664.152297037,4229262.563707351,948753.1862772369,,,,
2000-03-03,12764843.789470183,4350590.677247137,957645.8858379213,,,,
2000-03-10,12618178.433777215,4449805.207197675,938601.476959772,,,,
2000-03-17,14160848.877607739,4747947.018551671,1018751.9480061543,,,,
2000-03-24,14500849.642667236,5022604.303992124,1033407.2538553536,,,,
2000-03-31,15040695.664424928,4908656.202829536,1075219.7987702605,,,,
2000-04-07,14822153.407587241,4903175.705372594,1077020.2171057817,,,,
2000-04-14,13726532.31871224,4273025.62483211,1043090.7770898803,,,,
2000-04-21,14796162.185623035,4494403.804577912,1073251.4016155784,,,,
2000-04-28,14872030.81635597,4593740.677727983,1079286.6965277845,,,,
2000-05-05,14694962.579029005,4458295.305978896,1080369.6689838336,,,,
2000-05-12,15222422.664703839,4523727.57789703,1096500.2920731253,,,,
2000-05-19,14849514.761466429,4386509.366111997,1096825.9866428736,,,,
2000-05-26,14696825.830939233,4277961.6932069855,1097003.224938661,,,,
2000-06-02,15466177.668908812,4664035.780251073,1137458.2665350395,,,,
2000-06-09,14773217.311723288,4556180.19383339,1089589.4978030513,,,,
2000-06-16,14877064.020730477,4676555.465929347,1099912.1068059548,,,,
2000-06-23,14996855.130245347,4654660.698058928,1078412.0111325064,,,,
2000-06-30,14958304.567501947,4800536.496615809,1103121.0295958386,,,,
2000-07-07,15405913.23826098,4812729.367919412,1133704.958971668,,,,
2000-07-14,15506495.13360767,4858760.879663858,1147596.8372634063,,,,
2000-07-21,15512456.602367561,4721160.996265787,1130566.0991089337,,,,
2000-07-28,15378279.57151005,4588742.746798145,1109716.5027793383,,,,
2000-08-04,15957565.702875927,4740646.691214981,1136569.4975897376,,,,
2000-08-11,16253675.687464938,4864176.999540811,1159221.6865056942,,,,
2000-08-18,15741454.50111826,4813293.203371025,1142519.0980250768,,,,
2000-08-25,15642290.362049825,4851395.461864243,1144882.8102885731,,,,
2000-09-01,15417657.341132522,4928632.6784927435,1152964.3865272973,,,,
2000-09-08,15858151.848358417,4807396.570521289,1157294.5784639313,,,,
2000-09-15,15380126.370952485,4517121.995941243,1151788.4689723167,,,,
2000-09-22,15566131.300644416,4419366.131898694,1153871.7480275903,,,,
2000-09-29,15867945.721645094,4337806.848289011,1157934.2608294548,,,,
2000-10-06,15435399.459763959,4107411.225167484,1161247.943031437,,,,
2000-10-13,15048908.98342282,4017199.7916159458,1153320.8590688654,,,,
2000-10-20,14915910.952854408,4180142.746266467,1153688.9285312023,,,,
2000-10-27,15443916.092833538,4272528.022763749,1193535.047561254,,,,
2000-11-03,16000682.083824396,4266456.956745981,1256067.7912850894,,,,
2000-11-10,15336566.046491144,3945490.055000849,1234435.063715267,,,,
2000-11-17,15174957.607446766,4091512.2247933894,1270892.619141092,,,,
2000-11-24,15420054.08178601,4061326.1901656375,1284759.6963736322,,,,
2000-12-01,15621646.36917632,3933390.699689373,1279806.8217702517,,,,
2000-12-08,15930980.809172073,4101906.2964721336,1324275.1296976488,,,,
2000-12-15,15821282.688962044,3963451.016973289,1295734.8976068974,,,,
2000-12-22,15632412.155913636,4010114.8671351452,1315556.1555792883,,,,
2000-12-29,16320110.21321569,3998057.5468240585,1364331.3387819843,,,,
2001-01-05,15698768.569281127,3969345.2034455026,1350550.7706102915,,,,
2001-01-12,15839939.387448167,4063396.2149788416,1389723.9354756835,,,,
2001-01-19,15448847.921833714,4121217.273017028,1374765.1694869513,,,,
2001-01-26,15648553.77035785,4157223.636427638,1408236.381593343,,,,
2001-02-02,15857482.58932992,4096040.786629066,1426872.0339050156,,,,
2001-02-09,15877319.039095132,3960330.6997458558,1414731.8852167414,,,,
2001-02-16,15628192.46792407,3899748.884611666,1439119.8239514362,,,,
2001-02-23,15331207.238819042,3759743.3467564518,1428667.2070156974,,,,
2001-03-02,14764387.499378407,3610848.2755052154,1418411.968694347,,,,
2001-03-09,14481186.676242517,3534835.546059533,1448173.726692869,,,,
2001-03-16,13924664.803491201,3386144.3684277236,1371205.8277770772,,,,
2001-03-23,13851807.989073567,3454764.5064074714,1371132.0412870557,,,,
2001-03-30,14268687.30367948,3449030.319510339,1414331.255403535,,,,
2001-04-06,14154038.36283593,3389571.3019645587,1405740.0243224576,,,,
2001-04-13,14360512.02154037,3525558.035400081,1418027.4913713664,,,,
2001-04-20,14934217.307174439,3825010.8145451853,1491415.395315674,,,,
2001-04-27,15369196.038857475,3849307.1560236933,1540376.4188255088,,,,
2001-05-04,15517398.554231348,3867636.0351369577,1553034.9080415124,,,,
2001-05-11,15591852.651532171,3774939.7003372107,1564467.9259813048,,,,
2001-05-18,16357273.14282085,3867094.5268687126,1645287.0446269466,,,,
2001-05-25,16101970.884563962,3838991.359303159,1666847.4321109024,,,,
2001-06-01,16008970.505507242,3815834.8652328104,1665619.926709009,,,,
2001-06-08,15974614.214963662,3890496.477820564,1662296.5280027678,,,,
2001-06-15,15474058.78572825,3718608.1395388325,1661444.3092052443,,,,
2001-06-22,15599764.879043637,3841577.0711497925,1690807.2652761457,,,,
2001-06-29,15556068.865770122,3924736.5811040537,1687208.0984517613,,,,
2001-07-06,15261759.792642716,3808293.37979574,1683339.7841833227,,,,
2001-07-13,15689071.450901486,3972700.6069351356,1742177.186401902,,,,
2001-07-20,15703983.851046583,3948351.6786268023,1783045.0921067349,,,,
2001-07-27,16028663.440096267,3960541.579104696,1715321.6938383568,,,,
2001-08-03,15963885.54215275,3930137.8849139004,1715073.6042493626,,,,
2001-08-10,15927638.570662256,3857723.7212222577,1732169.283153102,,,,
2001-08-17,15917911.998282699,3799982.030513911,1733289.486435642,,,,
2001-08-24,16101950.946315987,3852514.14710541,1750608.619838018,,,,
2001-08-31,15755644.66483242,3681128.220813604,1724925.42105886,,,,
2001-09-07,15241093.732490331,3526277.805179015,1644542.0201716658,,,,
2001-09-14,14347906.44259818,3385632.4384531206,1593437.625003861,,,,
2001-09-21,13876255.314452795,3212295.1120361523,1534053.198108768,,,,
2001-09-28,14428826.024223216,3349863.3645982416,1617571.3107481343,,,,
2001-10-05,14562546.897325095,3503505.3074537483,1661872.6610893665,,,,
2001-10-12,15137036.470893621,3613042.9841027493,1710116.4234122674,,,,
2001-10-19,15160149.69675358,3635847.642584574,1749187.9507657737,,,,
2001-10-26,15053033.02252211,3591253.6121102395,1781920.545696346,,,,
2001-11-02,15349407.700871361,3696615.493135969,1787554.6247450283,,,,
2001-11-09,15594780.563754182,3782090.8660585093,1827024.46205807,,,,
2001-11-16,16349429.14205898,3925115.306082266,1887644.1091378166,,,,
2001-11-23,16450241.52147588,3967777.677916522,1925700.1773238298,,,,
2001-11-30,16151198.929113548,3948421.156693544,1941684.486051656,,,,
2001-12-07,16601306.411550196,4072002.983461572,1992897.7508981219,,,,
2001-12-14,16541925.70159351,4074857.3628647486,1971218.8300592834,,,,
2001-12-21,16953004.13452722,4089864.6633498627,2061888.8620456008,,,,
2001-12-28,17144091.197311275,4090158.346399226,2094194.0976337541,,,,
2002-01-04,17517171.391966373,4204296.3508218285,2053703.3488079032,,,,
2002-01-11,17082749.110591095,4197968.604379696,2000786.9845976105,,,,
2002-01-18,17267024.06937811,4180435.506375059,2024644.3916986533,,,,
2002-01-25,17473395.023713328,4214525.824001003,2108226.6521162284,,,,
2002-02-01,17323722.150796194,4202111.6050441135,2142002.898350217,,,,
2002-02-08,17687925.26831813,4222320.700087926,2120035.455651693,,,,
2002-02-15,17796954.716981024,4190733.513801329,2147938.7179477485,,,,
2002-02-22,18030373.893089782,4181807.765481337,2154879.6433148924,,,,
2002-03-01,18458041.852636036,4217415.010864806,2179008.0173392026,,,,
2002-03-08,18666823.739644576,4266337.672284475,2183666.728787479,,,,
2002-03-15,18825365.106892586,4221107.837077609,2258073.2484986503,,,,
2002-03-22,18348185.66155768,4134748.4975969465,2243748.178134506,,,,
2002-03-29,18294386.50857009,4162056.7693177653,2252984.0736886156,,,,
2002-04-05,18463529.979898557,4124169.5730882585,2243726.2557075936,,,,
2002-04-12,18490874.797816,4072947.837886213,2280141.9364189366,,,,
2002-04-19,18718935.50050642,4196891.720514976,2307451.279779477,,,,
2002-04-26,18192152.04875239,4025305.5839304435,2327601.8802824416,,,,
2002-05-03,18088558.542276986,3921773.014849708,2351488.004748908,,,,
2002-05-10,18404443.251227137,3985340.938633774,2345991.7353098383,,,,
2002-05-17,18772158.37128343,4145811.057242263,2413185.756177829,,,,
2002-05-24,18544322.2538642,4044858.092847766,2427263.0873381947,,,,
2002-05-31,18014018.20468577,3908697.7600321635,2445904.684127186,,,,
2002-06-07,17923151.613335777,3849568.9197647898,2450408.4957198286,,,,
2002-06-14,17725201.442102537,3889663.9311076608,2435577.5595908,,,,
2002-06-21,17063430.06253379,3690394.6019735187,2411254.4036747064,,,,
